WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (9.911405911999999 53.635839320000002)",Unfall 7120 (2016) Kat:3, Licht: 2,7120,3,4,6,01,18,7,,2,0,1,1,0,0,0
"POINT (9.944725267000001 53.620432575000002)",Unfall 7125 (2016) Kat:3, Licht: 0,7125,3,7,3,02,10,1,,0,0,1,0,0,0,0
"POINT (9.939944828000000 53.471085363999997)",Unfall 7128 (2016) Kat:3, Licht: 0,7128,3,6,2,03,17,4,,0,0,1,0,0,0,0
"POINT (9.958788908000001 53.573636061999999)",Unfall 7139 (2016) Kat:3, Licht: 0,7139,3,7,5,01,14,6,,0,1,0,0,0,0,1
"POINT (9.897753330000001 53.555205901000001)",Unfall 7140 (2016) Kat:3, Licht: 0,7140,3,6,2,03,17,1,,0,0,1,0,0,0,0
"POINT (10.026055962999999 53.554260896000002)",Unfall 7146 (2016) Kat:3, Licht: 0,7146,3,6,2,02,15,3,,0,0,1,0,0,0,0
"POINT (10.152181886999999 53.555303445000000)",Unfall 7156 (2016) Kat:3, Licht: 2,7156,3,6,2,01,01,6,,2,0,1,0,0,0,0
"POINT (10.158701817000001 53.560267822999997)",Unfall 7157 (2016) Kat:3, Licht: 0,7157,3,6,3,03,11,4,,0,0,1,0,0,1,0
"POINT (10.132034385000001 53.527745772999999)",Unfall 7169 (2016) Kat:3, Licht: 0,7169,3,6,3,02,13,2,,0,0,1,0,0,1,0
"POINT (9.900450131000000 53.565014591999997)",Unfall 7177 (2016) Kat:3, Licht: 0,7177,3,2,1,02,14,2,,0,0,1,0,0,0,0
"POINT (9.929291502000000 53.644938287000002)",Unfall 7184 (2016) Kat:3, Licht: 0,7184,3,2,3,04,13,6,,0,0,1,0,0,0,1
"POINT (10.023423295000001 53.542977114000003)",Unfall 7196 (2016) Kat:3, Licht: 2,7196,3,6,3,01,17,4,,2,0,1,0,0,1,0
"POINT (9.841395718999999 53.573173824000001)",Unfall 7197 (2016) Kat:3, Licht: 0,7197,3,6,2,03,10,5,,0,0,0,0,0,1,0
"POINT (10.127983880000000 53.523211897000003)",Unfall 7208 (2016) Kat:3, Licht: 0,7208,3,6,2,02,14,3,,0,0,1,0,0,1,0
"POINT (9.920099145000000 53.604584021000001)",Unfall 7216 (2016) Kat:3, Licht: 0,7216,3,6,3,04,08,2,,0,0,1,0,0,1,0
"POINT (9.930215145000000 53.591168254000003)",Unfall 7228 (2016) Kat:3, Licht: 2,7228,3,6,1,01,19,6,,2,0,1,0,0,0,0
"POINT (9.962104409000000 53.603187671000001)",Unfall 7231 (2016) Kat:3, Licht: 1,7231,3,2,5,02,18,6,,1,0,1,0,0,0,1
"POINT (9.952911819000001 53.613073649000000)",Unfall 7234 (2016) Kat:3, Licht: 0,7234,3,3,5,03,08,3,,0,1,1,0,0,0,0
"POINT (9.908668914000000 53.622259423999999)",Unfall 7244 (2016) Kat:2, Licht: 1,7244,2,4,6,01,16,3,,1,0,1,1,0,0,0
"POINT (9.969572176000000 53.584099516000002)",Unfall 7245 (2016) Kat:3, Licht: 0,7245,3,3,5,03,14,5,,0,0,0,0,0,1,1
"POINT (9.968641885000000 53.585938435999999)",Unfall 7262 (2016) Kat:3, Licht: 2,7262,3,7,5,03,20,3,,2,0,1,0,0,0,1
"POINT (9.880715166000000 53.568786965999998)",Unfall 7274 (2016) Kat:3, Licht: 0,7274,3,7,6,01,12,7,,0,0,1,1,0,0,0
"POINT (9.994701408999999 53.593481484999998)",Unfall 7281 (2016) Kat:3, Licht: 0,7281,3,7,0,02,14,7,,0,0,1,0,0,0,1
"POINT (10.047599472000000 53.552309794999999)",Unfall 7288 (2016) Kat:3, Licht: 0,7288,3,3,5,04,14,3,,0,0,1,0,0,0,0
"POINT (10.013793150000000 53.547627038000002)",Unfall 7302 (2016) Kat:3, Licht: 0,7302,3,6,1,01,15,3,,0,0,1,0,0,0,1
"POINT (10.022436920000001 53.574176678999997)",Unfall 7303 (2016) Kat:3, Licht: 0,7303,3,6,2,03,14,3,,0,0,1,0,0,0,0
"POINT (9.785538437000000 53.580597152999999)",Unfall 7309 (2016) Kat:3, Licht: 1,7309,3,4,6,02,16,3,,1,0,1,1,0,0,0
"POINT (9.928493081999999 53.592319728000000)",Unfall 7320 (2016) Kat:3, Licht: 1,7320,3,3,5,01,16,6,,1,0,1,0,0,0,0
"POINT (9.993705823000001 53.547318599999997)",Unfall 7321 (2016) Kat:3, Licht: 0,7321,3,6,2,03,17,3,,0,0,1,0,0,0,0
"POINT (10.040835526000000 53.552595597000000)",Unfall 7334 (2016) Kat:3, Licht: 0,7334,3,3,5,02,15,5,,0,0,1,0,0,0,0
"POINT (9.896762436000000 53.471628981000002)",Unfall 7337 (2016) Kat:3, Licht: 0,7337,3,6,2,03,14,7,,0,0,1,0,0,0,0
"POINT (9.935331366000000 53.647195893000003)",Unfall 7348 (2016) Kat:3, Licht: 0,7348,3,6,2,01,15,1,,0,0,1,0,0,0,0
"POINT (9.929580464000001 53.537122345999997)",Unfall 7349 (2016) Kat:3, Licht: 1,7349,3,6,1,03,06,4,,1,0,1,0,0,0,0
"POINT (10.024605801000000 53.467483282000003)",Unfall 7367 (2016) Kat:3, Licht: 2,7367,3,6,3,02,06,6,,2,0,1,0,0,1,0
"POINT (9.874568935999999 53.570861106000002)",Unfall 7380 (2016) Kat:3, Licht: 0,7380,3,4,6,01,17,5,,0,0,1,1,0,0,0
"POINT (9.910118067000001 53.628819763999999)",Unfall 7386 (2016) Kat:3, Licht: 0,7386,3,6,1,02,15,6,,0,0,1,0,0,0,0
"POINT (9.916175491000001 53.583350899999999)",Unfall 7391 (2016) Kat:3, Licht: 0,7391,3,6,1,04,08,2,,0,0,1,0,0,1,1
"POINT (9.961558102000000 53.604640025999998)",Unfall 7405 (2016) Kat:3, Licht: 2,7405,3,7,9,01,00,3,,2,0,1,0,0,0,0
"POINT (9.956771554000000 53.571060668999998)",Unfall 7406 (2016) Kat:3, Licht: 0,7406,3,7,3,03,09,2,,0,0,1,0,0,0,0
"POINT (9.894705781000001 53.622732075999998)",Unfall 7414 (2016) Kat:3, Licht: 0,7414,3,6,2,02,08,2,,0,0,1,0,0,0,0
"POINT (9.910906468000000 53.565770141999998)",Unfall 7424 (2016) Kat:3, Licht: 2,7424,3,2,4,01,22,5,,2,0,1,0,0,0,0
"POINT (9.859015672000000 53.471396157999997)",Unfall 7425 (2016) Kat:3, Licht: 0,7425,3,6,2,03,12,7,,0,0,1,0,0,0,0
"POINT (9.992020346000000 53.547242226999998)",Unfall 7443 (2016) Kat:3, Licht: 0,7443,3,6,3,02,08,5,,0,0,1,0,0,0,0
"POINT (9.959416679000000 53.574649559000001)",Unfall 7459 (2016) Kat:3, Licht: 0,7459,3,2,4,01,13,3,,0,0,1,0,0,0,0
