WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.184575872000039 49.146005640000055)","Unfall 44771 (2018) Kat:2 Licht:0",44771,2,3,5,04,16,2,0,0,1,1,0,0
"POINT (9.217881062000060 49.130918174000044)","Unfall 44774 (2018) Kat:2 Licht:0",44774,2,4,6,04,12,7,0,0,0,1,1,0
"POINT (9.213817814000038 49.147889325000051)","Unfall 44792 (2018) Kat:3 Licht:0",44792,3,6,3,04,13,7,0,0,0,1,0,1
"POINT (9.199439248000033 49.138650496000025)","Unfall 44904 (2018) Kat:3 Licht:0",44904,3,6,2,04,16,5,0,0,0,1,0,1
"POINT (9.200186559000031 49.138227617000041)","Unfall 44905 (2018) Kat:3 Licht:0",44905,3,6,2,04,16,5,0,0,0,1,0,0
"POINT (9.229790825000066 49.142496434000066)","Unfall 45123 (2018) Kat:3 Licht:0",45123,3,6,1,04,14,7,0,0,0,1,0,0
"POINT (9.179370793000032 49.189160999000080)","Unfall 45264 (2018) Kat:3 Licht:0",45264,3,6,2,04,11,6,0,0,0,1,0,0
"POINT (9.229455545000064 49.138779461000070)","Unfall 45266 (2018) Kat:2 Licht:0",45266,2,3,6,04,07,5,0,0,0,1,1,0
"POINT (9.218417123000052 49.172125804000075)","Unfall 45287 (2018) Kat:2 Licht:0",45287,2,2,5,04,06,6,0,0,0,1,0,1
"POINT (9.218753095000068 49.157624883000040)","Unfall 45295 (2018) Kat:3 Licht:0",45295,3,7,0,04,13,7,0,0,1,0,0,0
"POINT (9.222319238000068 49.120953221000036)","Unfall 45658 (2018) Kat:2 Licht:2",45658,2,3,5,05,23,4,0,2,0,1,0,0
"POINT (9.214548819000072 49.169620734000034)","Unfall 45663 (2018) Kat:3 Licht:0",45663,3,6,2,05,16,7,0,0,0,1,0,0
"POINT (9.219988213000022 49.132187387000045)","Unfall 45664 (2018) Kat:3 Licht:0",45664,3,7,8,05,07,2,0,0,0,0,0,1
"POINT (9.200499100000059 49.152450832000056)","Unfall 45676 (2018) Kat:3 Licht:1",45676,3,3,5,05,17,5,1,1,0,1,0,0
"POINT (9.225202670000044 49.168095936000043)","Unfall 45698 (2018) Kat:3 Licht:0",45698,3,6,2,05,12,7,0,0,0,1,0,1
"POINT (9.199981377000029 49.145834121000064)","Unfall 45738 (2018) Kat:3 Licht:0",45738,3,2,5,05,07,4,0,0,0,1,0,1
"POINT (9.218821183000046 49.169005694000077)","Unfall 45845 (2018) Kat:3 Licht:0",45845,3,6,2,05,10,4,0,0,0,1,0,0
"POINT (9.204616217000023 49.168996915000037)","Unfall 45894 (2018) Kat:3 Licht:0",45894,3,6,1,05,09,6,0,0,0,1,0,0
"POINT (9.196486644000061 49.124809625000069)","Unfall 45986 (2018) Kat:3 Licht:0",45986,3,6,2,05,16,4,0,0,0,1,0,0
"POINT (9.189975144000073 49.187882580000064)","Unfall 46023 (2018) Kat:3 Licht:0",46023,3,6,2,05,16,3,0,0,0,1,0,0
"POINT (9.209478323000042 49.169509635000054)","Unfall 46071 (2018) Kat:3 Licht:0",46071,3,6,3,05,07,4,0,0,0,1,0,0
"POINT (9.199388730000067 49.152008244000058)","Unfall 46172 (2018) Kat:3 Licht:0",46172,3,6,3,05,05,1,0,0,0,1,0,0
"POINT (9.223302252000053 49.126432417000046)","Unfall 46452 (2018) Kat:3 Licht:0",46452,3,6,2,05,14,6,0,0,0,1,0,0
"POINT (9.225234665000073 49.157407901000056)","Unfall 46454 (2018) Kat:3 Licht:0",46454,3,6,3,05,19,6,0,0,0,1,0,0
"POINT (9.090246140000033 49.196690863000072)","Unfall 46591 (2018) Kat:3 Licht:0",46591,3,6,2,05,17,5,0,0,0,1,0,0
"POINT (9.213904906000039 49.147906556000066)","Unfall 46592 (2018) Kat:3 Licht:0",46592,3,2,3,05,17,5,0,0,0,1,0,1
"POINT (9.218928451000068 49.169239613000059)","Unfall 46777 (2018) Kat:3 Licht:0",46777,3,6,1,05,14,5,0,0,0,1,0,0
"POINT (9.216232854000054 49.152212773000031)","Unfall 46817 (2018) Kat:3 Licht:0",46817,3,6,3,05,19,6,0,0,0,1,0,1
"POINT (9.214061302000062 49.142545251000058)","Unfall 46949 (2018) Kat:3 Licht:0",46949,3,7,6,05,12,6,0,0,0,1,1,0
"POINT (9.218445823000025 49.156700716000046)","Unfall 47005 (2018) Kat:3 Licht:0",47005,3,7,0,05,11,3,0,0,1,0,0,0
"POINT (9.216269230000023 49.152272078000067)","Unfall 47018 (2018) Kat:3 Licht:2",47018,3,3,5,05,22,6,0,2,0,1,0,0
"POINT (9.221194939000043 49.146276066000041)","Unfall 47129 (2018) Kat:2 Licht:0",47129,2,4,6,05,12,3,0,0,0,1,1,0
"POINT (9.216269869000030 49.152273118000039)","Unfall 47135 (2018) Kat:3 Licht:0",47135,3,6,1,05,17,3,0,0,0,1,0,0
"POINT (9.211854578000043 49.151179752000075)","Unfall 47138 (2018) Kat:3 Licht:0",47138,3,6,2,05,15,3,0,0,0,1,0,0
"POINT (9.217075340000065 49.125864697000054)","Unfall 47156 (2018) Kat:3 Licht:2",47156,3,2,4,05,22,5,0,2,0,1,0,1
"POINT (9.192210381000052 49.141123495000045)","Unfall 47295 (2018) Kat:3 Licht:1",47295,3,3,5,05,20,2,0,1,1,1,0,0
"POINT (9.167857476000052 49.121922674000075)","Unfall 47298 (2018) Kat:3 Licht:0",47298,3,6,2,05,16,2,0,0,0,1,0,0
"POINT (9.258937717000038 49.134756323000033)","Unfall 47303 (2018) Kat:3 Licht:2",47303,3,1,8,05,00,5,0,2,0,1,0,0
"POINT (9.199064134000025 49.152070153000068)","Unfall 47307 (2018) Kat:3 Licht:0",47307,3,6,3,05,15,4,0,0,0,1,0,0
"POINT (9.220387703000029 49.134301404000041)","Unfall 47312 (2018) Kat:3 Licht:2",47312,3,7,5,05,22,4,0,2,1,1,0,0
"POINT (9.182546637000030 49.125610820000077)","Unfall 47440 (2018) Kat:3 Licht:0",47440,3,6,2,06,07,6,0,0,0,1,0,0
"POINT (9.225389028000052 49.158009420000042)","Unfall 47646 (2018) Kat:3 Licht:0",47646,3,6,2,06,06,3,0,0,0,1,0,0
"POINT (9.176019657000040 49.189267537000035)","Unfall 47661 (2018) Kat:3 Licht:0",47661,3,6,2,06,17,6,0,0,0,1,0,0
"POINT (9.209972046000075 49.128636999000037)","Unfall 47693 (2018) Kat:3 Licht:2",47693,3,3,5,06,23,6,0,2,1,1,0,0
"POINT (9.196152836000067 49.168620761000057)","Unfall 47871 (2018) Kat:3 Licht:0",47871,3,6,2,06,14,1,0,0,0,1,0,0
"POINT (9.225962441000036 49.146121413000060)","Unfall 47914 (2018) Kat:3 Licht:0",47914,3,6,2,06,13,3,0,0,0,1,0,0
"POINT (9.189983465000069 49.107365510000079)","Unfall 48065 (2018) Kat:3 Licht:0",48065,3,3,5,06,07,5,0,0,0,1,0,0
"POINT (9.203081489000056 49.137990224000077)","Unfall 48165 (2018) Kat:3 Licht:0",48165,3,6,3,06,06,6,0,0,0,1,0,1
"POINT (9.218115446000070 49.131871572000080)","Unfall 48207 (2018) Kat:2 Licht:2",48207,2,3,5,06,22,7,1,2,0,1,0,0
"POINT (9.197605761000034 49.130098674000067)","Unfall 48214 (2018) Kat:2 Licht:1",48214,2,6,4,06,20,7,1,1,0,1,0,0
"POINT (9.179280430000063 49.189260562000072)","Unfall 48408 (2018) Kat:3 Licht:0",48408,3,6,3,06,11,2,0,0,0,1,0,0
"POINT (9.225459960000023 49.157875222000030)","Unfall 48613 (2018) Kat:3 Licht:2",48613,3,2,5,06,23,6,0,2,0,1,0,0
"POINT (9.181313578000072 49.118160633000059)","Unfall 48673 (2018) Kat:3 Licht:0",48673,3,3,5,06,21,3,0,0,0,1,0,0
"POINT (9.232706849000067 49.148112655000034)","Unfall 48689 (2018) Kat:3 Licht:0",48689,3,2,4,06,15,5,0,0,0,1,0,1
"POINT (9.218956379000076 49.169079698000075)","Unfall 48801 (2018) Kat:3 Licht:0",48801,3,6,2,06,13,7,0,0,0,1,0,0
"POINT (9.188722735000056 49.119633851000060)","Unfall 48803 (2018) Kat:3 Licht:0",48803,3,3,5,06,11,7,0,0,1,1,0,0
"POINT (9.220642725000062 49.168674117000080)","Unfall 48844 (2018) Kat:3 Licht:0",48844,3,6,3,06,12,3,0,0,0,1,0,0
"POINT (9.202723212000024 49.185777915000074)","Unfall 49015 (2018) Kat:3 Licht:0",49015,3,6,2,06,11,7,0,0,0,1,0,0
"POINT (9.189890517000038 49.107393808000040)","Unfall 49025 (2018) Kat:3 Licht:0",49025,3,3,5,06,16,2,0,0,0,1,0,1
"POINT (9.175896597000076 49.189364030000036)","Unfall 49026 (2018) Kat:3 Licht:1",49026,3,6,1,06,20,3,0,1,0,0,0,0
"POINT (9.216491806000022 49.131216638000069)","Unfall 49172 (2018) Kat:3 Licht:0",49172,3,4,6,06,18,5,0,0,0,1,1,0
"POINT (9.212773404000075 49.136656920000064)","Unfall 49185 (2018) Kat:3 Licht:0",49185,3,6,2,06,18,3,0,0,0,1,0,0
"POINT (9.221813688000054 49.150965737000035)","Unfall 49199 (2018) Kat:3 Licht:0",49199,3,6,1,06,16,1,0,0,0,1,0,0
"POINT (9.209541936000051 49.184958907000066)","Unfall 49362 (2018) Kat:3 Licht:0",49362,3,6,2,06,10,7,0,0,0,1,0,0
"POINT (9.149888097000030 49.188079080000080)","Unfall 49378 (2018) Kat:3 Licht:0",49378,3,6,2,06,17,6,0,0,0,1,0,0
"POINT (9.199993206000045 49.125286434000031)","Unfall 49389 (2018) Kat:2 Licht:0",49389,2,2,5,06,11,7,0,0,1,1,0,0
"POINT (9.225090292000061 49.129439531000060)","Unfall 49418 (2018) Kat:3 Licht:0",49418,3,2,6,07,20,3,0,0,0,1,1,0
"POINT (9.170876303000057 49.139807017000066)","Unfall 49434 (2018) Kat:3 Licht:1",49434,3,1,9,07,22,5,0,1,0,1,0,0
"POINT (9.223289241000032 49.126409411000054)","Unfall 49564 (2018) Kat:3 Licht:0",49564,3,6,2,07,10,3,0,0,0,1,0,0
"POINT (9.164431865000040 49.140094677000036)","Unfall 49573 (2018) Kat:3 Licht:0",49573,3,6,2,07,15,2,0,0,0,1,0,0
"POINT (9.225348012000040 49.129848215000038)","Unfall 49719 (2018) Kat:2 Licht:0",49719,2,2,3,07,13,4,0,0,1,1,0,0
"POINT (9.189409765000050 49.127568564000057)","Unfall 49762 (2018) Kat:3 Licht:0",49762,3,6,1,07,08,6,0,0,0,1,0,1
"POINT (9.214720837000073 49.150066665000054)","Unfall 49907 (2018) Kat:3 Licht:0",49907,3,2,5,07,15,3,0,0,1,1,0,0
"POINT (9.152455056000065 49.117197843000042)","Unfall 49984 (2018) Kat:3 Licht:0",49984,3,6,4,07,11,6,0,0,0,1,0,0
"POINT (9.196654652000063 49.141821008000079)","Unfall 50094 (2018) Kat:3 Licht:0",50094,3,3,5,07,18,4,0,0,0,1,0,0
"POINT (9.221933386000046 49.151782045000061)","Unfall 50207 (2018) Kat:2 Licht:2",50207,2,1,0,07,01,3,0,2,1,0,0,0
"POINT (9.197815400000025 49.131129919000045)","Unfall 50566 (2018) Kat:3 Licht:0",50566,3,6,2,07,17,2,0,0,0,1,0,0
"POINT (9.222594939000032 49.152892553000072)","Unfall 50702 (2018) Kat:3 Licht:0",50702,3,3,5,07,15,6,0,0,1,1,0,0
"POINT (9.160091215000023 49.119190693000064)","Unfall 50820 (2018) Kat:2 Licht:0",50820,2,4,6,07,13,6,0,0,0,1,1,0
"POINT (9.159564968000041 49.140282160000027)","Unfall 51104 (2018) Kat:3 Licht:0",51104,3,2,2,07,17,3,0,0,0,1,0,1
"POINT (9.199898525000037 49.150037616000077)","Unfall 51184 (2018) Kat:2 Licht:0",51184,2,6,4,07,09,7,0,0,0,1,0,0
"POINT (9.173800828000026 49.123544269000035)","Unfall 51348 (2018) Kat:2 Licht:0",51348,2,2,2,08,10,6,0,0,0,1,0,1
"POINT (9.213868762000061 49.147897896000075)","Unfall 51383 (2018) Kat:3 Licht:0",51383,3,2,3,08,16,5,0,0,0,1,0,1
"POINT (9.222568221000074 49.152858291000030)","Unfall 51395 (2018) Kat:3 Licht:0",51395,3,3,5,07,15,2,0,0,1,1,0,0
"POINT (9.225544728000045 49.168124476000060)","Unfall 51435 (2018) Kat:2 Licht:0",51435,2,1,0,08,15,4,0,0,0,0,0,1
"POINT (9.183937299000036 49.187845528000025)","Unfall 51593 (2018) Kat:2 Licht:0",51593,2,7,9,08,08,6,0,0,0,1,0,0
"POINT (9.225402071000076 49.146157568000035)","Unfall 51649 (2018) Kat:3 Licht:2",51649,3,3,5,08,05,6,0,2,0,1,0,0
"POINT (9.224591319000069 49.134030864000067)","Unfall 51693 (2018) Kat:3 Licht:0",51693,3,6,2,08,16,4,0,0,0,1,0,0
"POINT (9.205008669000051 49.166277338000043)","Unfall 51825 (2018) Kat:3 Licht:0",51825,3,6,2,08,12,6,0,0,0,1,0,0
"POINT (9.222358574000054 49.146204122000029)","Unfall 51969 (2018) Kat:3 Licht:0",51969,3,6,2,08,17,7,0,0,0,1,0,0
"POINT (9.230194821000055 49.145867969000051)","Unfall 52017 (2018) Kat:2 Licht:0",52017,2,3,5,08,13,1,0,0,0,1,0,0
"POINT (9.266459695000037 49.113981829000068)","Unfall 52021 (2018) Kat:3 Licht:0",52021,3,7,0,08,12,7,0,0,0,1,0,1
"POINT (9.218584240000041 49.133876239000074)","Unfall 52039 (2018) Kat:3 Licht:0",52039,3,3,5,08,12,7,0,0,1,1,0,0
"POINT (9.145330802000046 49.176645394000047)","Unfall 52056 (2018) Kat:3 Licht:1",52056,3,2,5,08,05,4,0,1,0,1,0,0
"POINT (9.210486881000065 49.184851899000080)","Unfall 52276 (2018) Kat:3 Licht:2",52276,3,1,2,08,22,2,0,2,0,1,0,0
"POINT (9.202073715000040 49.126010754000049)","Unfall 52288 (2018) Kat:3 Licht:0",52288,3,7,0,08,16,5,0,0,0,1,0,0
"POINT (9.198163905000058 49.184702288000040)","Unfall 52463 (2018) Kat:3 Licht:0",52463,3,6,2,08,07,2,0,0,0,1,0,0
"POINT (9.204703697000070 49.169023607000042)","Unfall 52599 (2018) Kat:3 Licht:0",52599,3,6,1,08,16,4,0,0,0,1,0,0
"POINT (9.218140104000042 49.169114202000060)","Unfall 52649 (2018) Kat:3 Licht:0",52649,3,6,2,08,16,6,0,0,0,1,0,0
"POINT (9.225263434000055 49.146084002000066)","Unfall 52739 (2018) Kat:3 Licht:0",52739,3,6,2,08,11,5,0,0,0,1,0,0
"POINT (9.196792063000032 49.152262780000058)","Unfall 52776 (2018) Kat:3 Licht:2",52776,3,3,4,08,21,3,0,2,0,1,0,1
"POINT (9.169351762000076 49.189374741000051)","Unfall 52802 (2018) Kat:3 Licht:0",52802,3,6,2,08,13,4,0,0,0,1,0,0
"POINT (9.145222740000065 49.121960088000037)","Unfall 52857 (2018) Kat:3 Licht:2",52857,3,3,5,08,21,6,0,2,0,1,0,0
"POINT (9.190815131000022 49.142575579000038)","Unfall 52913 (2018) Kat:3 Licht:0",52913,3,2,5,08,17,2,0,0,1,1,0,0
"POINT (9.221240632000047 49.168547423000064)","Unfall 52924 (2018) Kat:3 Licht:0",52924,3,6,3,08,07,6,0,0,0,1,0,0
"POINT (9.228967253000064 49.135623886000076)","Unfall 52951 (2018) Kat:3 Licht:0",52951,3,7,1,08,16,5,0,0,0,1,0,1
"POINT (9.228733564000038 49.134390609000036)","Unfall 52960 (2018) Kat:3 Licht:2",52960,3,6,1,08,20,6,0,2,0,1,0,0
"POINT (9.190830211000048 49.142568163000078)","Unfall 52985 (2018) Kat:3 Licht:0",52985,3,2,5,08,15,3,0,0,1,1,0,0
"POINT (9.191047664000053 49.142497054000046)","Unfall 53001 (2018) Kat:3 Licht:0",53001,3,7,0,08,09,3,0,0,0,1,0,1
"POINT (9.229830945000060 49.146026046000031)","Unfall 53003 (2018) Kat:3 Licht:0",53003,3,6,2,08,18,3,0,0,0,1,0,0
"POINT (9.180051470000024 49.189125100000069)","Unfall 53066 (2018) Kat:3 Licht:0",53066,3,1,2,09,11,5,0,0,0,0,0,0
"POINT (9.248436450000042 49.139135260000046)","Unfall 53115 (2018) Kat:3 Licht:0",53115,3,6,4,09,14,1,0,0,0,1,0,0
"POINT (9.221147579000046 49.146360619000063)","Unfall 53142 (2018) Kat:2 Licht:1",53142,2,2,5,09,19,4,0,1,0,1,0,1
"POINT (9.216773871000044 49.169331850000049)","Unfall 53250 (2018) Kat:3 Licht:0",53250,3,3,5,09,17,4,0,0,0,1,0,0
"POINT (9.215408257000036 49.169521664000058)","Unfall 53423 (2018) Kat:3 Licht:0",53423,3,6,1,09,08,5,0,0,0,1,0,0
"POINT (9.195492894000040 49.186903153000060)","Unfall 53433 (2018) Kat:1 Licht:0",53433,1,1,2,09,09,3,0,0,0,1,0,0
"POINT (9.184681276000049 49.109876619000033)","Unfall 53480 (2018) Kat:3 Licht:0",53480,3,6,2,09,17,4,0,0,0,1,0,0
"POINT (9.225338382000075 49.157621020000079)","Unfall 53527 (2018) Kat:3 Licht:0",53527,3,6,2,09,13,2,0,0,0,1,0,0
"POINT (9.218344280000054 49.132879856000045)","Unfall 53600 (2018) Kat:2 Licht:0",53600,2,6,3,09,11,4,0,0,1,0,0,0
"POINT (9.225478424000073 49.168451887000060)","Unfall 53606 (2018) Kat:3 Licht:0",53606,3,6,1,09,13,4,0,0,0,1,0,0
"POINT (9.217891471000030 49.130964533000054)","Unfall 53607 (2018) Kat:3 Licht:0",53607,3,2,3,09,09,4,0,0,1,1,0,0
"POINT (9.217071706000070 49.153569087000051)","Unfall 53688 (2018) Kat:2 Licht:0",53688,2,3,5,09,16,5,0,0,1,1,0,0
"POINT (9.250400749000050 49.139206801000057)","Unfall 53867 (2018) Kat:3 Licht:0",53867,3,6,4,09,15,1,0,0,0,1,0,0
"POINT (9.181616389000055 49.140592500000025)","Unfall 53869 (2018) Kat:1 Licht:0",53869,1,4,6,09,10,2,0,0,0,0,1,0
"POINT (9.219965997000031 49.146320379000031)","Unfall 53948 (2018) Kat:3 Licht:1",53948,3,7,0,09,07,2,0,1,1,1,0,0
"POINT (9.203855492000059 49.138106117000063)","Unfall 54034 (2018) Kat:3 Licht:0",54034,3,6,1,09,10,3,0,0,0,1,0,0
"POINT (9.121277432000056 49.187778720000040)","Unfall 54161 (2018) Kat:3 Licht:0",54161,3,1,2,09,13,7,0,0,0,1,0,0
"POINT (9.197119032000046 49.123729849000028)","Unfall 54163 (2018) Kat:3 Licht:0",54163,3,7,8,09,12,6,0,0,0,1,0,0
"POINT (9.225109809000060 49.170814167000060)","Unfall 54168 (2018) Kat:3 Licht:2",54168,3,6,1,09,22,7,0,2,0,1,0,0
"POINT (9.214002998000069 49.130001043000050)","Unfall 54196 (2018) Kat:2 Licht:0",54196,2,3,5,09,16,5,0,0,1,1,0,0
"POINT (9.219507729000043 49.160995853000031)","Unfall 54300 (2018) Kat:3 Licht:0",54300,3,3,0,09,17,6,0,0,1,1,0,0
"POINT (9.176873316000069 49.140110018000030)","Unfall 54335 (2018) Kat:3 Licht:0",54335,3,2,4,09,07,4,0,0,0,1,0,0
"POINT (9.225485145000050 49.157921574000056)","Unfall 54337 (2018) Kat:3 Licht:2",54337,3,2,5,09,22,4,0,2,0,1,0,0
"POINT (9.207687297000064 49.151400069000033)","Unfall 54340 (2018) Kat:3 Licht:0",54340,3,6,4,09,07,4,0,0,1,0,0,0
"POINT (9.197797336000065 49.131047051000053)","Unfall 54433 (2018) Kat:3 Licht:1",54433,3,6,2,09,18,7,0,1,0,1,0,0
"POINT (9.143553164000025 49.195637477000048)","Unfall 54543 (2018) Kat:3 Licht:0",54543,3,3,5,09,17,3,0,0,1,1,0,0
"POINT (9.193859050000071 49.186059727000043)","Unfall 54684 (2018) Kat:3 Licht:2",54684,3,2,3,09,20,2,0,2,0,1,0,0
"POINT (9.199054503000070 49.142939783000031)","Unfall 54745 (2018) Kat:3 Licht:0",54745,3,6,2,09,12,4,0,0,0,1,0,0
"POINT (9.188700586000039 49.127684525000063)","Unfall 54839 (2018) Kat:2 Licht:0",54839,2,7,8,09,07,1,1,0,0,1,0,0
"POINT (9.194956705000038 49.186907378000058)","Unfall 54924 (2018) Kat:2 Licht:0",54924,2,6,8,10,15,5,0,0,0,0,0,1
"POINT (9.196813785000074 49.152263286000050)","Unfall 54957 (2018) Kat:3 Licht:0",54957,3,3,5,10,13,2,0,0,0,1,0,0
"POINT (9.186126814000033 49.118982652000057)","Unfall 54979 (2018) Kat:3 Licht:0",54979,3,2,5,09,17,1,0,0,1,1,0,0
"POINT (9.229775290000021 49.141381813000066)","Unfall 54982 (2018) Kat:3 Licht:0",54982,3,2,5,09,15,1,0,0,1,1,0,0
"POINT (9.211972813000045 49.137005824000028)","Unfall 54985 (2018) Kat:3 Licht:0",54985,3,6,2,09,13,1,0,0,0,1,0,0
"POINT (9.153289897000036 49.117879274000074)","Unfall 55001 (2018) Kat:3 Licht:0",55001,3,1,2,10,17,5,0,0,0,1,0,0
"POINT (9.218872785000031 49.169558343000062)","Unfall 55241 (2018) Kat:3 Licht:0",55241,3,6,2,10,12,5,0,0,0,1,0,0
"POINT (9.241013842000029 49.148836917000040)","Unfall 55260 (2018) Kat:2 Licht:0",55260,2,7,0,10,12,1,0,0,0,0,0,1
"POINT (9.145362687000045 49.176630430000046)","Unfall 55264 (2018) Kat:2 Licht:0",55264,2,2,4,10,15,4,0,0,0,1,0,0
"POINT (9.187705193000056 49.151530518000072)","Unfall 55458 (2018) Kat:3 Licht:0",55458,3,2,4,10,13,2,0,0,0,1,0,0
"POINT (9.202518861000044 49.185800254000071)","Unfall 55534 (2018) Kat:3 Licht:0",55534,3,6,1,10,12,1,0,0,0,1,0,0
"POINT (9.214921870000069 49.150075294000032)","Unfall 55685 (2018) Kat:3 Licht:0",55685,3,1,2,10,13,7,0,0,0,1,0,0
"POINT (9.190840065000032 49.142563316000064)","Unfall 55786 (2018) Kat:3 Licht:0",55786,3,2,4,10,14,2,0,0,1,1,0,0
"POINT (9.223702017000051 49.127123945000051)","Unfall 55789 (2018) Kat:3 Licht:0",55789,3,6,1,10,15,4,0,0,0,1,0,0
"POINT (9.194129206000071 49.124428018000060)","Unfall 55812 (2018) Kat:3 Licht:0",55812,3,6,2,10,15,3,0,0,0,1,0,0
"POINT (9.179314153000064 49.189258762000065)","Unfall 55904 (2018) Kat:3 Licht:0",55904,3,6,2,10,16,6,0,0,0,1,0,0
"POINT (9.112259094000024 49.174949002000062)","Unfall 55941 (2018) Kat:3 Licht:2",55941,3,7,8,10,00,2,0,2,0,1,0,0
"POINT (9.219278992000056 49.166149159000042)","Unfall 55951 (2018) Kat:2 Licht:0",55951,2,3,5,10,11,6,0,0,1,1,0,0
"POINT (9.217800635000060 49.155235071000050)","Unfall 56117 (2018) Kat:3 Licht:0",56117,3,6,1,10,17,3,0,0,0,1,0,0
"POINT (9.229301379000049 49.137230452000040)","Unfall 56130 (2018) Kat:3 Licht:0",56130,3,3,1,10,17,2,0,0,0,1,0,0
"POINT (9.220804975000021 49.134273253000060)","Unfall 56194 (2018) Kat:3 Licht:0",56194,3,6,1,10,09,2,0,0,0,1,0,0
"POINT (9.167065544000025 49.139963859000034)","Unfall 56275 (2018) Kat:3 Licht:0",56275,3,6,1,10,12,4,1,0,0,1,0,0
"POINT (9.112542833000020 49.175705943000025)","Unfall 56298 (2018) Kat:2 Licht:0",56298,2,6,4,10,10,2,0,0,0,1,0,0
"POINT (9.134358818000067 49.186189808000051)","Unfall 56334 (2018) Kat:3 Licht:1",56334,3,1,2,10,07,5,0,1,0,1,0,0
"POINT (9.176012521000075 49.189362123000080)","Unfall 56336 (2018) Kat:3 Licht:0",56336,3,1,3,10,15,5,0,0,0,1,0,1
"POINT (9.222294118000036 49.168324185000074)","Unfall 56366 (2018) Kat:2 Licht:2",56366,2,6,3,10,21,5,0,2,0,1,0,0
"POINT (9.218455882000058 49.156730968000033)","Unfall 56484 (2018) Kat:3 Licht:0",56484,3,7,0,10,13,6,0,0,1,0,0,0
"POINT (9.205135552000058 49.185508136000067)","Unfall 56505 (2018) Kat:3 Licht:2",56505,3,6,2,10,19,6,0,2,0,1,0,0
"POINT (9.147950611000056 49.192658175000076)","Unfall 56738 (2018) Kat:3 Licht:0",56738,3,3,5,11,12,7,0,0,0,1,0,0
"POINT (9.226831223000033 49.146065354000029)","Unfall 56850 (2018) Kat:3 Licht:2",56850,3,3,6,10,18,3,0,2,0,1,1,0
"POINT (9.162094934000038 49.188423355000054)","Unfall 56870 (2018) Kat:3 Licht:1",56870,3,1,2,10,07,6,0,1,0,1,0,0
"POINT (9.205132958000036 49.185508411000058)","Unfall 56873 (2018) Kat:3 Licht:2",56873,3,6,2,10,19,6,0,2,0,1,0,0
"POINT (9.187396306000039 49.151506000000040)","Unfall 56885 (2018) Kat:3 Licht:1",56885,3,6,2,11,17,2,0,1,0,1,0,0
"POINT (9.200431162000029 49.151953204000051)","Unfall 56936 (2018) Kat:3 Licht:2",56936,3,3,5,10,20,4,0,2,0,1,0,0
"POINT (9.211399043000029 49.169639040000050)","Unfall 56972 (2018) Kat:2 Licht:2",56972,2,3,5,10,05,3,0,2,0,1,0,0
"POINT (9.259600162000027 49.156261619000077)","Unfall 57046 (2018) Kat:3 Licht:2",57046,3,1,9,10,02,1,0,2,0,1,0,0
"POINT (9.200472699000045 49.168967112000075)","Unfall 57196 (2018) Kat:3 Licht:2",57196,3,7,2,10,18,5,0,2,0,1,0,0
"POINT (9.201419756000064 49.178334210000060)","Unfall 57201 (2018) Kat:3 Licht:1",57201,3,2,5,10,07,5,1,1,0,1,0,1
"POINT (9.218956379000076 49.169079698000075)","Unfall 57207 (2018) Kat:3 Licht:0",57207,3,6,3,10,08,5,1,0,0,1,0,0
"POINT (9.150169425000058 49.192869760000065)","Unfall 57278 (2018) Kat:3 Licht:0",57278,3,3,5,11,15,6,0,0,0,1,0,0
"POINT (9.223395286000027 49.126596909000057)","Unfall 57363 (2018) Kat:3 Licht:2",57363,3,6,1,11,18,5,0,2,0,1,0,0
"POINT (9.225541662000069 49.168139616000076)","Unfall 57513 (2018) Kat:3 Licht:0",57513,3,2,3,11,13,3,0,0,0,1,0,0
"POINT (9.110450963000062 49.192334869000035)","Unfall 57685 (2018) Kat:3 Licht:0",57685,3,6,2,11,11,3,0,0,0,1,0,0
"POINT (9.179314326000053 49.189164013000038)","Unfall 57689 (2018) Kat:3 Licht:0",57689,3,1,2,11,10,3,0,0,0,1,0,0
"POINT (9.214531600000044 49.130245030000026)","Unfall 57726 (2018) Kat:3 Licht:0",57726,3,3,5,11,09,5,0,0,1,1,0,0
"POINT (9.217476598000076 49.154407449000075)","Unfall 57871 (2018) Kat:2 Licht:2",57871,2,7,9,11,01,7,0,2,0,1,0,0
"POINT (9.216766738000047 49.153076270000042)","Unfall 57981 (2018) Kat:3 Licht:0",57981,3,6,2,11,16,3,0,0,0,1,0,0
"POINT (9.229868371000066 49.146041691000050)","Unfall 58002 (2018) Kat:3 Licht:0",58002,3,6,2,11,11,6,0,0,0,1,0,0
"POINT (9.200932154000043 49.138152178000041)","Unfall 58098 (2018) Kat:3 Licht:2",58098,3,6,2,11,18,2,0,2,0,1,0,0
"POINT (9.192349212000067 49.120963257000028)","Unfall 58171 (2018) Kat:3 Licht:2",58171,3,6,3,11,20,7,0,2,0,1,0,1
"POINT (9.218827865000037 49.169100083000046)","Unfall 58248 (2018) Kat:3 Licht:2",58248,3,6,3,11,17,5,0,2,0,1,0,0
