WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.492184964000046 51.549931040000047)",Unfall 100520 (2019) Kat:3, Licht: 2,100520,3,3,5,02,23,6,0,2,0,1,0,0,0,0
"POINT (7.542615715000068 51.535306597000044)",Unfall 100552 (2019) Kat:3, Licht: 0,100552,3,7,0,02,15,1,0,0,1,0,0,0,0,0
"POINT (7.448751285000071 51.523896016000037)",Unfall 100716 (2019) Kat:3, Licht: 0,100716,3,6,2,02,14,3,0,0,0,1,0,0,0,0
"POINT (7.356683661000034 51.562851086000080)",Unfall 100749 (2019) Kat:3, Licht: 0,100749,3,6,2,02,15,4,0,0,0,0,0,0,1,0
"POINT (7.465258277000032 51.555781824000064)",Unfall 100841 (2019) Kat:3, Licht: 0,100841,3,4,6,02,15,4,0,0,0,1,1,0,0,0
"POINT (7.362746394000055 51.561397246000070)",Unfall 100884 (2019) Kat:3, Licht: 0,100884,3,6,2,02,15,2,0,0,0,0,0,1,1,0
"POINT (7.457760264000058 51.478549185000077)",Unfall 100885 (2019) Kat:3, Licht: 0,100885,3,3,5,02,15,2,0,0,0,1,0,0,0,1
"POINT (7.507052794000060 51.515851556000030)",Unfall 100887 (2019) Kat:3, Licht: 0,100887,3,2,4,02,11,2,0,0,0,1,0,0,0,0
"POINT (7.528614467000068 51.486174688000062)",Unfall 101038 (2019) Kat:3, Licht: 0,101038,3,6,4,03,13,6,1,0,0,1,0,0,0,0
"POINT (7.519699741000068 51.520902702000058)",Unfall 101039 (2019) Kat:2, Licht: 0,101039,2,4,1,03,14,6,1,0,0,0,1,0,0,1
"POINT (7.570436306000033 51.536501848000057)",Unfall 101041 (2019) Kat:2, Licht: 0,101041,2,1,8,03,13,6,1,0,0,1,0,0,0,0
"POINT (7.381012447000046 51.498049925000032)",Unfall 101177 (2019) Kat:3, Licht: 0,101177,3,6,2,03,16,2,0,0,0,1,0,0,1,0
"POINT (7.504791820000037 51.563882766000063)",Unfall 101275 (2019) Kat:3, Licht: 2,101275,3,6,2,03,05,2,0,2,0,1,0,0,0,0
"POINT (7.404707555000073 51.477911748000054)",Unfall 101365 (2019) Kat:3, Licht: 0,101365,3,3,5,03,11,5,0,0,0,1,0,0,0,0
"POINT (7.499635648000037 51.488318020000065)",Unfall 101367 (2019) Kat:3, Licht: 0,101367,3,6,6,03,15,5,0,0,0,0,1,0,0,1
"POINT (7.506298918000027 51.576438161000056)",Unfall 101368 (2019) Kat:3, Licht: 2,101368,3,1,0,03,23,5,0,2,0,1,0,0,0,0
"POINT (7.450789021000048 51.544821179000053)",Unfall 101374 (2019) Kat:3, Licht: 0,101374,3,7,0,03,16,5,0,0,0,0,0,1,0,1
"POINT (7.379609841000047 51.510271749000026)",Unfall 101489 (2019) Kat:3, Licht: 0,101489,3,6,1,03,14,6,0,0,0,1,0,0,0,0
"POINT (7.367757222000023 51.528495419000080)",Unfall 101490 (2019) Kat:3, Licht: 0,101490,3,3,0,03,10,4,0,0,1,1,0,0,0,0
"POINT (7.582984733000046 51.527976579000040)",Unfall 101491 (2019) Kat:3, Licht: 0,101491,3,7,6,03,12,4,0,0,0,1,1,0,0,0
"POINT (7.556273948000069 51.559109826000054)",Unfall 101492 (2019) Kat:3, Licht: 0,101492,3,3,5,03,09,6,1,0,0,1,0,1,0,0
