WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.754920941000023 52.436212711000053)",Unfall 8757 (2018) Kat:3, Licht: 0,8757,3,1,0,01,11,7,0,0,1,0,0,0
"POINT (9.956997837000074 52.318839106000041)",Unfall 8826 (2018) Kat:3, Licht: 1,8826,3,3,5,01,16,5,1,1,1,1,0,0
"POINT (9.749677945000030 52.369259496000041)",Unfall 8838 (2018) Kat:3, Licht: 2,8838,3,2,3,01,19,5,1,2,1,1,0,0
"POINT (10.046845015000031 52.375060311000027)",Unfall 8845 (2018) Kat:3, Licht: 0,8845,3,6,2,01,12,1,0,0,0,1,0,0
"POINT (9.665263146000029 52.239642596000067)",Unfall 8848 (2018) Kat:3, Licht: 2,8848,3,4,6,01,16,4,1,2,0,1,1,0
"POINT (9.480669374000058 52.380904958000031)",Unfall 8898 (2018) Kat:2, Licht: 0,8898,2,1,4,01,13,4,1,0,0,1,0,0
"POINT (9.480333099000063 52.294881734000057)",Unfall 8945 (2018) Kat:3, Licht: 0,8945,3,3,5,01,13,6,0,0,0,1,0,0
"POINT (9.726383999000063 52.380834332000063)",Unfall 9057 (2018) Kat:3, Licht: 2,9057,3,3,5,01,18,5,1,2,1,1,0,0
"POINT (9.724949776000074 52.317906574000062)",Unfall 9067 (2018) Kat:3, Licht: 0,9067,3,1,0,01,10,4,1,0,1,0,0,0
"POINT (9.588811939000038 52.395537250000075)",Unfall 9105 (2018) Kat:3, Licht: 2,9105,3,2,6,01,18,5,1,2,0,1,1,0
"POINT (10.129343827000071 52.363309105000042)",Unfall 9170 (2018) Kat:3, Licht: 2,9170,3,6,2,01,07,4,1,2,0,1,0,0
"POINT (9.447081516000026 52.439967478000028)",Unfall 9183 (2018) Kat:3, Licht: 2,9183,3,1,8,01,02,2,0,2,0,1,0,0
"POINT (9.970340703000034 52.388276992000044)",Unfall 9202 (2018) Kat:3, Licht: 0,9202,3,3,5,01,11,7,0,0,0,1,0,0
"POINT (9.528695097000025 52.304281282000034)",Unfall 9269 (2018) Kat:3, Licht: 2,9269,3,1,8,01,18,5,1,2,0,1,0,0
"POINT (9.675946462000070 52.438126288000035)",Unfall 9279 (2018) Kat:3, Licht: 1,9279,3,3,5,01,17,4,1,1,0,1,0,0
"POINT (9.851718189000053 52.267182202000072)",Unfall 9283 (2018) Kat:3, Licht: 0,9283,3,1,8,01,11,5,1,0,0,1,0,0
"POINT (9.796330887000067 52.548033885000052)",Unfall 9289 (2018) Kat:3, Licht: 0,9289,3,6,0,01,14,1,0,0,0,1,0,0
"POINT (9.699595825000074 52.347518665000052)",Unfall 9292 (2018) Kat:3, Licht: 0,9292,3,6,2,01,14,4,1,0,0,1,0,0
"POINT (9.757412723000073 52.427244477000045)",Unfall 9349 (2018) Kat:2, Licht: 0,9349,2,6,2,01,08,2,0,0,0,0,0,0
"POINT (9.588373038000043 52.437872495000079)",Unfall 9352 (2018) Kat:3, Licht: 2,9352,3,3,5,01,18,5,0,2,1,1,0,0
"POINT (9.931114385000058 52.339391458000080)",Unfall 9353 (2018) Kat:2, Licht: 2,9353,2,2,6,01,17,5,1,2,0,1,1,0
"POINT (9.603500023000038 52.332709555000065)",Unfall 9355 (2018) Kat:2, Licht: 0,9355,2,4,6,01,12,5,0,0,0,1,1,0
"POINT (9.888828128000057 52.425090031000082)",Unfall 9357 (2018) Kat:3, Licht: 2,9357,3,6,2,01,06,5,1,2,0,1,0,0
"POINT (9.629763970000056 52.208914967000055)",Unfall 9391 (2018) Kat:3, Licht: 2,9391,3,3,5,01,06,2,1,2,0,1,0,0
"POINT (9.732996909000065 52.426211326000043)",Unfall 9393 (2018) Kat:3, Licht: 0,9393,3,7,2,01,14,1,0,0,0,1,0,0
"POINT (9.909192984000072 52.343868051000072)",Unfall 9434 (2018) Kat:3, Licht: 0,9434,3,1,8,01,14,7,1,0,0,1,0,0
"POINT (9.465171852000026 52.410314394000068)",Unfall 9441 (2018) Kat:3, Licht: 2,9441,3,2,5,01,21,4,0,2,0,1,0,0
"POINT (9.728086302000065 52.588326080000058)",Unfall 9443 (2018) Kat:3, Licht: 2,9443,3,2,6,01,07,4,2,2,0,1,1,0
"POINT (9.942147137000063 52.392167483000037)",Unfall 9445 (2018) Kat:3, Licht: 2,9445,3,6,2,01,17,4,0,2,0,1,0,0
"POINT (10.032171408000067 52.379218970000068)",Unfall 9446 (2018) Kat:3, Licht: 0,9446,3,6,2,01,14,4,0,0,0,1,0,0
"POINT (9.746432067000058 52.320495237000046)",Unfall 9449 (2018) Kat:3, Licht: 2,9449,3,4,6,01,07,6,0,2,0,1,1,0
"POINT (10.130427070000053 52.398046173000068)",Unfall 9454 (2018) Kat:3, Licht: 2,9454,3,3,5,01,17,2,1,2,0,1,0,0
"POINT (9.736134349000054 52.396881220000068)",Unfall 9459 (2018) Kat:3, Licht: 0,9459,3,2,5,01,12,1,0,0,1,1,0,0
"POINT (9.838396448000026 52.409977289000039)",Unfall 9515 (2018) Kat:3, Licht: 0,9515,3,3,5,01,14,7,0,0,0,1,0,0
"POINT (9.861158859000057 52.357763661000035)",Unfall 9520 (2018) Kat:3, Licht: 0,9520,3,6,3,01,11,2,0,0,0,1,0,0
"POINT (9.626626652000027 52.221698172000060)",Unfall 9522 (2018) Kat:3, Licht: 0,9522,3,6,2,01,16,1,0,0,0,1,0,0
"POINT (9.698375582000040 52.417299287000048)",Unfall 9524 (2018) Kat:3, Licht: 2,9524,3,6,2,01,17,3,0,2,0,1,0,0
"POINT (9.740117350000048 52.302021818000071)",Unfall 9527 (2018) Kat:3, Licht: 2,9527,3,2,6,01,18,3,1,2,0,1,1,0
"POINT (9.911095636000027 52.357435648000035)",Unfall 9529 (2018) Kat:3, Licht: 2,9529,3,3,5,01,17,3,1,2,0,1,0,0
"POINT (9.716863877000037 52.440689776000056)",Unfall 9532 (2018) Kat:3, Licht: 2,9532,3,6,2,01,17,3,0,2,0,1,0,0
"POINT (9.788365744000032 52.455626221000045)",Unfall 9535 (2018) Kat:3, Licht: 2,9535,3,4,6,01,07,3,0,2,0,1,1,0
"POINT (9.733380812000064 52.417807815000060)",Unfall 9536 (2018) Kat:3, Licht: 2,9536,3,3,5,01,07,2,0,2,1,1,0,0
"POINT (10.104100439000035 52.364214982000078)",Unfall 9537 (2018) Kat:2, Licht: 2,9537,2,6,2,01,05,3,0,2,0,0,0,0
"POINT (9.781688735000046 52.424946651000027)",Unfall 9563 (2018) Kat:3, Licht: 0,9563,3,2,6,01,12,6,0,0,0,1,1,0
"POINT (9.622990705000063 52.311446990000036)",Unfall 9566 (2018) Kat:3, Licht: 2,9566,3,7,0,01,17,7,0,2,1,0,0,0
"POINT (9.687833549000061 52.553818991000071)",Unfall 9588 (2018) Kat:3, Licht: 0,9588,3,1,0,01,14,2,0,0,1,0,0,0
"POINT (9.697191314000065 52.374988169000062)",Unfall 9590 (2018) Kat:3, Licht: 2,9590,3,4,6,01,18,1,0,2,0,1,1,0
"POINT (9.730213768000056 52.368958507000059)",Unfall 9638 (2018) Kat:3, Licht: 2,9638,3,3,5,01,18,2,0,2,1,1,0,0
"POINT (9.697724344000051 52.377160806000063)",Unfall 9640 (2018) Kat:3, Licht: 0,9640,3,6,2,01,13,2,0,0,0,1,0,0
"POINT (9.429267911000068 52.427460149000069)",Unfall 9641 (2018) Kat:3, Licht: 0,9641,3,2,4,01,15,2,0,0,1,1,0,0
"POINT (9.793223648000037 52.351734586000077)",Unfall 9643 (2018) Kat:2, Licht: 1,9643,2,6,2,01,07,6,1,1,0,1,0,0
"POINT (9.427487507000024 52.431114648000062)",Unfall 9644 (2018) Kat:3, Licht: 0,9644,3,2,6,01,08,2,0,0,0,1,1,0
"POINT (9.443761365000057 52.504567072000043)",Unfall 9646 (2018) Kat:3, Licht: 0,9646,3,7,6,01,12,2,0,0,0,1,1,0
"POINT (9.800109616000043 52.426448424000057)",Unfall 9647 (2018) Kat:2, Licht: 0,9647,2,1,0,01,15,7,0,0,1,0,0,0
"POINT (10.136495929000034 52.460007438000048)",Unfall 9648 (2018) Kat:3, Licht: 0,9648,3,6,2,01,11,2,0,0,0,1,0,0
"POINT (9.822208363000073 52.406287949000046)",Unfall 9650 (2018) Kat:3, Licht: 0,9650,3,6,2,01,15,2,0,0,0,1,0,0
"POINT (10.104287685000031 52.364195229000075)",Unfall 9652 (2018) Kat:1, Licht: 2,9652,1,6,2,01,07,2,0,2,0,1,0,0
"POINT (9.793891697000049 52.194093169000041)",Unfall 9653 (2018) Kat:3, Licht: 1,9653,3,1,8,01,16,1,0,1,0,1,0,0
"POINT (9.666817160000051 52.339135770000041)",Unfall 9654 (2018) Kat:2, Licht: 1,9654,2,2,6,01,08,2,0,1,0,1,1,0
"POINT (9.606595195000068 52.571941772000059)",Unfall 9659 (2018) Kat:3, Licht: 0,9659,3,2,2,01,14,6,1,0,0,1,0,0
"POINT (9.817845421000072 52.311341177000031)",Unfall 9668 (2018) Kat:3, Licht: 1,9668,3,6,2,01,07,5,1,1,0,1,0,0
"POINT (9.590395677000061 52.396957610000072)",Unfall 9684 (2018) Kat:3, Licht: 1,9684,3,5,1,01,16,6,1,1,0,1,0,0
"POINT (9.948670832000062 52.454640452000035)",Unfall 9695 (2018) Kat:3, Licht: 0,9695,3,6,2,01,12,6,1,0,0,1,0,0
"POINT (9.474238792000051 52.389282566000077)",Unfall 9729 (2018) Kat:2, Licht: 0,9729,2,2,4,01,10,4,1,0,0,1,0,0
"POINT (9.733765456000072 52.472779281000044)",Unfall 9731 (2018) Kat:3, Licht: 2,9731,3,1,0,01,22,4,1,2,1,0,0,0
"POINT (9.957470527000055 52.390472895000073)",Unfall 9732 (2018) Kat:3, Licht: 0,9732,3,6,2,01,14,4,1,0,0,0,0,0
"POINT (9.733617405000075 52.427244264000080)",Unfall 9736 (2018) Kat:3, Licht: 0,9736,3,6,3,01,15,4,1,0,0,1,0,0
"POINT (9.444991938000044 52.525555399000041)",Unfall 9737 (2018) Kat:3, Licht: 2,9737,3,1,8,01,06,6,2,2,0,1,0,0
"POINT (9.613234455000054 52.421739939000076)",Unfall 9747 (2018) Kat:3, Licht: 0,9747,3,6,2,01,16,6,0,0,0,1,0,0
"POINT (9.709831524000038 52.407332623000059)",Unfall 9751 (2018) Kat:3, Licht: 2,9751,3,3,5,01,17,7,0,2,1,0,0,0
"POINT (9.947502888000031 52.476869393000072)",Unfall 9793 (2018) Kat:3, Licht: 1,9793,3,1,9,01,07,6,2,1,0,1,0,0
"POINT (9.709498033000045 52.346767433000082)",Unfall 9796 (2018) Kat:3, Licht: 0,9796,3,6,2,01,07,6,1,0,0,1,0,0
"POINT (9.914784249000036 52.395443105000027)",Unfall 9805 (2018) Kat:1, Licht: 0,9805,1,6,2,01,10,6,1,0,0,1,0,0
"POINT (9.722203983000043 52.378352025000027)",Unfall 9826 (2018) Kat:3, Licht: 1,9826,3,6,2,01,17,5,1,1,0,1,0,0
"POINT (9.715232032000074 52.378120763000027)",Unfall 9833 (2018) Kat:3, Licht: 2,9833,3,6,2,01,17,5,1,2,0,1,0,0
"POINT (9.636019571000077 52.331596724000065)",Unfall 9837 (2018) Kat:3, Licht: 2,9837,3,2,6,01,18,5,1,2,0,1,1,0
"POINT (9.725522652000052 52.322454545000028)",Unfall 9844 (2018) Kat:3, Licht: 0,9844,3,6,2,01,11,5,1,0,0,1,0,0
"POINT (9.464083778000031 52.524258378000070)",Unfall 9848 (2018) Kat:3, Licht: 0,9848,3,1,4,01,18,5,1,0,0,1,0,0
"POINT (9.577822302000072 52.458624691000068)",Unfall 9852 (2018) Kat:3, Licht: 0,9852,3,4,6,01,12,5,1,0,0,1,1,0
"POINT (9.444991938000044 52.525555399000041)",Unfall 9853 (2018) Kat:3, Licht: 2,9853,3,1,9,01,06,6,2,2,0,1,0,0
"POINT (10.102594237000062 52.393702987000040)",Unfall 9859 (2018) Kat:3, Licht: 0,9859,3,6,2,01,14,5,1,0,0,1,0,0
"POINT (9.732690506000040 52.436152716000038)",Unfall 9863 (2018) Kat:3, Licht: 2,9863,3,2,6,01,07,5,1,2,0,1,1,0
"POINT (9.850853484000027 52.478069747000063)",Unfall 9868 (2018) Kat:3, Licht: 2,9868,3,1,9,01,22,5,1,2,0,1,0,0
"POINT (10.065764070000057 52.469954911000059)",Unfall 9869 (2018) Kat:3, Licht: 2,9869,3,1,9,01,05,6,2,2,0,1,0,0
"POINT (9.827247338000063 52.346278014000063)",Unfall 9873 (2018) Kat:3, Licht: 2,9873,3,2,5,01,18,7,0,2,0,1,1,0
"POINT (9.879068217000054 52.311400644000059)",Unfall 9875 (2018) Kat:2, Licht: 2,9875,2,7,0,01,15,5,1,2,0,1,0,0
"POINT (9.733198186000038 52.419148841000037)",Unfall 9887 (2018) Kat:3, Licht: 0,9887,3,3,5,01,12,5,1,0,1,1,0,0
"POINT (9.847054507000053 52.412744735000047)",Unfall 9895 (2018) Kat:3, Licht: 0,9895,3,6,2,01,11,5,1,0,0,1,0,0
"POINT (9.872474011000065 52.310668963000069)",Unfall 9899 (2018) Kat:3, Licht: 2,9899,3,2,5,01,07,5,1,2,0,1,0,0
"POINT (9.709498033000045 52.346767433000082)",Unfall 9900 (2018) Kat:3, Licht: 0,9900,3,6,2,01,07,6,1,0,0,1,0,0
"POINT (9.753771380000046 52.370023268000068)",Unfall 9908 (2018) Kat:3, Licht: 0,9908,3,6,2,01,10,3,1,0,0,1,0,0
"POINT (9.757066703000021 52.334432872000036)",Unfall 9911 (2018) Kat:3, Licht: 0,9911,3,6,2,01,07,3,1,0,0,1,0,0
"POINT (9.752392638000060 52.547376981000070)",Unfall 9912 (2018) Kat:3, Licht: 2,9912,3,1,4,01,06,6,2,2,0,1,0,0
"POINT (9.727144908000071 52.381157227000074)",Unfall 9913 (2018) Kat:3, Licht: 2,9913,3,2,6,01,07,3,1,2,0,1,1,0
"POINT (9.531482033000032 52.465084114000035)",Unfall 9915 (2018) Kat:3, Licht: 2,9915,3,1,3,01,07,3,2,2,0,1,0,0
"POINT (10.172482858000023 52.419420270000046)",Unfall 9917 (2018) Kat:3, Licht: 2,9917,3,3,5,01,06,3,1,2,0,1,0,0
"POINT (10.035336644000040 52.378324034000059)",Unfall 9922 (2018) Kat:3, Licht: 0,9922,3,6,2,01,15,6,1,0,0,1,0,0
"POINT (9.498547277000057 52.402821786000061)",Unfall 9946 (2018) Kat:3, Licht: 0,9946,3,6,2,01,11,3,0,0,0,1,0,0
"POINT (10.027457406000053 52.523187416000042)",Unfall 9952 (2018) Kat:2, Licht: 2,9952,2,3,5,01,17,6,0,2,0,1,0,1
"POINT (9.588924036000037 52.395677916000068)",Unfall 9953 (2018) Kat:3, Licht: 2,9953,3,2,5,01,18,2,1,2,1,1,0,0
"POINT (9.576125145000049 52.423164251000060)",Unfall 9968 (2018) Kat:3, Licht: 0,9968,3,6,2,01,13,2,0,0,0,1,0,0
"POINT (9.850795979000054 52.322202041000082)",Unfall 9971 (2018) Kat:3, Licht: 2,9971,3,1,8,01,07,3,1,2,0,1,0,0
"POINT (9.881392305000077 52.435603793000041)",Unfall 9976 (2018) Kat:3, Licht: 2,9976,3,6,2,01,16,3,0,2,0,1,0,0
"POINT (10.036793995000039 52.377912152000079)",Unfall 9980 (2018) Kat:3, Licht: 2,9980,3,6,2,01,18,3,0,2,0,1,0,0
"POINT (9.729175027000053 52.491680264000081)",Unfall 9983 (2018) Kat:2, Licht: 2,9983,2,2,5,01,07,3,1,2,0,1,0,0
"POINT (10.021123806000048 52.457637150000039)",Unfall 9984 (2018) Kat:3, Licht: 1,9984,3,6,2,01,07,4,1,1,0,1,0,0
"POINT (9.787788537000040 52.355491748000077)",Unfall 9986 (2018) Kat:3, Licht: 2,9986,3,6,2,01,06,3,1,2,0,1,0,0
"POINT (9.651368395000077 52.424723850000078)",Unfall 9996 (2018) Kat:3, Licht: 0,9996,3,6,2,01,15,3,0,0,0,1,0,0
"POINT (9.618821966000041 52.470159663000061)",Unfall 10016 (2018) Kat:3, Licht: 2,10016,3,6,6,01,20,2,1,2,0,1,1,0
"POINT (9.611534783000025 52.435586063000073)",Unfall 10055 (2018) Kat:3, Licht: 0,10055,3,7,0,01,10,7,0,0,0,0,0,0
"POINT (9.771376362000069 52.335021223000069)",Unfall 10064 (2018) Kat:2, Licht: 0,10064,2,4,6,01,12,3,0,0,0,1,1,0
"POINT (9.449739799000042 52.426335253000047)",Unfall 10079 (2018) Kat:2, Licht: 0,10079,2,7,0,01,10,7,1,0,1,0,0,0
"POINT (9.854132872000037 52.390420123000069)",Unfall 10092 (2018) Kat:3, Licht: 0,10092,3,2,5,01,11,2,0,0,1,1,0,0
"POINT (9.721685636000075 52.327411000000041)",Unfall 10095 (2018) Kat:3, Licht: 2,10095,3,7,0,01,20,1,1,2,1,0,0,0
"POINT (9.734015913000064 52.387059292000060)",Unfall 10107 (2018) Kat:3, Licht: 1,10107,3,2,5,01,17,5,0,1,0,1,0,0
"POINT (9.508295275000023 52.300898866000068)",Unfall 10111 (2018) Kat:3, Licht: 0,10111,3,1,0,01,10,2,0,0,0,1,0,0
"POINT (9.656473634000065 52.169829791000041)",Unfall 10121 (2018) Kat:3, Licht: 0,10121,3,3,5,01,11,5,0,0,0,1,0,0
"POINT (10.103182304000029 52.457898459000035)",Unfall 10126 (2018) Kat:3, Licht: 2,10126,3,6,2,01,17,4,0,2,1,1,0,0
"POINT (9.599961989000065 52.435239738000064)",Unfall 10127 (2018) Kat:2, Licht: 2,10127,2,3,5,01,18,7,0,2,0,1,0,0
"POINT (9.492743555000061 52.319896424000035)",Unfall 10137 (2018) Kat:2, Licht: 2,10137,2,3,5,01,06,2,1,2,0,1,0,0
"POINT (9.607029475000047 52.311437725000076)",Unfall 10139 (2018) Kat:3, Licht: 0,10139,3,4,6,01,15,3,0,0,0,1,1,0
"POINT (9.633272382000030 52.492654236000078)",Unfall 10140 (2018) Kat:3, Licht: 1,10140,3,6,2,01,16,2,1,1,0,1,0,0
"POINT (9.818630207000069 52.410279195000044)",Unfall 10141 (2018) Kat:3, Licht: 0,10141,3,2,3,01,13,4,0,0,0,1,0,0
"POINT (9.897440264000068 52.397249711000029)",Unfall 10146 (2018) Kat:3, Licht: 0,10146,3,6,2,01,14,5,0,0,0,0,0,0
"POINT (10.025973952000072 52.380987843000071)",Unfall 10147 (2018) Kat:3, Licht: 2,10147,3,6,2,01,05,2,1,2,0,1,0,0
"POINT (10.014172892000033 52.287476978000029)",Unfall 10152 (2018) Kat:2, Licht: 0,10152,2,1,4,01,14,5,1,0,0,1,0,0
"POINT (9.754110451000031 52.311323690000052)",Unfall 10155 (2018) Kat:2, Licht: 0,10155,2,3,5,01,07,3,0,0,1,1,0,0
"POINT (9.746319642000060 52.365816404000043)",Unfall 10160 (2018) Kat:3, Licht: 0,10160,3,2,5,01,10,5,0,0,1,1,0,0
"POINT (10.028764504000037 52.380188473000032)",Unfall 10162 (2018) Kat:3, Licht: 0,10162,3,6,2,01,14,6,0,0,0,1,0,0
"POINT (9.589435968000032 52.439262574000054)",Unfall 10163 (2018) Kat:3, Licht: 2,10163,3,2,2,01,18,2,1,2,0,1,0,0
"POINT (9.782288355000048 52.324939567000058)",Unfall 10167 (2018) Kat:1, Licht: 2,10167,1,7,0,01,03,1,1,2,0,0,1,0
"POINT (9.871740016000047 52.308504568000046)",Unfall 10182 (2018) Kat:3, Licht: 0,10182,3,6,3,01,09,2,0,0,0,1,0,0
"POINT (10.033686090000060 52.378792034000071)",Unfall 10213 (2018) Kat:3, Licht: 0,10213,3,6,2,01,13,3,0,0,0,1,0,0
"POINT (9.836422920000075 52.421371484000076)",Unfall 10217 (2018) Kat:3, Licht: 0,10217,3,6,2,01,09,4,0,0,0,1,0,0
"POINT (9.928414092000025 52.344212127000048)",Unfall 10226 (2018) Kat:3, Licht: 0,10226,3,6,2,01,14,7,1,0,0,1,0,0
"POINT (9.727211510000075 52.591683341000078)",Unfall 10235 (2018) Kat:2, Licht: 0,10235,2,6,4,01,15,2,1,0,0,1,0,0
"POINT (9.900170499000069 52.392204873000026)",Unfall 10242 (2018) Kat:3, Licht: 2,10242,3,6,3,01,18,1,1,2,0,1,0,0
"POINT (9.608030791000033 52.289988198000060)",Unfall 10246 (2018) Kat:3, Licht: 0,10246,3,3,5,01,16,1,1,0,0,1,0,0
"POINT (9.941301853000027 52.392440057000044)",Unfall 10250 (2018) Kat:3, Licht: 1,10250,3,6,2,01,16,1,0,1,0,0,0,0
"POINT (9.652477648000058 52.424937319000037)",Unfall 10253 (2018) Kat:2, Licht: 0,10253,2,7,2,01,08,1,0,0,0,1,0,0
"POINT (9.465054128000077 52.398188791000052)",Unfall 10271 (2018) Kat:3, Licht: 0,10271,3,3,5,01,10,4,1,0,0,1,0,0
"POINT (9.857611674000054 52.407658288000050)",Unfall 10272 (2018) Kat:3, Licht: 2,10272,3,6,3,01,23,7,1,2,0,1,0,0
"POINT (9.771781291000025 52.342960255000037)",Unfall 10283 (2018) Kat:3, Licht: 0,10283,3,6,3,01,08,3,0,0,0,1,0,0
"POINT (10.028133098000069 52.380369350000080)",Unfall 10285 (2018) Kat:3, Licht: 2,10285,3,6,2,01,17,4,0,2,0,1,0,0
"POINT (9.973972445000072 52.372590523000042)",Unfall 10295 (2018) Kat:3, Licht: 0,10295,3,5,2,01,12,7,1,0,0,1,0,0
"POINT (9.782836957000029 52.324309851000066)",Unfall 10301 (2018) Kat:2, Licht: 0,10301,2,4,6,02,10,3,0,0,0,1,1,0
"POINT (9.698513196000022 52.417212481000035)",Unfall 10340 (2018) Kat:3, Licht: 0,10340,3,6,2,02,15,4,0,0,0,1,0,0
"POINT (9.746445176000066 52.213606336000055)",Unfall 10341 (2018) Kat:3, Licht: 2,10341,3,1,8,02,23,7,1,2,0,1,0,0
"POINT (9.970478498000034 52.314985967000041)",Unfall 10411 (2018) Kat:2, Licht: 2,10411,2,3,5,02,18,4,0,2,1,1,0,0
"POINT (9.723012200000028 52.358073056000080)",Unfall 10433 (2018) Kat:3, Licht: 0,10433,3,6,2,02,13,5,0,0,0,1,0,0
"POINT (9.693000516000041 52.335663022000062)",Unfall 10437 (2018) Kat:3, Licht: 1,10437,3,1,4,02,07,5,2,1,0,1,0,0
"POINT (9.719910027000026 52.367996995000055)",Unfall 10442 (2018) Kat:3, Licht: 2,10442,3,1,0,02,20,5,1,2,1,0,0,0
"POINT (9.563697331000071 52.309298294000030)",Unfall 10443 (2018) Kat:3, Licht: 2,10443,3,1,9,02,18,5,1,2,0,1,0,0
"POINT (9.717554685000039 52.396098357000028)",Unfall 10444 (2018) Kat:3, Licht: 2,10444,3,3,5,02,00,6,0,2,0,1,0,0
"POINT (9.682472421000057 52.297660046000033)",Unfall 10445 (2018) Kat:3, Licht: 1,10445,3,1,9,02,07,5,2,1,0,1,0,0
"POINT (9.937601643000050 52.445090197000070)",Unfall 10447 (2018) Kat:3, Licht: 0,10447,3,6,2,02,14,3,0,0,0,1,0,0
"POINT (9.388808459000074 52.538994125000045)",Unfall 10448 (2018) Kat:3, Licht: 2,10448,3,6,2,02,05,5,2,2,0,1,0,0
"POINT (9.541946679000034 52.422600273000057)",Unfall 10450 (2018) Kat:3, Licht: 2,10450,3,1,8,02,06,5,2,2,0,1,0,0
"POINT (9.529655285000047 52.445411360000037)",Unfall 10452 (2018) Kat:3, Licht: 1,10452,3,1,9,02,06,5,2,1,0,1,0,0
"POINT (9.598785032000023 52.394588200000044)",Unfall 10453 (2018) Kat:3, Licht: 0,10453,3,6,2,02,10,6,1,0,0,1,0,0
"POINT (9.859599114000048 52.495532799000046)",Unfall 10456 (2018) Kat:3, Licht: 0,10456,3,4,0,02,11,5,0,0,0,1,1,0
"POINT (9.946529971000075 52.441482159000032)",Unfall 10458 (2018) Kat:3, Licht: 2,10458,3,1,8,02,05,5,2,2,0,0,0,0
"POINT (9.798718727000050 52.431007750000049)",Unfall 10461 (2018) Kat:3, Licht: 0,10461,3,6,2,02,15,5,0,0,0,1,0,0
"POINT (9.731546929000047 52.522097386000041)",Unfall 10462 (2018) Kat:2, Licht: 0,10462,2,1,8,02,11,5,0,0,0,1,0,0
"POINT (9.911089791000052 52.357432490000065)",Unfall 10463 (2018) Kat:3, Licht: 2,10463,3,2,4,02,06,6,1,2,0,1,0,0
"POINT (9.763023931000021 52.336714125000071)",Unfall 10464 (2018) Kat:3, Licht: 0,10464,3,3,5,02,11,5,1,0,0,1,0,0
"POINT (9.580818637000050 52.423526608000032)",Unfall 10467 (2018) Kat:3, Licht: 1,10467,3,6,3,02,17,6,1,1,0,1,0,0
"POINT (9.715124641000045 52.361408105000066)",Unfall 10468 (2018) Kat:3, Licht: 0,10468,3,6,2,02,07,4,2,0,0,1,0,0
"POINT (9.640724364000050 52.472914333000062)",Unfall 10469 (2018) Kat:3, Licht: 0,10469,3,7,1,02,11,7,0,0,0,1,0,0
"POINT (9.465278837000028 52.520139920000076)",Unfall 10481 (2018) Kat:1, Licht: 0,10481,1,6,4,02,10,6,1,0,0,1,0,0
"POINT (9.719071795000048 52.440343082000027)",Unfall 10498 (2018) Kat:3, Licht: 2,10498,3,3,5,02,19,1,1,2,0,1,0,0
"POINT (9.733922141000051 52.545660216000044)",Unfall 10520 (2018) Kat:2, Licht: 0,10520,2,2,6,02,09,3,1,0,0,1,1,0
