WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (8.622532226000033 52.003147585000079)","Unfall 95604 (2019) Kat:3, Licht: 2","95604","3","1","8","01","00","3","1","2","0","1","0","0"
"POINT (8.542731763000063 52.016416528000036)","Unfall 95773 (2019) Kat:3, Licht: 1","95773","3","2","5","01","16","3","1","1","0","1","0","0"
"POINT (8.556117692000044 52.062705377000043)","Unfall 95982 (2019) Kat:2, Licht: 0","95982","2","3","5","01","13","4","0","0","0","1","0","0"
"POINT (8.601270616000022 52.058964080000067)","Unfall 96104 (2019) Kat:3, Licht: 2","96104","3","6","1","01","18","7","1","2","0","1","0","0"
"POINT (8.600833773000034 52.058663002000060)","Unfall 96105 (2019) Kat:3, Licht: 2","96105","3","6","2","01","16","7","1","2","0","1","0","0"
"POINT (8.479338823000035 51.996914054000058)","Unfall 96270 (2019) Kat:3, Licht: 0","96270","3","4","6","01","11","5","1","0","0","1","1","0"
"POINT (8.567526836000070 51.940224586000056)","Unfall 96271 (2019) Kat:3, Licht: 1","96271","3","6","2","01","07","5","1","1","0","1","0","0"
"POINT (8.572503197000060 52.011145167000052)","Unfall 96272 (2019) Kat:2, Licht: 2","96272","2","4","6","01","06","5","1","2","0","1","1","0"
"POINT (8.484541859000046 51.979909574000033)","Unfall 96320 (2019) Kat:3, Licht: 0","96320","3","6","2","01","12","4","0","0","0","1","0","0"
"POINT (8.561536386000057 52.034244920000049)","Unfall 96322 (2019) Kat:2, Licht: 0","96322","2","2","6","01","14","4","0","0","0","1","1","0"
"POINT (8.627231347000077 51.991818112000033)","Unfall 96421 (2019) Kat:3, Licht: 0","96421","3","6","1","01","15","3","1","0","0","1","0","0"
"POINT (8.520139674000063 52.016153949000056)","Unfall 96422 (2019) Kat:3, Licht: 0","96422","3","1","3","01","15","3","1","0","0","1","0","0"
"POINT (8.468964640000024 52.022869998000033)","Unfall 96423 (2019) Kat:3, Licht: 2","96423","3","2","6","01","17","3","1","2","0","1","1","0"
"POINT (8.552749091000067 51.941980243000046)","Unfall 96563 (2019) Kat:3, Licht: 0","96563","3","3","3","01","09","2","1","0","0","1","0","0"
"POINT (8.552693487000056 52.023973095000031)","Unfall 96697 (2019) Kat:3, Licht: 2","96697","3","2","4","01","16","6","1","2","1","1","0","0"
"POINT (8.551272797000024 52.005838434000054)","Unfall 96789 (2019) Kat:3, Licht: 2","96789","3","6","2","01","17","5","0","2","0","1","0","1"
"POINT (8.599807181000074 52.057968169000048)","Unfall 96790 (2019) Kat:3, Licht: 2","96790","3","6","2","01","17","5","0","2","0","1","0","0"
"POINT (8.459828176000031 51.967182835000074)","Unfall 96985 (2019) Kat:3, Licht: 0","96985","3","6","1","01","13","2","1","0","0","1","0","0"
"POINT (8.605349655000055 52.040809577000061)","Unfall 96986 (2019) Kat:3, Licht: 2","96986","3","2","5","01","18","2","1","2","0","1","0","0"
"POINT (8.559115496000061 51.964640317000033)","Unfall 97049 (2019) Kat:3, Licht: 2","97049","3","6","2","01","17","1","1","2","0","1","0","0"
"POINT (8.518845639000062 52.015374518000044)","Unfall 97137 (2019) Kat:2, Licht: 0","97137","2","1","8","01","10","7","1","0","0","1","0","0"
"POINT (8.521887588000027 52.026100673000030)","Unfall 97245 (2019) Kat:3, Licht: 0","97245","3","2","5","01","13","5","1","0","1","1","0","0"
"POINT (8.602684382000064 52.026635345000045)","Unfall 97333 (2019) Kat:3, Licht: 1","97333","3","3","5","01","07","4","0","1","1","1","0","0"
"POINT (8.485992102000068 52.036673943000039)","Unfall 97464 (2019) Kat:2, Licht: 0","97464","2","6","4","01","13","3","1","0","0","1","0","0"
"POINT (8.560423818000061 51.965135956000040)","Unfall 97768 (2019) Kat:2, Licht: 2","97768","2","2","4","01","17","3","0","2","0","1","0","0"
"POINT (8.473921411000049 51.996444031000067)","Unfall 97769 (2019) Kat:3, Licht: 1","97769","3","3","5","01","07","3","0","1","1","1","0","0"
"POINT (8.595087426000021 51.995854883000050)","Unfall 97773 (2019) Kat:3, Licht: 0","97773","3","7","0","01","11","3","0","0","0","1","0","0"
"POINT (8.585170066000046 52.030117666000081)","Unfall 97774 (2019) Kat:3, Licht: 0","97774","3","6","2","01","07","3","0","0","0","1","0","0"
"POINT (8.612468390000061 52.038596024000071)","Unfall 97776 (2019) Kat:3, Licht: 2","97776","3","6","2","01","06","3","1","2","0","1","0","0"
"POINT (8.543858388000047 52.041018509000082)","Unfall 97779 (2019) Kat:3, Licht: 2","97779","3","6","2","01","19","3","0","2","0","1","0","0"
"POINT (8.514024939000024 52.094334779000064)","Unfall 97814 (2019) Kat:3, Licht: 1","97814","3","2","6","01","17","6","0","1","0","1","1","0"
"POINT (8.512381576000053 51.931464263000066)","Unfall 97844 (2019) Kat:3, Licht: 0","97844","3","3","5","01","11","6","0","0","0","1","0","0"
"POINT (8.526152628000034 52.019273047000070)","Unfall 97845 (2019) Kat:3, Licht: 1","97845","3","3","5","01","16","6","0","1","1","1","0","0"
"POINT (8.609126049000054 52.068904254000074)","Unfall 97846 (2019) Kat:2, Licht: 0","97846","2","7","9","01","11","6","0","0","0","1","0","0"
"POINT (8.493884034000075 51.968311198000038)","Unfall 97932 (2019) Kat:3, Licht: 1","97932","3","6","1","01","07","5","0","1","0","1","0","0"
"POINT (8.548711228000059 52.006938032000050)","Unfall 98032 (2019) Kat:3, Licht: 0","98032","3","3","5","01","09","4","0","0","0","1","0","0"
"POINT (8.447002896000072 51.957964863000029)","Unfall 98064 (2019) Kat:2, Licht: 0","98064","2","3","5","01","13","7","1","0","0","1","0","0"
"POINT (8.584844913000040 51.926248543000042)","Unfall 98068 (2019) Kat:3, Licht: 2","98068","3","7","9","01","06","4","0","2","0","1","0","0"
"POINT (8.525187813000059 51.979451521000044)","Unfall 98368 (2019) Kat:3, Licht: 0","98368","3","3","5","01","16","3","1","0","0","1","0","0"
"POINT (8.445846423000035 51.969955645000027)","Unfall 98371 (2019) Kat:3, Licht: 2","98371","3","1","8","01","01","3","1","2","0","1","0","0"
"POINT (8.552692178000029 52.023987998000052)","Unfall 98372 (2019) Kat:3, Licht: 2","98372","3","3","5","01","17","3","0","2","1","1","0","0"
"POINT (8.527863935000028 52.021989502000054)","Unfall 98546 (2019) Kat:2, Licht: 0","98546","2","6","3","01","16","2","1","0","1","0","0","0"
"POINT (8.609229014000050 52.033189301000050)","Unfall 98548 (2019) Kat:3, Licht: 0","98548","3","4","6","01","15","2","1","0","0","1","1","0"
"POINT (8.507949100000076 52.102834609000070)","Unfall 98551 (2019) Kat:3, Licht: 2","98551","3","1","8","01","23","2","2","2","0","1","0","0"
"POINT (8.639223670000035 52.032570715000077)","Unfall 98566 (2019) Kat:2, Licht: 2","98566","2","1","9","01","21","5","0","2","0","1","0","0"
"POINT (8.464016896000032 51.986187067000060)","Unfall 98862 (2019) Kat:2, Licht: 0","98862","2","1","8","02","13","4","0","0","0","1","0","0"
"POINT (8.493508722000058 51.999329489000047)","Unfall 98865 (2019) Kat:3, Licht: 0","98865","3","6","2","02","11","4","0","0","0","1","0","0"
"POINT (8.521006978000060 52.050806044000069)","Unfall 98867 (2019) Kat:3, Licht: 0","98867","3","6","2","02","12","4","0","0","0","1","0","0"
"POINT (8.529520932000025 52.016596000000050)","Unfall 98877 (2019) Kat:3, Licht: 0","98877","3","7","0","02","13","7","1","0","0","1","1","0"
"POINT (8.551445370000067 51.942249411000034)","Unfall 98916 (2019) Kat:3, Licht: 2","98916","3","7","9","02","05","7","0","2","0","1","0","0"
"POINT (8.530639267000026 51.954655370000069)","Unfall 99035 (2019) Kat:3, Licht: 0","99035","3","1","1","02","15","6","0","0","1","1","0","0"
"POINT (8.610369991000027 52.033364986000038)","Unfall 99036 (2019) Kat:3, Licht: 2","99036","3","2","6","02","18","6","1","2","0","1","1","0"
"POINT (8.522689461000027 52.044635800000037)","Unfall 99047 (2019) Kat:2, Licht: 2","99047","2","3","5","02","07","3","1","2","1","1","0","0"
"POINT (8.605349655000055 52.040809577000061)","Unfall 99372 (2019) Kat:3, Licht: 0","99372","3","7","5","02","12","6","1","0","0","1","0","0"
"POINT (8.555265808000058 51.996600484000055)","Unfall 99375 (2019) Kat:3, Licht: 0","99375","3","6","3","02","10","6","1","0","0","1","0","1"
"POINT (8.548992967000061 52.006379732000028)","Unfall 99457 (2019) Kat:3, Licht: 0","99457","3","6","1","02","13","2","0","0","0","1","0","0"
"POINT (8.527400544000045 52.022385268000050)","Unfall 99587 (2019) Kat:2, Licht: 0","99587","2","4","6","02","16","2","0","0","0","1","1","0"
"POINT (8.551288801000055 52.057298900000035)","Unfall 99692 (2019) Kat:3, Licht: 0","99692","3","3","5","02","11","6","0","0","0","1","0","0"
"POINT (8.464224818000048 52.039561260000028)","Unfall 99695 (2019) Kat:3, Licht: 1","99695","3","3","5","02","07","6","0","1","1","1","0","0"
"POINT (8.594610976000070 51.964493237000056)","Unfall 99843 (2019) Kat:3, Licht: 2","99843","3","1","9","02","05","1","0","2","0","1","0","0"
"POINT (8.602129778000062 52.036524677000045)","Unfall 99982 (2019) Kat:3, Licht: 0","99982","3","6","2","02","13","7","0","0","0","1","0","0"
"POINT (8.633767275000025 52.018708722000042)","Unfall 100031 (2019) Kat:3, Licht: 2","100031","3","7","2","02","00","7","0","2","0","1","0","0"
"POINT (8.501435901000036 51.982022524000058)","Unfall 100226 (2019) Kat:3, Licht: 0","100226","3","3","5","02","15","3","0","0","0","1","0","0"
"POINT (8.602389355000071 51.933855606000066)","Unfall 100227 (2019) Kat:3, Licht: 0","100227","3","3","5","02","07","3","0","0","1","1","0","0"
"POINT (8.511424387000034 51.985300680000080)","Unfall 100228 (2019) Kat:3, Licht: 0","100228","3","3","5","02","07","3","0","0","0","1","0","0"
"POINT (8.558639949000053 52.002667879000057)","Unfall 100229 (2019) Kat:3, Licht: 2","100229","3","6","2","02","06","3","1","2","0","1","0","0"
"POINT (8.580844832000025 52.045736806000036)","Unfall 100230 (2019) Kat:3, Licht: 2","100230","3","6","2","02","21","3","0","2","0","1","0","0"
"POINT (8.607788819000064 52.069266863000053)","Unfall 100231 (2019) Kat:3, Licht: 2","100231","3","3","1","02","17","3","0","2","0","1","0","0"
"POINT (8.432528108000042 51.978527827000050)","Unfall 100476 (2019) Kat:1, Licht: 0","100476","1","6","2","02","14","1","0","0","0","1","0","1"
"POINT (8.543969490000052 52.042026617000033)","Unfall 100485 (2019) Kat:3, Licht: 0","100485","3","6","2","02","13","1","0","0","0","1","0","0"
"POINT (8.509183471000029 51.976436780000029)","Unfall 100505 (2019) Kat:2, Licht: 2","100505","2","2","5","02","18","6","0","2","1","1","0","0"
"POINT (8.541957156000024 52.013449768000044)","Unfall 100506 (2019) Kat:3, Licht: 0","100506","3","2","4","02","11","6","1","0","0","1","0","0"
"POINT (8.518652630000076 52.063542206000079)","Unfall 100507 (2019) Kat:3, Licht: 0","100507","3","6","2","02","08","6","1","0","0","1","0","0"
"POINT (8.526950520000071 51.953045722000070)","Unfall 100611 (2019) Kat:3, Licht: 0","100611","3","2","5","02","07","5","0","0","1","1","0","0"
"POINT (8.548402597000063 52.024098216000027)","Unfall 100612 (2019) Kat:3, Licht: 0","100612","3","6","1","02","09","5","0","0","0","1","0","0"
"POINT (8.506982409000045 52.059433295000076)","Unfall 100613 (2019) Kat:3, Licht: 0","100613","3","6","1","02","08","5","0","0","0","1","0","0"
"POINT (8.544272327000044 52.043189772000062)","Unfall 100614 (2019) Kat:3, Licht: 0","100614","3","2","5","02","16","5","0","0","0","1","0","1"
"POINT (8.517792330000077 52.016031140000052)","Unfall 100691 (2019) Kat:2, Licht: 1","100691","2","3","5","02","17","3","0","1","0","1","0","0"
"POINT (8.607505819000039 51.990618208000058)","Unfall 100693 (2019) Kat:3, Licht: 0","100693","3","3","5","02","07","3","0","0","0","1","0","0"
"POINT (8.545203351000055 52.015804843000069)","Unfall 100694 (2019) Kat:2, Licht: 0","100694","2","4","6","02","09","3","0","0","0","0","1","0"
"POINT (8.601087848000077 52.058836073000066)","Unfall 100696 (2019) Kat:3, Licht: 0","100696","3","6","2","02","13","3","0","0","0","1","0","0"
"POINT (8.513812172000030 52.096088922000035)","Unfall 100813 (2019) Kat:2, Licht: 2","100813","2","7","6","02","18","4","0","2","0","1","1","0"
"POINT (8.604016853000076 51.993767666000053)","Unfall 100866 (2019) Kat:2, Licht: 0","100866","2","2","6","02","09","2","0","0","0","1","1","0"
"POINT (8.514651575000073 52.028822626000078)","Unfall 100867 (2019) Kat:3, Licht: 0","100867","3","6","6","02","15","2","0","0","1","0","1","0"
"POINT (8.546347554000022 52.040991734000045)","Unfall 100949 (2019) Kat:2, Licht: 2","100949","2","6","1","02","18","4","0","2","0","1","0","0"
"POINT (8.518330951000053 51.975672022000026)","Unfall 101020 (2019) Kat:3, Licht: 0","101020","3","7","0","03","15","6","0","0","1","0","0","0"
"POINT (8.484052374000044 51.997385192000081)","Unfall 101021 (2019) Kat:3, Licht: 0","101021","3","3","3","03","13","6","1","0","1","1","0","0"
"POINT (8.462279564000028 51.979485984000064)","Unfall 101023 (2019) Kat:3, Licht: 2","101023","3","3","5","03","01","6","1","2","1","1","0","0"
"POINT (8.528765787000054 52.029888786000072)","Unfall 101024 (2019) Kat:3, Licht: 2","101024","3","6","2","03","20","6","0","2","0","1","0","0"
"POINT (8.542311726000037 51.974974611000050)","Unfall 101176 (2019) Kat:3, Licht: 0","101176","3","2","0","02","10","5","0","0","0","1","0","0"
"POINT (8.456979172000047 51.975426781000067)","Unfall 101179 (2019) Kat:3, Licht: 2","101179","3","2","5","02","06","5","0","2","0","1","0","1"
"POINT (8.603632233000042 52.012022493000075)","Unfall 101180 (2019) Kat:3, Licht: 0","101180","3","2","6","02","17","5","0","0","0","1","1","0"
"POINT (8.545834234000040 52.029014544000063)","Unfall 101181 (2019) Kat:3, Licht: 0","101181","3","6","1","02","09","5","0","0","0","1","0","0"
"POINT (8.493326201000059 51.999348802000043)","Unfall 101259 (2019) Kat:3, Licht: 2","101259","3","2","4","03","02","1","0","2","0","1","0","0"
"POINT (8.556826495000053 51.948760066000034)","Unfall 101385 (2019) Kat:3, Licht: 0","101385","3","6","2","03","16","5","0","0","0","1","0","0"
"POINT (8.629816566000045 51.974677986000074)","Unfall 101451 (2019) Kat:3, Licht: 0","101451","3","6","1","03","13","6","1","0","0","1","0","0"
"POINT (8.572278580000045 52.040714873000070)","Unfall 101475 (2019) Kat:3, Licht: 0","101475","3","3","5","03","13","4","0","0","1","1","0","0"
"POINT (8.596792581000045 52.011789182000030)","Unfall 101693 (2019) Kat:3, Licht: 2","101693","3","3","5","03","19","2","0","2","0","1","0","0"
"POINT (8.506081538000046 52.007040305000032)","Unfall 101695 (2019) Kat:2, Licht: 0","101695","2","6","2","03","16","2","0","0","0","1","0","1"
"POINT (8.503106692000074 51.937240883000072)","Unfall 101792 (2019) Kat:2, Licht: 2","101792","2","1","8","03","22","2","1","2","0","1","0","0"
"POINT (8.607189314000038 51.997820644000058)","Unfall 101793 (2019) Kat:3, Licht: 0","101793","3","6","1","03","16","2","1","0","0","1","0","0"
"POINT (8.522586429000057 52.045216410000080)","Unfall 101794 (2019) Kat:3, Licht: 0","101794","3","3","5","03","07","2","1","0","0","1","0","0"
"POINT (8.551163974000076 52.050839563000068)","Unfall 101903 (2019) Kat:3, Licht: 0","101903","3","2","2","03","12","3","0","0","0","1","0","0"
"POINT (8.484706174000053 51.987721192000038)","Unfall 102026 (2019) Kat:3, Licht: 0","102026","3","3","5","03","17","7","1","0","0","1","0","0"
"POINT (8.516079828000045 52.080273021000039)","Unfall 102121 (2019) Kat:2, Licht: 0","102121","2","3","0","03","11","6","1","0","0","1","0","0"
"POINT (8.585959927000033 52.038482183000042)","Unfall 102214 (2019) Kat:3, Licht: 0","102214","3","6","1","03","10","5","0","0","0","1","0","0"
"POINT (8.552926369000033 52.057031177000056)","Unfall 102216 (2019) Kat:3, Licht: 2","102216","3","6","2","03","21","5","1","2","0","1","0","0"
"POINT (8.489987075000045 52.102405541000053)","Unfall 102250 (2019) Kat:2, Licht: 0","102250","2","1","9","03","08","6","1","0","0","1","0","0"
"POINT (8.527460189000067 52.031298247000052)","Unfall 102317 (2019) Kat:3, Licht: 0","102317","3","6","3","03","15","2","0","0","1","1","0","0"
"POINT (8.544228715000031 52.043147772000054)","Unfall 102354 (2019) Kat:3, Licht: 2","102354","3","3","5","03","05","6","1","2","1","1","0","0"
"POINT (8.571497623000028 51.973018560000071)","Unfall 102467 (2019) Kat:3, Licht: 1","102467","3","1","9","03","18","6","1","1","0","1","0","0"
"POINT (8.467038164000030 51.977872451000053)","Unfall 102474 (2019) Kat:2, Licht: 2","102474","2","7","8","03","20","1","1","2","0","1","0","0"
"POINT (8.572017429000027 52.001346256000033)","Unfall 102510 (2019) Kat:3, Licht: 2","102510","3","2","4","03","01","7","0","2","0","1","0","0"
"POINT (8.605356216000075 52.040810475000058)","Unfall 102557 (2019) Kat:3, Licht: 0","102557","3","3","1","03","17","5","0","0","1","0","0","0"
"POINT (8.493141009000055 51.999224097000081)","Unfall 102678 (2019) Kat:3, Licht: 2","102678","3","6","3","03","05","4","0","2","0","1","0","0"
"POINT (8.572299190000024 52.034652271000027)","Unfall 102719 (2019) Kat:3, Licht: 0","102719","3","6","1","03","11","6","0","0","0","1","0","0"
"POINT (8.477696440000045 52.056383127000061)","Unfall 102721 (2019) Kat:3, Licht: 0","102721","3","3","5","03","08","6","0","0","1","1","0","0"
"POINT (8.506662451000068 51.971046218000026)","Unfall 102861 (2019) Kat:3, Licht: 0","102861","3","6","4","03","17","3","0","0","0","1","0","0"
"POINT (8.483099728000070 52.004570854000065)","Unfall 102864 (2019) Kat:2, Licht: 0","102864","2","2","5","03","11","3","0","0","0","1","0","0"
"POINT (8.570273006000036 51.954616774000044)","Unfall 103010 (2019) Kat:2, Licht: 0","103010","2","6","2","03","15","6","0","0","0","1","0","0"
"POINT (8.507036793000054 52.097409588000062)","Unfall 103116 (2019) Kat:3, Licht: 0","103116","3","7","9","03","13","2","1","0","0","1","0","0"
"POINT (8.542311726000037 51.974974611000050)","Unfall 103123 (2019) Kat:2, Licht: 0","103123","2","2","4","03","12","5","0","0","0","1","0","1"
"POINT (8.606166119000022 52.029500846000076)","Unfall 103126 (2019) Kat:3, Licht: 0","103126","3","6","2","03","08","5","1","0","0","1","0","0"
"POINT (8.559852339000031 51.942387398000051)","Unfall 103277 (2019) Kat:2, Licht: 0","103277","2","1","8","03","18","1","0","0","0","0","0","1"
"POINT (8.486544842000058 51.988024993000067)","Unfall 103279 (2019) Kat:3, Licht: 2","103279","3","4","6","03","19","1","0","2","0","1","1","0"
"POINT (8.554337764000024 51.968038224000054)","Unfall 103280 (2019) Kat:3, Licht: 0","103280","3","3","5","03","12","1","0","0","1","1","0","0"
"POINT (8.526121418000059 52.019127422000054)","Unfall 103299 (2019) Kat:3, Licht: 0","103299","3","6","3","03","17","4","0","0","1","1","0","0"
"POINT (8.456979172000047 51.975426781000067)","Unfall 103380 (2019) Kat:3, Licht: 0","103380","3","2","5","03","18","6","0","0","0","1","0","1"
"POINT (8.557463852000069 52.033432592000054)","Unfall 103393 (2019) Kat:3, Licht: 0","103393","3","6","2","03","15","7","0","0","0","1","0","0"
"POINT (8.555630595000025 52.033177919000082)","Unfall 103469 (2019) Kat:3, Licht: 0","103469","3","3","5","03","13","3","0","0","0","1","0","0"
"POINT (8.462279564000028 51.979485984000064)","Unfall 103661 (2019) Kat:2, Licht: 0","103661","2","3","5","03","15","7","0","0","0","1","0","0"
"POINT (8.579821158000073 52.029108772000029)","Unfall 103662 (2019) Kat:3, Licht: 0","103662","3","7","6","03","12","7","0","0","0","1","1","0"
"POINT (8.477412440000023 51.979808390000073)","Unfall 103897 (2019) Kat:3, Licht: 0","103897","3","3","5","04","18","3","0","0","0","1","0","0"
"POINT (8.494103743000039 51.992319462000069)","Unfall 103899 (2019) Kat:3, Licht: 0","103899","3","4","6","04","08","3","0","0","0","0","1","0"
"POINT (8.544691973000056 51.944621533000031)","Unfall 103918 (2019) Kat:3, Licht: 0","103918","3","6","3","04","17","3","1","0","0","0","0","0"
"POINT (8.483957900000064 51.997340856000051)","Unfall 104030 (2019) Kat:3, Licht: 0","104030","3","2","3","04","09","2","0","0","1","1","0","0"
"POINT (8.551702092000028 52.032798739000043)","Unfall 104031 (2019) Kat:3, Licht: 0","104031","3","6","2","04","12","2","0","0","0","1","0","0"
"POINT (8.554745544000070 52.031061542000032)","Unfall 104033 (2019) Kat:2, Licht: 0","104033","2","6","2","04","15","2","0","0","0","1","0","0"
"POINT (8.496242702000075 51.996687127000030)","Unfall 104075 (2019) Kat:3, Licht: 0","104075","3","6","5","04","15","4","1","0","0","1","0","0"
"POINT (8.563209666000034 51.988005892000047)","Unfall 104078 (2019) Kat:1, Licht: 0","104078","1","7","9","04","14","4","1","0","0","1","0","0"
"POINT (8.526661753000042 52.023012359000063)","Unfall 104079 (2019) Kat:3, Licht: 0","104079","3","6","2","04","09","4","0","0","0","1","0","0"
"POINT (8.646430325000040 52.039185140000029)","Unfall 104081 (2019) Kat:3, Licht: 0","104081","3","6","0","04","12","2","0","0","0","1","0","0"
"POINT (8.530247815000053 51.992935348000060)","Unfall 104115 (2019) Kat:3, Licht: 2","104115","3","6","3","04","01","7","0","2","0","1","0","1"
"POINT (8.553903186000071 52.027316391000056)","Unfall 104116 (2019) Kat:3, Licht: 2","104116","3","1","0","04","22","7","0","2","1","0","0","0"
"POINT (8.537663251000026 52.057948764000059)","Unfall 104117 (2019) Kat:3, Licht: 0","104117","3","6","2","04","17","7","0","0","0","1","0","1"
"POINT (8.468964640000024 52.022869998000033)","Unfall 104118 (2019) Kat:3, Licht: 0","104118","3","6","2","04","13","7","0","0","0","1","0","0"
"POINT (8.551004995000028 51.992959640000038)","Unfall 104218 (2019) Kat:3, Licht: 0","104218","3","1","8","04","11","6","1","0","0","1","0","0"
"POINT (8.571389313000054 52.036394543000029)","Unfall 104219 (2019) Kat:3, Licht: 0","104219","3","6","2","04","15","6","0","0","0","1","0","0"
"POINT (8.552926369000033 52.057031177000056)","Unfall 104220 (2019) Kat:3, Licht: 0","104220","3","2","5","04","15","6","0","0","0","1","0","0"
"POINT (8.522506384000053 52.045665354000050)","Unfall 104221 (2019) Kat:3, Licht: 0","104221","3","6","3","04","10","6","1","0","0","1","0","0"
"POINT (8.495330298000056 52.059871348000058)","Unfall 104222 (2019) Kat:2, Licht: 1","104222","2","4","6","04","07","6","1","1","0","1","1","0"
"POINT (8.499298117000024 52.000177148000034)","Unfall 104320 (2019) Kat:2, Licht: 0","104320","2","3","5","04","09","5","0","0","0","1","0","0"
"POINT (8.524201700000049 52.017637947000026)","Unfall 104321 (2019) Kat:3, Licht: 2","104321","3","3","5","04","21","5","1","2","1","1","0","0"
"POINT (8.602169643000025 51.994205576000070)","Unfall 104322 (2019) Kat:3, Licht: 2","104322","3","3","5","04","05","5","1","2","1","1","0","0"
"POINT (8.511351808000029 51.922287916000073)","Unfall 104514 (2019) Kat:3, Licht: 0","104514","3","1","8","04","07","2","0","0","0","0","0","1"
"POINT (8.626283310000076 51.987452928000039)","Unfall 104515 (2019) Kat:3, Licht: 0","104515","3","3","5","04","07","2","0","0","1","1","0","0"
"POINT (8.553894818000060 52.033260011000039)","Unfall 104675 (2019) Kat:3, Licht: 0","104675","3","6","2","04","20","1","0","0","0","1","0","0"
"POINT (8.597461529000043 52.011841839000056)","Unfall 104746 (2019) Kat:3, Licht: 0","104746","3","3","5","04","16","3","0","0","0","1","0","1"
"POINT (8.636794077000047 51.983770569000058)","Unfall 104748 (2019) Kat:3, Licht: 0","104748","3","6","2","04","15","3","0","0","0","1","0","0"
"POINT (8.587534732000052 51.997603759000071)","Unfall 104750 (2019) Kat:3, Licht: 0","104750","3","3","5","04","16","3","0","0","1","1","0","0"
"POINT (8.523708369000076 52.037624934000064)","Unfall 104751 (2019) Kat:3, Licht: 0","104751","3","2","8","04","15","3","0","0","0","1","1","0"
"POINT (8.523508473000049 52.036635324000031)","Unfall 104753 (2019) Kat:2, Licht: 0","104753","2","7","0","04","13","3","0","0","1","1","0","0"
"POINT (8.510099449000052 51.940648855000063)","Unfall 104863 (2019) Kat:3, Licht: 2","104863","3","3","5","04","23","6","0","2","1","1","0","0"
"POINT (8.559222222000074 52.004482887000052)","Unfall 104864 (2019) Kat:2, Licht: 2","104864","2","4","6","04","21","6","0","2","0","1","1","0"
"POINT (8.464976126000067 52.050918196000055)","Unfall 104986 (2019) Kat:3, Licht: 0","104986","3","3","5","04","17","5","0","0","1","1","0","0"
"POINT (8.617714709000040 52.013375432000032)","Unfall 104988 (2019) Kat:3, Licht: 0","104988","3","3","5","04","16","5","0","0","0","1","0","0"
"POINT (8.591487745000052 52.010172607000072)","Unfall 104990 (2019) Kat:3, Licht: 0","104990","3","3","5","04","07","5","0","0","1","1","0","0"
"POINT (8.515564642000072 52.072503509000057)","Unfall 104991 (2019) Kat:3, Licht: 0","104991","3","3","5","04","18","5","0","0","0","1","0","0"
"POINT (8.457049660000052 51.965210295000077)","Unfall 105005 (2019) Kat:3, Licht: 0","105005","3","2","5","04","12","1","0","0","1","1","0","0"
"POINT (8.520228384000063 51.961861029000033)","Unfall 105166 (2019) Kat:3, Licht: 0","105166","3","2","5","04","13","7","0","0","1","1","0","0"
"POINT (8.594382088000032 51.964159647000031)","Unfall 105168 (2019) Kat:3, Licht: 0","105168","3","3","5","04","16","7","0","0","0","1","0","0"
"POINT (8.510535031000075 52.022062674000040)","Unfall 105170 (2019) Kat:3, Licht: 0","105170","3","1","8","04","16","7","1","0","0","1","0","0"
"POINT (8.558835727000030 52.003782098000045)","Unfall 105172 (2019) Kat:3, Licht: 0","105172","3","6","2","04","10","7","1","0","0","1","0","0"
"POINT (8.514489798000057 52.074045105000039)","Unfall 105176 (2019) Kat:3, Licht: 0","105176","3","6","1","04","10","4","0","0","0","1","0","0"
"POINT (8.503154879000022 52.059323923000079)","Unfall 105268 (2019) Kat:3, Licht: 0","105268","3","2","5","04","08","3","0","0","1","0","0","0"
"POINT (8.455028389000063 52.048999923000054)","Unfall 105388 (2019) Kat:3, Licht: 0","105388","3","6","1","04","13","5","0","0","0","1","0","0"
"POINT (8.638233914000068 52.024645810000038)","Unfall 105390 (2019) Kat:3, Licht: 0","105390","3","2","6","04","12","5","0","0","0","0","1","0"
"POINT (8.583142670000029 51.961100962000046)","Unfall 105454 (2019) Kat:3, Licht: 0","105454","3","6","2","04","16","5","0","0","0","1","0","0"
"POINT (8.524657116000071 52.033427956000082)","Unfall 105512 (2019) Kat:3, Licht: 0","105512","3","7","8","04","12","2","0","0","0","1","1","0"
"POINT (8.607151199000043 51.997695150000027)","Unfall 105573 (2019) Kat:3, Licht: 0","105573","3","6","2","04","16","4","0","0","0","1","0","0"
"POINT (8.543826879000051 52.029983829000059)","Unfall 105773 (2019) Kat:3, Licht: 0","105773","3","3","5","04","16","3","0","0","0","1","0","0"
"POINT (8.598405338000021 52.013056620000043)","Unfall 105775 (2019) Kat:2, Licht: 0","105775","2","7","0","04","12","3","0","0","0","0","0","0"
"POINT (8.556693741000061 52.081280035000077)","Unfall 105783 (2019) Kat:3, Licht: 0","105783","3","1","8","04","16","7","0","0","0","0","0","1"
"POINT (8.568473615000073 51.956663659000071)","Unfall 105930 (2019) Kat:3, Licht: 0","105930","3","1","8","04","17","6","0","0","0","0","0","0"
"POINT (8.609001000000035 51.931779238000047)","Unfall 105932 (2019) Kat:3, Licht: 0","105932","3","3","5","04","15","6","0","0","0","1","0","1"
