WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.009467539000070 51.486444160000076)",Unfall 97826 (2019) Kat:3, Licht: 2,97826,3,2,6,01,18,6,1,2,0,1,1,0,0,0
"POINT (6.929679008000051 51.480954552000071)",Unfall 97827 (2019) Kat:3, Licht: 2,97827,3,2,6,01,19,6,1,2,0,1,1,0,0,0
"POINT (6.975475695000057 51.446061646000032)",Unfall 97828 (2019) Kat:2, Licht: 2,97828,2,3,5,01,19,6,1,2,1,1,0,0,0,0
"POINT (7.008804940000061 51.449691674000064)",Unfall 97864 (2019) Kat:3, Licht: 0,97864,3,3,3,01,08,6,0,0,0,1,0,0,1,0
"POINT (6.987748382000063 51.436894038000048)",Unfall 97896 (2019) Kat:3, Licht: 0,97896,3,4,6,01,09,5,1,0,0,1,1,0,0,0
"POINT (7.078251274000024 51.458637979000059)",Unfall 97897 (2019) Kat:3, Licht: 0,97897,3,3,1,01,12,5,0,0,0,1,0,0,0,0
"POINT (7.006291029000067 51.444671323000080)",Unfall 97980 (2019) Kat:3, Licht: 2,97980,3,6,2,01,17,1,1,2,0,1,0,0,0,0
"POINT (6.974047158000076 51.479239548000066)",Unfall 98238 (2019) Kat:2, Licht: 0,98238,2,2,6,01,11,4,1,0,0,1,1,0,0,0
"POINT (7.055639570000039 51.428607155000066)",Unfall 98239 (2019) Kat:3, Licht: 0,98239,3,6,2,01,15,4,1,0,0,1,0,0,0,0
"POINT (7.046525887000030 51.494918249000079)",Unfall 98341 (2019) Kat:3, Licht: 0,98341,3,6,2,01,07,3,1,0,0,1,0,0,0,0
"POINT (7.122535662000075 51.416824968000071)",Unfall 98342 (2019) Kat:2, Licht: 0,98342,2,4,6,01,11,3,0,0,0,1,1,0,0,0
"POINT (7.104815296000027 51.472278388000063)",Unfall 98420 (2019) Kat:3, Licht: 1,98420,3,6,2,01,07,3,0,1,0,1,0,0,1,0
