WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (11.406855062000000 48.140226693000002)",Unfall 62260 (2016) Kat:3, Licht: 1,62260,3,2,3,01,06,2,,1,0,1,0,0,1,0
"POINT (11.562701611000000 48.092034982999998)",Unfall 62272 (2016) Kat:3, Licht: 0,62272,3,4,6,01,07,6,,0,0,1,1,0,0,0
"POINT (11.435565543999999 48.150730918999997)",Unfall 62342 (2016) Kat:3, Licht: 1,62342,3,3,5,01,07,6,,1,1,1,0,0,0,0
"POINT (11.515014430000001 48.141794525999998)",Unfall 62402 (2016) Kat:3, Licht: 0,62402,3,2,0,01,11,2,,0,1,1,0,0,0,0
"POINT (11.537063663000000 48.152294546000000)",Unfall 62410 (2016) Kat:3, Licht: 2,62410,3,6,1,01,08,6,,2,0,1,0,0,0,0
"POINT (11.423828596000000 48.142851426000000)",Unfall 62443 (2016) Kat:3, Licht: 1,62443,3,2,5,01,16,7,,1,0,1,0,0,0,0
"POINT (11.694509219000000 48.115769776999997)",Unfall 62487 (2016) Kat:3, Licht: 2,62487,3,6,2,01,19,6,,2,0,1,0,0,0,0
"POINT (11.481426186000000 48.145115594000004)",Unfall 62553 (2016) Kat:3, Licht: 2,62553,3,2,2,01,19,6,,2,0,1,0,0,0,0
"POINT (11.453251810999999 48.146897983999999)",Unfall 62556 (2016) Kat:3, Licht: 2,62556,3,2,4,01,19,1,,2,0,1,0,0,0,0
"POINT (11.479690612000001 48.088582758000001)",Unfall 62582 (2016) Kat:3, Licht: 0,62582,3,2,3,01,09,4,,0,1,0,0,0,0,0
"POINT (11.687467474000000 48.117953970999999)",Unfall 62620 (2016) Kat:3, Licht: 0,62620,3,6,2,01,12,6,,0,0,1,0,0,0,0
"POINT (11.502594533000000 48.102806329000003)",Unfall 62647 (2016) Kat:3, Licht: 0,62647,3,6,3,01,08,5,,0,0,1,0,0,0,0
"POINT (11.491240740000000 48.209746295000002)",Unfall 62709 (2016) Kat:3, Licht: 0,62709,3,6,1,01,07,6,,0,0,1,0,0,0,0
