WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.129851701000064 51.472965434000059)",Unfall 99329 (2019) Kat:3, Licht: 0,99329,3,6,0,02,15,3,0,0,0,1,0,0,1,0
"POINT (7.278229055000054 51.485250490000055)",Unfall 99347 (2019) Kat:3, Licht: 2,99347,3,6,2,02,18,3,0,2,0,1,0,0,0,0
"POINT (7.335918099000025 51.459119068000064)",Unfall 99486 (2019) Kat:3, Licht: 0,99486,3,2,2,02,09,2,1,0,0,1,0,0,0,0
"POINT (7.225535523000076 51.455119732000071)",Unfall 99489 (2019) Kat:3, Licht: 0,99489,3,6,3,02,16,2,0,0,0,1,0,0,0,1
"POINT (7.246100863000038 51.492214690000026)",Unfall 99490 (2019) Kat:3, Licht: 0,99490,3,6,2,02,16,2,0,0,0,1,0,0,0,0
"POINT (7.277879812000037 51.452828198000077)",Unfall 99617 (2019) Kat:3, Licht: 0,99617,3,6,3,02,11,2,0,0,0,1,0,0,0,0
"POINT (7.314617219000070 51.470469872000081)",Unfall 99619 (2019) Kat:2, Licht: 0,99619,2,3,5,02,09,2,0,0,1,1,0,0,0,0
"POINT (7.319719485000064 51.473568918000069)",Unfall 99620 (2019) Kat:2, Licht: 2,99620,2,1,0,02,20,2,0,2,1,0,0,0,0,0
"POINT (7.141330836000066 51.453660715000069)",Unfall 99624 (2019) Kat:3, Licht: 0,99624,3,6,2,02,13,2,0,0,0,1,0,0,0,0
"POINT (7.191507977000072 51.461798665000060)",Unfall 99625 (2019) Kat:3, Licht: 0,99625,3,2,2,02,13,2,0,0,0,1,0,0,0,0
"POINT (7.213094983000076 51.441002106000042)",Unfall 99735 (2019) Kat:3, Licht: 0,99735,3,5,0,02,14,6,0,0,0,1,0,0,0,1
"POINT (7.129907864000074 51.472749879000048)",Unfall 99737 (2019) Kat:3, Licht: 0,99737,3,6,2,02,16,6,0,0,0,1,0,0,0,0
"POINT (7.139110299000038 51.489662230000079)",Unfall 99738 (2019) Kat:3, Licht: 0,99738,3,3,5,02,10,6,0,0,0,1,0,0,0,0
"POINT (7.323293975000070 51.475687600000072)",Unfall 99819 (2019) Kat:3, Licht: 0,99819,3,1,0,02,12,1,0,0,1,0,0,0,0,0
