WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.809079205000046 52.379596181000068)",Unfall 8214 (2017) Kat:3,8214,3,3,5,01,21,1,1,,0,1,0,0
"POINT (10.038980090000052 52.377291179000053)",Unfall 8216 (2017) Kat:3,8216,3,6,3,01,23,1,0,,0,1,0,0
"POINT (9.880214309000053 52.399306074000037)",Unfall 8217 (2017) Kat:3,8217,3,6,2,01,17,1,0,,0,1,0,0
"POINT (9.409969930000045 52.333975175000035)",Unfall 8785 (2017) Kat:3,8785,3,3,5,01,18,5,0,,0,1,0,0
"POINT (9.524811043000057 52.328681922000044)",Unfall 8788 (2017) Kat:2,8788,2,1,8,01,11,5,0,,0,1,0,0
"POINT (9.456867686000066 52.499695911000060)",Unfall 8976 (2017) Kat:3,8976,3,3,5,01,10,4,1,,1,1,0,0
"POINT (9.784825870000077 52.566879390000054)",Unfall 8979 (2017) Kat:3,8979,3,7,7,01,19,4,0,,0,1,0,0
"POINT (9.670243301000028 52.176397714000075)",Unfall 8981 (2017) Kat:3,8981,3,7,0,01,15,4,1,,0,0,0,0
"POINT (9.781459315000063 52.425034258000039)",Unfall 8992 (2017) Kat:3,8992,3,2,6,01,17,4,1,,0,1,1,0
"POINT (9.624535698000045 52.425019660000032)",Unfall 9169 (2017) Kat:3,9169,3,6,3,01,18,3,1,,0,1,0,0
"POINT (9.814882888000057 52.303508643000043)",Unfall 9172 (2017) Kat:3,9172,3,6,3,01,17,3,1,,0,1,0,0
"POINT (9.580942703000062 52.460029889000054)",Unfall 9174 (2017) Kat:3,9174,3,7,9,01,08,3,1,,0,1,0,0
"POINT (9.810111804000030 52.306525113000077)",Unfall 9179 (2017) Kat:2,9179,2,4,0,01,17,3,1,,0,1,1,0
"POINT (9.746114821000049 52.251184987000045)",Unfall 9182 (2017) Kat:2,9182,2,7,8,01,10,3,1,,0,1,0,0
"POINT (9.596611031000066 52.423278811000046)",Unfall 9185 (2017) Kat:3,9185,3,7,8,01,05,3,1,,0,1,0,0
"POINT (9.732993919000023 52.616258964000053)",Unfall 9288 (2017) Kat:3,9288,3,6,8,01,06,2,1,,0,0,0,0
"POINT (9.764961613000025 52.370691901000043)",Unfall 9302 (2017) Kat:3,9302,3,6,2,01,10,2,1,,0,1,0,0
"POINT (9.976936247000026 52.372592525000073)",Unfall 9304 (2017) Kat:3,9304,3,3,5,01,14,2,1,,0,1,0,0
"POINT (10.173270494000064 52.402957933000039)",Unfall 9312 (2017) Kat:2,9312,2,1,8,01,20,2,2,,0,1,0,0
"POINT (9.519697406000034 52.414708167000072)",Unfall 9315 (2017) Kat:3,9315,3,6,3,01,21,2,1,,0,1,0,0
"POINT (9.563854187000061 52.364852677000044)",Unfall 9476 (2017) Kat:3,9476,3,6,2,01,17,5,0,,0,1,0,0
"POINT (9.588821029000030 52.397095907000050)",Unfall 9477 (2017) Kat:3,9477,3,3,5,01,17,5,0,,0,1,0,0
"POINT (9.529026966000060 52.354674028000034)",Unfall 9478 (2017) Kat:3,9478,3,1,9,01,05,5,0,,0,1,0,0
"POINT (10.125414191000061 52.371966161000046)",Unfall 9479 (2017) Kat:3,9479,3,2,4,01,17,5,1,,0,1,0,0
"POINT (10.170078454000077 52.417873364000059)",Unfall 9480 (2017) Kat:3,9480,3,1,8,01,04,5,2,,0,1,0,0
"POINT (9.763376734000076 52.343905498000026)",Unfall 9481 (2017) Kat:3,9481,3,3,5,01,16,5,0,,1,1,0,0
"POINT (9.819615783000074 52.306768353000052)",Unfall 9482 (2017) Kat:2,9482,2,3,5,01,13,5,0,,1,1,0,0
"POINT (9.814405623000027 52.429081589000077)",Unfall 9483 (2017) Kat:3,9483,3,6,3,01,13,5,0,,0,0,0,0
"POINT (9.756781300000057 52.370188096000049)",Unfall 9484 (2017) Kat:2,9484,2,3,5,01,08,5,1,,1,1,0,0
"POINT (9.673673942000050 52.439282781000031)",Unfall 9485 (2017) Kat:2,9485,2,3,5,01,07,5,1,,0,1,0,1
"POINT (9.883002640000029 52.431292887000041)",Unfall 9486 (2017) Kat:3,9486,3,1,8,01,03,5,1,,0,0,0,0
"POINT (9.785085933000062 52.320516022000049)",Unfall 9542 (2017) Kat:3,9542,3,4,6,01,09,4,0,,0,1,1,0
"POINT (9.861861068000053 52.369424589000062)",Unfall 9543 (2017) Kat:3,9543,3,6,2,01,09,4,0,,0,1,0,0
"POINT (9.732223720000036 52.383051973000079)",Unfall 9544 (2017) Kat:3,9544,3,2,5,01,18,4,1,,1,1,0,0
"POINT (9.607667767000066 52.217405996000082)",Unfall 9545 (2017) Kat:3,9545,3,1,9,01,16,4,1,,0,1,0,0
"POINT (9.674535288000072 52.515989109000031)",Unfall 9546 (2017) Kat:3,9546,3,2,0,01,14,4,1,,0,1,0,0
"POINT (9.912864978000073 52.358461490000082)",Unfall 9547 (2017) Kat:3,9547,3,6,2,01,15,4,1,,0,1,0,0
"POINT (9.651355902000034 52.419586627000058)",Unfall 9548 (2017) Kat:2,9548,2,2,5,01,17,4,1,,0,1,0,0
"POINT (9.735848291000025 52.399303380000049)",Unfall 9549 (2017) Kat:2,9549,2,7,9,01,21,4,0,,0,1,0,0
"POINT (9.734880288000056 52.391365271000041)",Unfall 9587 (2017) Kat:3,9587,3,6,2,01,14,3,0,,0,1,0,0
"POINT (9.431316831000061 52.435040183000069)",Unfall 9588 (2017) Kat:3,9588,3,3,5,01,14,3,0,,1,1,0,0
"POINT (9.649046089000024 52.396027348000075)",Unfall 9589 (2017) Kat:3,9589,3,3,5,01,05,3,0,,1,1,0,0
"POINT (10.019594698000049 52.436366110000051)",Unfall 9627 (2017) Kat:3,9627,3,2,4,01,13,2,1,,0,1,0,0
"POINT (9.726492447000055 52.375641440000038)",Unfall 9628 (2017) Kat:3,9628,3,2,2,01,18,2,1,,0,1,0,0
"POINT (9.797507453000037 52.416348926000069)",Unfall 9629 (2017) Kat:3,9629,3,3,5,01,18,2,1,,1,1,0,0
"POINT (9.838561179000067 52.409878380000066)",Unfall 9630 (2017) Kat:3,9630,3,6,2,01,17,2,1,,0,1,0,0
"POINT (9.756881036000038 52.341014320000056)",Unfall 9631 (2017) Kat:3,9631,3,6,3,01,11,2,0,,0,1,0,0
"POINT (9.705838256000050 52.412308631000030)",Unfall 9683 (2017) Kat:3,9683,3,1,8,01,18,7,2,,0,1,0,0
"POINT (9.416003426000032 52.452719403000060)",Unfall 9684 (2017) Kat:3,9684,3,1,8,01,18,7,2,,0,1,0,0
"POINT (9.908247412000037 52.357248133000041)",Unfall 9685 (2017) Kat:3,9685,3,6,2,01,15,7,0,,0,1,0,0
"POINT (9.698648476000074 52.310838054000044)",Unfall 9686 (2017) Kat:1,9686,1,1,8,01,19,7,2,,0,1,0,0
"POINT (10.118135066000036 52.363543123000056)",Unfall 9687 (2017) Kat:3,9687,3,1,2,01,17,7,2,,0,1,0,0
"POINT (9.583488970000076 52.211041009000041)",Unfall 9688 (2017) Kat:2,9688,2,1,8,01,16,7,2,,0,1,0,0
"POINT (9.793086501000062 52.313746104000074)",Unfall 9715 (2017) Kat:3,9715,3,3,5,01,18,6,0,,1,1,0,0
"POINT (9.793826845000069 52.394743602000062)",Unfall 9716 (2017) Kat:3,9716,3,2,3,01,12,6,2,,0,1,0,0
"POINT (9.722587216000022 52.378673975000027)",Unfall 9717 (2017) Kat:3,9717,3,2,0,01,05,6,0,,1,1,0,0
"POINT (9.793640061000076 52.553751418000047)",Unfall 9718 (2017) Kat:3,9718,3,6,3,01,17,6,1,,0,1,0,0
"POINT (9.829521000000057 52.409275698000044)",Unfall 9719 (2017) Kat:3,9719,3,1,9,01,10,6,2,,0,1,0,0
"POINT (9.843010291000041 52.410946104000061)",Unfall 9720 (2017) Kat:3,9720,3,6,2,01,10,6,2,,0,1,0,0
"POINT (9.594234852000056 52.423427971000081)",Unfall 9721 (2017) Kat:3,9721,3,6,2,01,00,6,0,,0,1,0,0
"POINT (9.662920488000054 52.316070677000027)",Unfall 9751 (2017) Kat:3,9751,3,6,2,01,14,7,0,,0,1,0,0
"POINT (9.666830290000064 52.339162448000081)",Unfall 9752 (2017) Kat:3,9752,3,2,6,01,10,7,1,,0,1,1,0
"POINT (9.970773565000059 52.387028350000037)",Unfall 9753 (2017) Kat:3,9753,3,3,5,01,12,7,1,,0,1,0,0
"POINT (9.856709063000039 52.470034695000038)",Unfall 9754 (2017) Kat:3,9754,3,1,3,01,15,7,2,,0,1,0,0
"POINT (9.777654102000042 52.519338167000058)",Unfall 9755 (2017) Kat:2,9755,2,1,8,01,16,7,2,,0,1,0,0
"POINT (9.785765488000038 52.429200015000049)",Unfall 9756 (2017) Kat:3,9756,3,6,8,01,10,7,1,,0,1,0,0
"POINT (9.455680129000029 52.507264295000027)",Unfall 9775 (2017) Kat:3,9775,3,3,5,01,08,6,0,,1,1,0,0
"POINT (9.577518298000030 52.458526504000076)",Unfall 9776 (2017) Kat:3,9776,3,2,4,01,10,6,0,,0,1,0,0
"POINT (9.987333274000037 52.408597846000077)",Unfall 9778 (2017) Kat:3,9778,3,3,5,01,10,6,1,,1,1,0,0
"POINT (9.995777714000042 52.491019334000043)",Unfall 9780 (2017) Kat:3,9780,3,6,2,01,15,6,0,,0,1,0,0
"POINT (9.725343039000052 52.380372942000065)",Unfall 9781 (2017) Kat:3,9781,3,3,5,01,20,6,0,,1,1,0,0
"POINT (9.522994908000044 52.195828385000027)",Unfall 9784 (2017) Kat:2,9784,2,1,9,01,06,6,0,,0,1,0,0
"POINT (9.820653237000045 52.408059634000040)",Unfall 9824 (2017) Kat:3,9824,3,2,2,01,17,5,0,,0,1,0,0
"POINT (9.729178126000022 52.491652160000058)",Unfall 9825 (2017) Kat:3,9825,3,2,5,01,07,5,0,,0,1,0,0
"POINT (9.401191737000033 52.329642073000059)",Unfall 9827 (2017) Kat:3,9827,3,6,2,01,16,5,0,,0,1,0,0
"POINT (9.733356770000057 52.417992746000039)",Unfall 9828 (2017) Kat:3,9828,3,7,0,01,12,5,0,,1,0,0,0
"POINT (9.886845516000051 52.426887740000041)",Unfall 9829 (2017) Kat:3,9829,3,1,8,01,09,5,0,,0,1,0,0
"POINT (9.520035443000040 52.414877217000026)",Unfall 9830 (2017) Kat:3,9830,3,6,2,01,07,5,0,,0,1,0,0
"POINT (9.736210085000039 52.399149111000042)",Unfall 9866 (2017) Kat:3,9866,3,6,2,01,06,4,0,,0,1,0,0
"POINT (9.646149923000053 52.404061637000041)",Unfall 9867 (2017) Kat:3,9867,3,4,6,01,11,4,0,,0,1,1,0
"POINT (9.788199857000052 52.454759161000027)",Unfall 9868 (2017) Kat:3,9868,3,6,2,01,17,4,0,,0,1,0,0
"POINT (9.726546945000052 52.234971529000063)",Unfall 9902 (2017) Kat:3,9902,3,1,8,01,16,3,1,,0,1,0,0
"POINT (9.957798610000054 52.318394938000040)",Unfall 9903 (2017) Kat:3,9903,3,3,5,01,05,3,0,,1,0,0,0
"POINT (10.206379464000065 52.473572143000069)",Unfall 9904 (2017) Kat:3,9904,3,2,4,01,08,3,2,,0,1,0,0
"POINT (9.841745467000067 52.395173068000076)",Unfall 9950 (2017) Kat:3,9950,3,3,5,01,17,2,0,,1,1,0,0
"POINT (9.928469887000063 52.346825752000029)",Unfall 9951 (2017) Kat:3,9951,3,6,2,01,17,2,0,,0,1,0,0
"POINT (9.644557268000028 52.304606868000064)",Unfall 9953 (2017) Kat:1,9953,1,7,4,01,16,2,1,,0,1,0,0
"POINT (9.739231829000062 52.368203014000073)",Unfall 9955 (2017) Kat:3,9955,3,7,1,01,17,6,0,,1,1,0,0
"POINT (9.660100224000075 52.387269926000045)",Unfall 9956 (2017) Kat:3,9956,3,7,9,01,06,2,1,,0,1,0,0
"POINT (9.756922636000070 52.370196586000077)",Unfall 9959 (2017) Kat:3,9959,3,6,2,01,17,6,1,,0,1,0,0
"POINT (9.735268919000021 52.394591565000042)",Unfall 9974 (2017) Kat:3,9974,3,2,5,01,06,6,1,,1,1,0,0
"POINT (9.445405983000057 52.423357650000071)",Unfall 9977 (2017) Kat:3,9977,3,2,0,01,19,6,0,,0,1,0,0
"POINT (9.632617644000050 52.330854546000069)",Unfall 9981 (2017) Kat:3,9981,3,6,2,01,13,6,1,,0,1,0,0
"POINT (9.526191327000049 52.466902715000060)",Unfall 9982 (2017) Kat:3,9982,3,1,8,01,02,6,2,,0,0,0,0
"POINT (9.827262954000048 52.346492809000040)",Unfall 9983 (2017) Kat:3,9983,3,7,0,01,16,6,1,,0,0,0,0
"POINT (9.468561104000060 52.504516193000029)",Unfall 9990 (2017) Kat:2,9990,2,2,5,01,17,1,1,,0,1,0,0
"POINT (9.899596577000068 52.390409806000036)",Unfall 9991 (2017) Kat:3,9991,3,6,2,01,17,1,0,,0,1,0,0
"POINT (9.515147334000062 52.286090133000073)",Unfall 9992 (2017) Kat:2,9992,2,7,4,01,16,1,0,,0,1,0,0
"POINT (9.869544691000044 52.311470557000064)",Unfall 9998 (2017) Kat:3,9998,3,1,8,01,04,6,2,,0,1,0,0
"POINT (9.696128907000059 52.380039855000064)",Unfall 10023 (2017) Kat:3,10023,3,1,0,01,01,1,1,,0,1,0,0
"POINT (9.855004480000048 52.541707585000040)",Unfall 10054 (2017) Kat:3,10054,3,1,8,01,21,1,0,,0,0,0,0
"POINT (9.802567420000059 52.434784433000061)",Unfall 10055 (2017) Kat:2,10055,2,2,5,01,11,1,0,,1,0,0,0
"POINT (9.791268797000043 52.315371982000045)",Unfall 10075 (2017) Kat:3,10075,3,2,5,01,14,7,0,,0,1,0,0
"POINT (9.830443921000040 52.339260908000028)",Unfall 10076 (2017) Kat:3,10076,3,3,5,01,08,7,1,,0,1,0,0
"POINT (9.988634270000034 52.462107723000031)",Unfall 10077 (2017) Kat:3,10077,3,2,2,01,13,7,0,,0,1,0,0
"POINT (9.851022448000038 52.477884251000035)",Unfall 10079 (2017) Kat:3,10079,3,6,9,01,16,7,0,,0,1,0,0
"POINT (9.798771124000041 52.345000453000068)",Unfall 10080 (2017) Kat:3,10080,3,1,9,01,19,7,1,,0,1,0,0
"POINT (9.782348192000029 52.371926523000070)",Unfall 10082 (2017) Kat:3,10082,3,7,5,01,15,7,1,,0,1,0,0
"POINT (9.738850255000045 52.437781153000060)",Unfall 10083 (2017) Kat:2,10083,2,2,6,01,09,7,0,,0,1,1,0
"POINT (9.414569350000022 52.428328342000043)",Unfall 10100 (2017) Kat:3,10100,3,6,2,01,13,7,0,,0,1,0,0
"POINT (9.409168613000077 52.546225179000032)",Unfall 10110 (2017) Kat:3,10110,3,7,1,01,07,7,0,,0,1,0,0
"POINT (9.764894029000061 52.342663740000035)",Unfall 10128 (2017) Kat:3,10128,3,2,2,01,11,6,0,,0,1,0,0
"POINT (9.587582280000049 52.415075042000069)",Unfall 10129 (2017) Kat:3,10129,3,3,5,01,15,6,0,,1,1,0,0
"POINT (9.644381899000052 52.423380868000038)",Unfall 10130 (2017) Kat:3,10130,3,6,2,01,14,6,0,,0,1,0,0
"POINT (9.820916583000042 52.426859169000068)",Unfall 10131 (2017) Kat:3,10131,3,6,2,01,08,6,0,,0,1,0,0
"POINT (9.408013320000066 52.333995499000082)",Unfall 10132 (2017) Kat:3,10132,3,1,8,01,04,6,1,,0,1,0,0
"POINT (9.607007725000074 52.311475832000042)",Unfall 10190 (2017) Kat:3,10190,3,3,5,01,20,5,1,,0,1,0,0
"POINT (9.457231028000024 52.503366132000053)",Unfall 10191 (2017) Kat:3,10191,3,3,5,01,17,5,0,,0,1,0,0
"POINT (9.772707654000044 52.580435860000080)",Unfall 10192 (2017) Kat:3,10192,3,3,5,01,16,5,0,,0,1,0,0
"POINT (10.067415308000022 52.369191846000035)",Unfall 10193 (2017) Kat:3,10193,3,6,3,01,23,5,0,,0,1,0,0
"POINT (9.697763366000061 52.376332042000058)",Unfall 10195 (2017) Kat:3,10195,3,6,2,01,16,5,0,,0,1,0,0
"POINT (9.690503548000038 52.346812275000048)",Unfall 10196 (2017) Kat:3,10196,3,6,2,01,06,5,1,,0,1,0,0
"POINT (9.776891981000063 52.426803812000060)",Unfall 10239 (2017) Kat:3,10239,3,6,2,01,11,4,0,,0,1,0,0
"POINT (9.786470699000063 52.389335121000045)",Unfall 10240 (2017) Kat:3,10240,3,6,2,01,07,4,1,,0,1,0,0
"POINT (9.723416835000023 52.379240856000081)",Unfall 10241 (2017) Kat:3,10241,3,6,2,01,18,4,0,,0,1,0,0
"POINT (9.673999999000046 52.377241596000033)",Unfall 10242 (2017) Kat:3,10242,3,2,5,01,09,4,0,,0,1,0,0
"POINT (9.803976884000065 52.537302077000049)",Unfall 10243 (2017) Kat:3,10243,3,6,2,01,02,4,0,,0,1,0,0
"POINT (9.662043501000028 52.171264894000046)",Unfall 10284 (2017) Kat:3,10284,3,3,5,01,14,3,1,,0,1,0,0
"POINT (9.630238349000024 52.263381261000063)",Unfall 10285 (2017) Kat:3,10285,3,2,5,01,13,3,1,,0,1,0,0
"POINT (9.643800761000023 52.335498884000060)",Unfall 10286 (2017) Kat:3,10286,3,6,3,01,07,3,1,,0,1,0,1
"POINT (9.663382440000021 52.343418997000072)",Unfall 10287 (2017) Kat:3,10287,3,4,6,01,07,3,1,,0,1,1,0
"POINT (9.474394419000021 52.500547507000078)",Unfall 10289 (2017) Kat:3,10289,3,6,2,01,07,3,0,,0,1,0,0
"POINT (9.782154699000046 52.570299337000051)",Unfall 10292 (2017) Kat:3,10292,3,6,2,01,03,3,0,,0,0,0,0
"POINT (9.557231455000022 52.323089029000073)",Unfall 10293 (2017) Kat:2,10293,2,6,4,01,16,3,0,,0,1,0,0
"POINT (9.723485071000027 52.377929599000026)",Unfall 10294 (2017) Kat:3,10294,3,2,5,01,10,3,0,,1,0,0,0
"POINT (9.690727069000047 52.331711496000082)",Unfall 10324 (2017) Kat:3,10324,3,6,2,01,08,2,1,,0,1,0,0
"POINT (9.839557529000047 52.410164170000030)",Unfall 10325 (2017) Kat:3,10325,3,1,8,01,17,2,0,,0,1,0,0
"POINT (9.793979870000044 52.313096221000080)",Unfall 10326 (2017) Kat:3,10326,3,5,1,01,13,2,1,,0,1,0,0
"POINT (9.626360764000026 52.408221411000056)",Unfall 10327 (2017) Kat:3,10327,3,6,0,01,07,2,1,,1,1,0,0
"POINT (9.719450373000029 52.367443436000030)",Unfall 10340 (2017) Kat:3,10340,3,1,0,01,19,6,0,,1,0,0,0
"POINT (9.733380697000030 52.417809228000067)",Unfall 10341 (2017) Kat:3,10341,3,3,5,02,07,4,1,,1,1,0,0
"POINT (9.697133554000061 52.341653932000042)",Unfall 10369 (2017) Kat:3,10369,3,2,5,02,17,3,0,,0,1,0,0
"POINT (9.714983892000021 52.398346521000065)",Unfall 10370 (2017) Kat:3,10370,3,4,6,02,17,3,0,,0,0,1,1
"POINT (9.656108599000049 52.171176142000036)",Unfall 10405 (2017) Kat:3,10405,3,3,5,02,14,2,1,,0,1,0,0
"POINT (9.745648608000067 52.209311684000056)",Unfall 10406 (2017) Kat:3,10406,3,2,5,02,09,2,1,,0,1,0,0
"POINT (9.740535708000039 52.299343733000057)",Unfall 10407 (2017) Kat:3,10407,3,6,2,02,08,2,1,,0,1,0,0
"POINT (9.738023695000038 52.368175961000077)",Unfall 10417 (2017) Kat:3,10417,3,6,2,02,16,4,1,,0,1,0,0
"POINT (9.509149906000062 52.408871128000044)",Unfall 10434 (2017) Kat:3,10434,3,6,2,02,18,1,0,,0,1,0,0
"POINT (9.783654027000068 52.359891546000028)",Unfall 10435 (2017) Kat:2,10435,2,1,8,02,13,1,1,,0,1,0,0
"POINT (9.699094258000059 52.347780898000053)",Unfall 10436 (2017) Kat:3,10436,3,1,9,02,04,1,0,,0,1,0,0
"POINT (9.630623994000075 52.330660991000059)",Unfall 10469 (2017) Kat:3,10469,3,2,5,02,09,7,1,,0,1,0,0
"POINT (9.371450853000056 52.503555111000026)",Unfall 10470 (2017) Kat:3,10470,3,1,9,02,05,7,2,,0,1,0,0
"POINT (9.590488628000060 52.438849935000064)",Unfall 10471 (2017) Kat:3,10471,3,6,2,02,14,7,0,,0,1,0,0
"POINT (10.094619736000027 52.395319042000040)",Unfall 10472 (2017) Kat:3,10472,3,1,8,02,07,7,2,,0,1,0,0
"POINT (10.198231252000028 52.417173714000057)",Unfall 10473 (2017) Kat:3,10473,3,1,8,02,05,7,2,,0,1,0,0
"POINT (9.701363890000039 52.415343544000052)",Unfall 10474 (2017) Kat:3,10474,3,3,5,02,11,7,0,,0,1,0,0
"POINT (9.784145658000057 52.359218442000042)",Unfall 10475 (2017) Kat:3,10475,3,6,2,02,10,7,1,,0,1,0,0
"POINT (9.689963531000046 52.682866750000073)",Unfall 10499 (2017) Kat:3,10499,3,6,8,02,09,6,0,,0,0,0,0
"POINT (9.591706187000057 52.400663984000062)",Unfall 10511 (2017) Kat:3,10511,3,3,5,02,15,6,1,,1,1,0,0
"POINT (9.720246598000074 52.324131256000044)",Unfall 10512 (2017) Kat:3,10512,3,3,5,02,13,6,1,,1,1,0,0
"POINT (9.618486445000031 52.428543582000032)",Unfall 10513 (2017) Kat:3,10513,3,6,2,02,13,6,1,,0,1,0,0
"POINT (9.782919846000027 52.323816645000079)",Unfall 10515 (2017) Kat:3,10515,3,4,6,02,16,6,1,,0,0,1,0
"POINT (9.734084353000071 52.386039215000039)",Unfall 10517 (2017) Kat:3,10517,3,6,2,02,13,6,1,,0,1,0,0
"POINT (9.786639587000025 52.389692502000059)",Unfall 10519 (2017) Kat:3,10519,3,6,2,02,10,6,0,,0,1,0,0
"POINT (9.656112640000060 52.171021027000052)",Unfall 10561 (2017) Kat:3,10561,3,6,2,02,18,5,0,,0,1,0,0
"POINT (9.606570594000061 52.217390439000042)",Unfall 10562 (2017) Kat:3,10562,3,6,2,02,07,5,1,,0,1,0,0
"POINT (9.646776330000023 52.397389576000080)",Unfall 10563 (2017) Kat:3,10563,3,2,2,02,09,5,1,,0,1,0,0
"POINT (9.447321571000032 52.529647835000048)",Unfall 10564 (2017) Kat:3,10564,3,6,2,02,17,5,0,,0,1,0,0
"POINT (9.892493544000047 52.465362321000043)",Unfall 10565 (2017) Kat:3,10565,3,3,5,02,15,5,0,,0,1,0,0
"POINT (9.725105244000076 52.377014092000081)",Unfall 10566 (2017) Kat:3,10566,3,1,8,02,02,5,0,,0,1,0,0
"POINT (9.700170565000065 52.372264893000079)",Unfall 10606 (2017) Kat:3,10606,3,6,2,02,07,4,0,,0,1,0,0
"POINT (9.663548053000056 52.239708231000066)",Unfall 10607 (2017) Kat:3,10607,3,2,5,02,07,4,1,,1,1,0,0
"POINT (9.677273662000061 52.300809288000039)",Unfall 10608 (2017) Kat:3,10608,3,3,5,02,07,4,1,,0,1,0,0
"POINT (9.662108849000049 52.341487988000040)",Unfall 10610 (2017) Kat:3,10610,3,2,5,02,16,4,0,,0,1,0,0
"POINT (10.116863625000065 52.357576192000067)",Unfall 10611 (2017) Kat:3,10611,3,3,5,02,10,4,0,,1,1,0,0
"POINT (10.049909367000055 52.374052984000059)",Unfall 10612 (2017) Kat:3,10612,3,6,2,02,15,4,0,,0,1,0,0
"POINT (9.722523273000036 52.362510637000071)",Unfall 10613 (2017) Kat:2,10613,2,3,5,02,10,4,0,,1,1,0,0
"POINT (9.921746741000050 52.394874495000067)",Unfall 10614 (2017) Kat:3,10614,3,6,2,02,08,4,0,,0,0,0,0
"POINT (9.832717577000040 52.421885307000082)",Unfall 10615 (2017) Kat:3,10615,3,6,3,02,07,4,1,,0,1,0,0
"POINT (9.641375652000022 52.414283846000046)",Unfall 10655 (2017) Kat:3,10655,3,2,5,01,21,3,0,,0,1,0,0
"POINT (9.626379352000072 52.330026873000065)",Unfall 10656 (2017) Kat:3,10656,3,3,2,01,16,3,1,,0,1,0,0
"POINT (10.198410611000043 52.455953891000036)",Unfall 10657 (2017) Kat:3,10657,3,1,9,01,03,3,2,,0,1,0,0
"POINT (9.959544018000031 52.440621564000082)",Unfall 10658 (2017) Kat:2,10658,2,1,8,01,12,3,0,,0,1,0,0
"POINT (9.482667292000031 52.302678802000059)",Unfall 10696 (2017) Kat:3,10696,3,2,2,01,18,2,1,,0,1,0,0
"POINT (9.731779125000060 52.210096983000028)",Unfall 10697 (2017) Kat:3,10697,3,1,8,01,06,2,1,,0,1,0,0
"POINT (9.643991207000056 52.414349207000043)",Unfall 10700 (2017) Kat:1,10700,1,1,8,01,00,2,1,,0,1,0,0
"POINT (10.069892569000046 52.368365851000078)",Unfall 10709 (2017) Kat:3,10709,3,6,2,02,15,7,0,,0,1,0,0
"POINT (10.115906704000054 52.363708694000081)",Unfall 10710 (2017) Kat:3,10710,3,6,3,02,11,7,0,,0,1,0,0
"POINT (9.775217193000060 52.330262268000070)",Unfall 10738 (2017) Kat:3,10738,3,1,0,02,18,6,1,,0,0,0,1
"POINT (9.793340012000044 52.393673146000026)",Unfall 10739 (2017) Kat:3,10739,3,2,3,02,13,6,0,,0,1,0,0
"POINT (9.426053280000076 52.429470234000064)",Unfall 10740 (2017) Kat:3,10740,3,6,2,02,12,6,1,,0,1,0,0
"POINT (9.709393954000063 52.169010655000079)",Unfall 10741 (2017) Kat:2,10741,2,3,5,02,09,6,1,,0,1,0,0
"POINT (9.823953612000025 52.292098648000035)",Unfall 10742 (2017) Kat:3,10742,3,2,6,02,18,6,1,,0,1,1,0
"POINT (9.790043521000030 52.559187717000043)",Unfall 10743 (2017) Kat:3,10743,3,1,8,02,12,6,1,,0,1,0,0
"POINT (9.667346324000050 52.377070328000059)",Unfall 10744 (2017) Kat:2,10744,2,3,5,02,17,6,1,,1,0,0,0
"POINT (9.486828399000046 52.395935754000050)",Unfall 10745 (2017) Kat:3,10745,3,6,2,02,16,6,1,,0,1,0,0
"POINT (9.719198592000055 52.421494118000055)",Unfall 10746 (2017) Kat:3,10746,3,2,2,02,12,6,1,,0,1,0,0
"POINT (9.644290382000065 52.423203386000068)",Unfall 10747 (2017) Kat:3,10747,3,6,2,02,13,6,1,,0,1,0,0
"POINT (9.804973403000076 52.457016354000075)",Unfall 10801 (2017) Kat:2,10801,2,3,5,02,19,5,0,,0,1,0,1
"POINT (9.758156969000027 52.452821053000036)",Unfall 10802 (2017) Kat:2,10802,2,6,2,02,18,5,0,,0,1,0,0
"POINT (9.734063623000054 52.387412842000060)",Unfall 10803 (2017) Kat:3,10803,3,2,6,02,18,5,0,,0,1,1,0
"POINT (9.740598513000066 52.607306276000031)",Unfall 10804 (2017) Kat:3,10804,3,6,2,02,18,5,0,,0,1,0,0
"POINT (9.762967379000031 52.427109500000029)",Unfall 10805 (2017) Kat:3,10805,3,6,2,02,14,5,0,,0,1,0,0
"POINT (9.733585306000066 52.369164073000036)",Unfall 10845 (2017) Kat:3,10845,3,3,5,02,20,4,0,,1,1,0,0
"POINT (9.670889227000032 52.382646277000049)",Unfall 10846 (2017) Kat:2,10846,2,2,6,02,14,4,0,,0,1,1,0
"POINT (9.638311775000034 52.416255606000050)",Unfall 10896 (2017) Kat:3,10896,3,6,2,02,14,3,0,,0,1,0,0
"POINT (9.323299810000037 52.405955293000034)",Unfall 10897 (2017) Kat:3,10897,3,1,8,02,20,3,0,,0,1,0,0
"POINT (9.721081163000065 52.324336803000051)",Unfall 10898 (2017) Kat:3,10898,3,6,2,02,08,3,1,,0,1,0,0
"POINT (9.457186915000023 52.505528076000076)",Unfall 10899 (2017) Kat:3,10899,3,6,2,02,12,3,0,,0,1,0,0
"POINT (9.729417481000041 52.489682901000037)",Unfall 10900 (2017) Kat:3,10900,3,2,5,02,19,3,0,,0,1,0,0
