WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.695987528000046 52.379878196000050)",Unfall 59053 (2020) Kat:3, Licht: 0,59053,3,6,2,01,11,5,1,0,0,1,0,0
"POINT (9.833550593000041 52.421019006000051)",Unfall 59054 (2020) Kat:3, Licht: 0,59054,3,6,2,01,09,5,1,0,0,1,0,0
"POINT (9.828598898000053 52.306735107000065)",Unfall 59080 (2020) Kat:3, Licht: 0,59080,3,6,2,01,13,4,0,0,0,1,0,0
"POINT (9.816317951000031 52.403769804000035)",Unfall 59081 (2020) Kat:2, Licht: 2,59081,2,6,3,01,01,4,1,2,0,1,0,0
"POINT (9.845874808000076 52.355077041000072)",Unfall 59082 (2020) Kat:3, Licht: 2,59082,3,6,2,01,01,4,0,2,0,1,0,0
"POINT (9.643285880000065 52.207296566000082)",Unfall 59253 (2020) Kat:3, Licht: 0,59253,3,1,8,01,15,6,1,0,0,1,0,0
"POINT (9.442326119000029 52.416783594000037)",Unfall 59260 (2020) Kat:3, Licht: 2,59260,3,3,5,01,17,4,0,2,1,1,0,0
"POINT (9.735563261000038 52.394512892000080)",Unfall 59266 (2020) Kat:2, Licht: 2,59266,2,4,6,01,07,6,1,2,0,1,1,0
"POINT (9.638946630000021 52.415746268000078)",Unfall 59268 (2020) Kat:3, Licht: 2,59268,3,6,2,01,05,3,1,2,0,1,0,0
"POINT (9.726655431000040 52.380950618000043)",Unfall 59274 (2020) Kat:3, Licht: 0,59274,3,6,2,01,08,3,1,0,0,1,0,0
"POINT (9.719076665000046 52.279261574000031)",Unfall 59278 (2020) Kat:3, Licht: 2,59278,3,1,8,01,21,3,0,2,0,1,0,0
"POINT (9.854433191000055 52.565745084000071)",Unfall 59280 (2020) Kat:3, Licht: 0,59280,3,2,2,01,12,3,1,0,0,1,0,0
"POINT (9.458385884000052 52.376560608000034)",Unfall 59283 (2020) Kat:2, Licht: 2,59283,2,1,8,01,22,3,0,2,0,1,0,0
"POINT (10.125509152000063 52.371926927000061)",Unfall 59285 (2020) Kat:3, Licht: 0,59285,3,3,5,01,09,7,0,0,0,1,0,0
"POINT (9.722120634000021 52.326840446000062)",Unfall 59305 (2020) Kat:3, Licht: 2,59305,3,6,2,01,18,5,1,2,0,1,0,0
"POINT (9.789952837000044 52.559334090000050)",Unfall 59310 (2020) Kat:3, Licht: 0,59310,3,6,2,01,13,6,1,0,0,1,0,0
"POINT (9.778008896000074 52.327923977000069)",Unfall 59315 (2020) Kat:3, Licht: 0,59315,3,6,2,01,12,6,0,0,0,1,0,0
"POINT (9.628200588000027 52.212522469000078)",Unfall 59328 (2020) Kat:3, Licht: 0,59328,3,2,6,01,08,7,1,0,0,0,1,0
"POINT (9.836727988000064 52.490071333000060)",Unfall 59334 (2020) Kat:3, Licht: 2,59334,3,6,2,01,17,4,1,2,0,1,0,0
"POINT (9.859999636000055 52.433952490000081)",Unfall 59372 (2020) Kat:3, Licht: 2,59372,3,3,5,01,07,6,1,2,1,1,0,0
"POINT (9.697642043000030 52.377150839000080)",Unfall 59380 (2020) Kat:3, Licht: 2,59380,3,6,2,01,18,4,1,2,0,1,0,0
"POINT (9.784042588000034 52.359383663000074)",Unfall 59385 (2020) Kat:3, Licht: 0,59385,3,6,2,01,10,6,1,0,0,1,0,0
"POINT (9.875511349000021 52.425004101000070)",Unfall 59393 (2020) Kat:3, Licht: 1,59393,3,6,2,01,07,4,1,1,0,1,0,0
"POINT (9.721787916000039 52.317111856000054)",Unfall 59403 (2020) Kat:3, Licht: 0,59403,3,6,2,01,15,2,0,0,0,1,0,0
"POINT (9.462746812000034 52.513095316000033)",Unfall 59405 (2020) Kat:3, Licht: 0,59405,3,6,2,01,13,7,0,0,0,1,0,0
"POINT (9.881400013000075 52.435586084000079)",Unfall 59409 (2020) Kat:3, Licht: 2,59409,3,2,2,01,19,2,1,2,0,1,0,0
"POINT (9.581696063000038 52.368265798000039)",Unfall 59425 (2020) Kat:3, Licht: 0,59425,3,5,1,01,11,5,1,0,1,0,0,0
"POINT (9.698006985000063 52.375215401000048)",Unfall 59430 (2020) Kat:3, Licht: 0,59430,3,6,0,01,15,6,0,0,1,0,1,0
"POINT (9.746061533000045 52.210663377000060)",Unfall 59449 (2020) Kat:3, Licht: 2,59449,3,7,9,01,05,7,0,2,0,0,0,0
"POINT (9.569878291000066 52.450502283000048)",Unfall 59456 (2020) Kat:3, Licht: 0,59456,3,3,5,01,13,4,1,0,0,1,0,0
"POINT (10.081781280000030 52.479583795000053)",Unfall 59462 (2020) Kat:3, Licht: 0,59462,3,1,0,01,12,7,0,0,0,1,0,0
"POINT (9.742933669000024 52.368454808000081)",Unfall 59484 (2020) Kat:2, Licht: 2,59484,2,3,5,01,17,5,1,2,1,0,0,0
"POINT (9.918229192000069 52.395242673000041)",Unfall 59488 (2020) Kat:3, Licht: 0,59488,3,6,2,01,08,6,0,0,0,1,0,0
"POINT (9.761245831000053 52.346135676000074)",Unfall 59493 (2020) Kat:3, Licht: 0,59493,3,3,5,01,07,6,1,0,1,1,0,0
"POINT (9.662380613000039 52.385014438000042)",Unfall 59512 (2020) Kat:3, Licht: 2,59512,3,3,5,01,06,4,1,2,0,1,0,1
"POINT (9.510155321000070 52.412777598000048)",Unfall 59522 (2020) Kat:3, Licht: 0,59522,3,6,2,01,14,7,0,0,0,1,0,0
"POINT (9.434553798000025 52.442945015000078)",Unfall 59539 (2020) Kat:3, Licht: 0,59539,3,2,2,01,13,3,0,0,0,1,0,0
"POINT (9.782185712000057 52.325118186000054)",Unfall 59540 (2020) Kat:3, Licht: 1,59540,3,2,5,01,07,6,1,1,1,1,0,0
"POINT (9.659951330000069 52.318412193000029)",Unfall 59546 (2020) Kat:3, Licht: 1,59546,3,3,5,01,16,3,0,1,1,1,0,0
"POINT (9.564088808000065 52.441036099000030)",Unfall 59549 (2020) Kat:3, Licht: 0,59549,3,5,0,01,11,3,0,0,0,0,0,0
"POINT (9.970477929000026 52.368557516000067)",Unfall 59552 (2020) Kat:3, Licht: 2,59552,3,5,1,01,16,3,0,2,0,1,0,0
"POINT (9.740278791000037 52.368041658000038)",Unfall 59564 (2020) Kat:3, Licht: 1,59564,3,3,5,01,16,1,0,1,1,0,0,0
"POINT (10.020596491000049 52.458155539000074)",Unfall 59565 (2020) Kat:3, Licht: 2,59565,3,6,2,01,17,3,0,2,0,1,0,0
"POINT (9.812340130000052 52.400127467000061)",Unfall 59569 (2020) Kat:3, Licht: 0,59569,3,6,3,01,07,3,0,0,0,1,0,0
"POINT (9.691274357000054 52.332127824000054)",Unfall 59579 (2020) Kat:3, Licht: 0,59579,3,6,2,01,11,6,0,0,0,1,0,0
"POINT (9.653246875000036 52.409115948000078)",Unfall 59597 (2020) Kat:3, Licht: 0,59597,3,6,2,01,13,6,0,0,0,1,0,0
"POINT (9.729183130000024 52.491616010000030)",Unfall 59604 (2020) Kat:3, Licht: 2,59604,3,2,5,01,07,2,1,2,0,1,0,0
"POINT (9.448651014000063 52.439111993000040)",Unfall 59612 (2020) Kat:3, Licht: 0,59612,3,3,5,01,08,6,0,0,1,1,0,0
"POINT (9.780485018000036 52.270050041000047)",Unfall 59619 (2020) Kat:3, Licht: 2,59619,3,6,2,01,21,1,1,2,0,1,0,0
"POINT (9.480077432000030 52.300995318000048)",Unfall 59658 (2020) Kat:3, Licht: 0,59658,3,6,0,01,15,2,0,0,0,1,0,0
"POINT (9.780496530000050 52.270026459000064)",Unfall 59666 (2020) Kat:3, Licht: 0,59666,3,6,2,01,13,6,0,0,0,1,0,0
"POINT (9.732183348000035 52.383011590000081)",Unfall 59668 (2020) Kat:3, Licht: 2,59668,3,6,4,01,18,5,0,2,1,0,0,0
"POINT (9.458030700000052 52.376355656000044)",Unfall 59671 (2020) Kat:3, Licht: 0,59671,3,6,2,01,13,5,0,0,0,1,0,0
"POINT (9.599389374000054 52.150228098000071)",Unfall 59672 (2020) Kat:3, Licht: 0,59672,3,1,1,01,08,6,2,0,0,1,1,0
"POINT (9.752320644000065 52.357771837000030)",Unfall 59674 (2020) Kat:3, Licht: 0,59674,3,4,6,01,11,5,0,0,1,0,1,0
"POINT (9.780648935000045 52.364971997000055)",Unfall 59676 (2020) Kat:3, Licht: 0,59676,3,7,9,01,13,5,0,0,0,1,0,0
"POINT (9.815066280000053 52.303732303000061)",Unfall 59679 (2020) Kat:3, Licht: 0,59679,3,2,6,01,09,5,1,0,0,1,1,0
"POINT (9.972979824000049 52.315264337000031)",Unfall 59680 (2020) Kat:3, Licht: 0,59680,3,3,5,01,16,7,0,0,0,1,0,0
"POINT (9.611257796000075 52.392048693000049)",Unfall 59683 (2020) Kat:3, Licht: 0,59683,3,3,5,01,13,6,0,0,1,1,0,0
"POINT (9.759050634000062 52.370325187000049)",Unfall 59713 (2020) Kat:3, Licht: 2,59713,3,3,5,01,20,1,0,2,0,1,0,0
"POINT (10.006563964000065 52.514024059000064)",Unfall 59729 (2020) Kat:3, Licht: 2,59729,3,3,5,01,17,6,0,2,0,1,0,0
"POINT (9.629209581000055 52.421773429000041)",Unfall 59733 (2020) Kat:3, Licht: 1,59733,3,6,2,01,07,2,1,1,0,1,0,0
"POINT (9.712505705000069 52.403059362000079)",Unfall 59745 (2020) Kat:3, Licht: 2,59745,3,6,2,01,17,6,0,2,0,1,0,0
"POINT (9.865084529000058 52.304579142000080)",Unfall 59754 (2020) Kat:3, Licht: 0,59754,3,1,9,01,15,7,0,0,0,1,0,0
"POINT (9.747825049000028 52.427300112000069)",Unfall 59761 (2020) Kat:3, Licht: 0,59761,3,6,2,01,14,6,0,0,0,1,0,0
"POINT (9.671693889000039 52.358471576000056)",Unfall 59791 (2020) Kat:3, Licht: 2,59791,3,5,1,01,19,4,0,2,1,1,0,0
"POINT (9.456905367000047 52.488319247000049)",Unfall 59793 (2020) Kat:3, Licht: 0,59793,3,6,3,01,13,4,0,0,1,0,0,0
"POINT (9.725241334000032 52.563567910000074)",Unfall 59795 (2020) Kat:3, Licht: 0,59795,3,3,5,01,12,4,0,0,1,1,0,0
"POINT (9.731478113000037 52.438672425000050)",Unfall 59796 (2020) Kat:3, Licht: 2,59796,3,3,5,01,06,4,0,2,1,1,0,0
"POINT (10.146540102000074 52.462834417000067)",Unfall 59799 (2020) Kat:3, Licht: 2,59799,3,2,2,01,17,4,0,2,0,1,0,0
"POINT (10.106161228000076 52.456766792000053)",Unfall 59800 (2020) Kat:3, Licht: 0,59800,3,6,2,01,07,4,0,0,0,1,0,0
"POINT (9.802981365000051 52.538848869000049)",Unfall 59801 (2020) Kat:3, Licht: 2,59801,3,6,2,01,17,4,0,2,0,0,0,0
"POINT (9.702451646000043 52.347362613000030)",Unfall 59803 (2020) Kat:3, Licht: 2,59803,3,7,0,01,20,2,1,2,1,0,0,0
"POINT (9.669365459000062 52.346679748000042)",Unfall 59804 (2020) Kat:3, Licht: 0,59804,3,4,6,01,14,4,0,0,0,1,1,0
"POINT (9.437085581000076 52.467088158000081)",Unfall 59807 (2020) Kat:3, Licht: 2,59807,3,3,5,01,06,2,1,2,0,1,0,1
"POINT (9.768638171000021 52.337961091000068)",Unfall 59808 (2020) Kat:3, Licht: 0,59808,3,2,6,01,12,4,0,0,0,1,1,0
"POINT (9.647551587000066 52.397019336000028)",Unfall 59809 (2020) Kat:3, Licht: 1,59809,3,2,3,01,07,2,1,1,1,1,0,0
"POINT (9.451340638000033 52.423976854000045)",Unfall 59816 (2020) Kat:3, Licht: 2,59816,3,6,2,01,07,2,1,2,0,1,0,0
"POINT (9.735244088000059 52.394470225000077)",Unfall 59818 (2020) Kat:2, Licht: 0,59818,2,4,0,01,14,6,0,0,1,0,1,0
"POINT (9.829543930000057 52.457301558000040)",Unfall 59822 (2020) Kat:2, Licht: 1,59822,2,2,5,01,08,6,0,1,0,1,0,0
"POINT (9.802930535000030 52.407231865000028)",Unfall 59825 (2020) Kat:3, Licht: 0,59825,3,4,6,01,08,2,1,0,1,0,1,0
"POINT (9.684896220000042 52.379633381000076)",Unfall 59830 (2020) Kat:3, Licht: 0,59830,3,7,0,01,08,7,0,0,0,0,0,0
"POINT (9.477456643000039 52.387450512000044)",Unfall 59831 (2020) Kat:3, Licht: 2,59831,3,6,2,01,06,2,1,2,0,1,0,0
"POINT (9.761538400000063 52.335696301000041)",Unfall 59833 (2020) Kat:3, Licht: 0,59833,3,3,5,01,11,6,0,0,1,1,0,0
"POINT (9.784959887000071 52.320668510000075)",Unfall 59839 (2020) Kat:3, Licht: 2,59839,3,6,2,01,18,1,0,2,0,1,0,0
"POINT (10.115111262000028 52.355715129000032)",Unfall 59840 (2020) Kat:3, Licht: 0,59840,3,3,5,01,14,2,0,0,0,1,0,0
"POINT (9.968836201000045 52.315184044000034)",Unfall 59843 (2020) Kat:3, Licht: 0,59843,3,2,6,01,09,2,1,0,0,1,1,0
"POINT (9.722326704000068 52.378475730000048)",Unfall 59849 (2020) Kat:3, Licht: 0,59849,3,6,2,01,12,2,1,0,0,1,0,0
"POINT (9.733368107000047 52.210084404000042)",Unfall 59857 (2020) Kat:1, Licht: 0,59857,1,1,4,01,08,2,1,0,0,1,0,0
"POINT (9.809056135000049 52.318135648000066)",Unfall 59861 (2020) Kat:3, Licht: 0,59861,3,2,2,01,10,2,1,0,0,1,0,0
"POINT (9.614094973000022 52.450625104000039)",Unfall 59878 (2020) Kat:3, Licht: 2,59878,3,1,8,01,19,2,1,2,0,1,0,0
"POINT (9.787100998000028 52.563781627000026)",Unfall 59890 (2020) Kat:3, Licht: 0,59890,3,6,2,01,12,6,0,0,0,1,0,0
"POINT (9.642988824000042 52.397059036000030)",Unfall 59899 (2020) Kat:1, Licht: 0,59899,1,4,6,01,15,7,0,0,0,1,1,0
"POINT (9.718510295000044 52.346537179000052)",Unfall 59903 (2020) Kat:3, Licht: 0,59903,3,2,5,01,10,3,0,0,0,1,0,0
"POINT (9.797987791000026 52.413122089000069)",Unfall 59913 (2020) Kat:3, Licht: 0,59913,3,4,6,01,12,5,0,0,0,1,1,0
"POINT (9.654420191000043 52.407951119000074)",Unfall 59921 (2020) Kat:3, Licht: 0,59921,3,6,2,01,15,2,0,0,0,1,0,0
"POINT (9.963804298000071 52.313296681000054)",Unfall 59939 (2020) Kat:3, Licht: 2,59939,3,4,0,01,07,2,1,2,0,1,1,0
"POINT (9.711930307000046 52.405234901000028)",Unfall 59944 (2020) Kat:3, Licht: 0,59944,3,1,8,01,12,3,1,0,0,0,0,0
"POINT (9.813471325000023 52.318957310000030)",Unfall 59951 (2020) Kat:3, Licht: 2,59951,3,6,8,01,19,6,1,2,0,1,0,0
"POINT (10.150415543000065 52.463904253000067)",Unfall 59960 (2020) Kat:2, Licht: 1,59960,2,3,5,01,07,2,1,1,0,1,0,0
"POINT (9.834484871000029 52.420867696000073)",Unfall 59963 (2020) Kat:3, Licht: 0,59963,3,6,2,01,12,1,1,0,0,1,0,1
"POINT (9.968361411000046 52.367458263000060)",Unfall 59965 (2020) Kat:3, Licht: 2,59965,3,2,6,01,20,3,1,2,0,1,1,0
"POINT (9.688615967000033 52.374885085000074)",Unfall 59970 (2020) Kat:2, Licht: 0,59970,2,3,5,01,08,6,0,0,1,1,0,0
"POINT (9.779467023000052 52.377448680000043)",Unfall 59971 (2020) Kat:3, Licht: 0,59971,3,6,2,01,07,4,1,0,0,1,0,0
"POINT (9.508446548000052 52.413001456000075)",Unfall 59973 (2020) Kat:3, Licht: 0,59973,3,2,2,01,16,5,0,0,0,1,0,0
"POINT (9.654853526000068 52.407518860000039)",Unfall 59974 (2020) Kat:3, Licht: 0,59974,3,6,2,01,14,4,1,0,0,1,0,0
"POINT (9.735674002000053 52.402791866000030)",Unfall 59980 (2020) Kat:3, Licht: 2,59980,3,4,6,01,07,3,1,2,0,0,1,0
"POINT (10.166835444000071 52.433878022000044)",Unfall 60017 (2020) Kat:3, Licht: 2,60017,3,3,5,01,18,2,1,2,0,1,0,0
"POINT (10.096503010000049 52.364827594000076)",Unfall 60020 (2020) Kat:1, Licht: 2,60020,1,1,9,01,21,1,0,2,0,1,0,0
"POINT (9.793862227000034 52.394736318000071)",Unfall 60022 (2020) Kat:3, Licht: 0,60022,3,6,2,01,10,2,1,0,0,1,0,0
"POINT (9.474242929000070 52.389279571000031)",Unfall 60029 (2020) Kat:3, Licht: 2,60029,3,3,5,01,17,7,0,2,0,1,0,0
"POINT (9.734251785000026 52.387021808000043)",Unfall 60033 (2020) Kat:3, Licht: 0,60033,3,6,2,01,15,6,0,0,0,1,0,0
"POINT (9.581315876000076 52.423557344000073)",Unfall 60040 (2020) Kat:3, Licht: 0,60040,3,6,2,01,12,3,1,0,0,1,0,0
"POINT (9.717934813000056 52.608554899000069)",Unfall 60045 (2020) Kat:3, Licht: 0,60045,3,2,5,01,14,3,1,0,0,1,0,0
"POINT (9.724448536000068 52.336927664000029)",Unfall 60048 (2020) Kat:3, Licht: 0,60048,3,6,2,01,16,4,1,0,0,1,0,0
"POINT (9.551474219000056 52.322745824000037)",Unfall 60052 (2020) Kat:3, Licht: 0,60052,3,2,5,01,15,4,1,0,0,1,0,0
"POINT (9.727238959000033 52.366798702000040)",Unfall 60061 (2020) Kat:3, Licht: 1,60061,3,3,0,01,07,4,1,1,0,1,0,0
"POINT (9.611806982000076 52.217813083000067)",Unfall 60075 (2020) Kat:2, Licht: 1,60075,2,1,8,01,07,5,1,1,0,1,0,0
"POINT (9.558282893000069 52.422646335000081)",Unfall 60100 (2020) Kat:3, Licht: 2,60100,3,6,6,01,17,2,1,2,1,0,1,0
"POINT (9.708026137000047 52.420909689000041)",Unfall 60109 (2020) Kat:3, Licht: 0,60109,3,2,4,01,16,4,1,0,0,1,0,0
"POINT (9.473512141000072 52.299325396000029)",Unfall 60113 (2020) Kat:3, Licht: 0,60113,3,2,2,01,14,6,0,0,0,1,0,0
"POINT (9.834492132000037 52.420863006000047)",Unfall 60125 (2020) Kat:3, Licht: 0,60125,3,6,2,01,12,1,1,0,0,1,0,0
"POINT (9.998758471000031 52.493680533000031)",Unfall 60127 (2020) Kat:3, Licht: 0,60127,3,1,8,01,13,3,1,0,0,1,0,0
"POINT (9.706584707000047 52.424096228000053)",Unfall 60130 (2020) Kat:3, Licht: 0,60130,3,7,0,01,14,4,1,0,0,0,0,0
"POINT (9.778651823000075 52.370653857000036)",Unfall 60132 (2020) Kat:3, Licht: 0,60132,3,6,2,01,13,6,0,0,0,1,0,0
"POINT (9.817890826000053 52.428019623000068)",Unfall 60134 (2020) Kat:3, Licht: 0,60134,3,6,2,01,12,4,1,0,0,1,0,0
"POINT (9.733311607000076 52.421046590000060)",Unfall 60135 (2020) Kat:3, Licht: 0,60135,3,2,3,01,08,5,1,0,0,1,0,0
"POINT (9.507099192000055 52.407920683000043)",Unfall 60142 (2020) Kat:3, Licht: 0,60142,3,1,9,01,11,3,1,0,0,1,0,0
"POINT (9.501432333000025 52.289422667000053)",Unfall 60145 (2020) Kat:3, Licht: 0,60145,3,7,6,01,08,4,1,0,0,1,1,0
"POINT (9.771189795000055 52.371056842000030)",Unfall 60154 (2020) Kat:3, Licht: 1,60154,3,3,5,01,07,3,0,1,1,1,0,0
"POINT (9.735024147000047 52.393409859000030)",Unfall 60157 (2020) Kat:3, Licht: 0,60157,3,6,2,01,07,3,0,0,0,1,0,0
"POINT (9.816812233000064 52.285542180000050)",Unfall 60160 (2020) Kat:3, Licht: 2,60160,3,6,2,01,18,2,1,2,0,1,0,0
"POINT (9.798467753000068 52.412234215000069)",Unfall 60164 (2020) Kat:3, Licht: 0,60164,3,4,0,01,13,3,0,0,0,1,1,0
"POINT (9.725829482000052 52.232243171000050)",Unfall 60173 (2020) Kat:3, Licht: 0,60173,3,1,9,01,09,3,2,0,0,1,0,0
"POINT (9.613515867000047 52.392188865000037)",Unfall 60177 (2020) Kat:3, Licht: 0,60177,3,3,5,01,13,3,0,0,0,1,0,0
"POINT (9.720544189000066 52.458764109000072)",Unfall 60180 (2020) Kat:3, Licht: 2,60180,3,3,5,01,18,2,1,2,0,1,0,0
"POINT (9.781561910000050 52.424883783000041)",Unfall 60183 (2020) Kat:3, Licht: 2,60183,3,7,0,01,01,1,1,2,1,0,0,0
"POINT (9.618185119000032 52.428725765000081)",Unfall 60185 (2020) Kat:3, Licht: 2,60185,3,2,5,01,17,3,1,2,0,1,0,0
"POINT (9.668115619000048 52.343675491000056)",Unfall 60186 (2020) Kat:3, Licht: 2,60186,3,4,6,01,17,3,0,2,0,1,1,0
"POINT (9.483958610000059 52.292490394000026)",Unfall 60192 (2020) Kat:3, Licht: 0,60192,3,5,1,01,10,3,0,0,0,1,0,0
"POINT (9.815471067000033 52.363546811000049)",Unfall 60196 (2020) Kat:2, Licht: 0,60196,2,2,6,01,10,3,0,0,0,1,1,0
"POINT (9.690151421000053 52.374781812000037)",Unfall 60197 (2020) Kat:3, Licht: 0,60197,3,6,2,01,09,6,1,0,0,1,0,0
"POINT (9.735589080000068 52.394644884000058)",Unfall 60199 (2020) Kat:3, Licht: 2,60199,3,2,5,01,07,2,1,2,1,1,0,0
"POINT (9.838871592000032 52.274695424000072)",Unfall 60203 (2020) Kat:3, Licht: 0,60203,3,6,4,01,11,1,0,0,0,1,0,0
"POINT (9.668127990000073 52.343876224000041)",Unfall 60205 (2020) Kat:2, Licht: 1,60205,2,2,6,01,16,3,1,1,0,1,1,0
"POINT (9.759734675000061 52.427191505000053)",Unfall 60206 (2020) Kat:3, Licht: 2,60206,3,6,2,01,03,3,0,2,0,1,0,0
"POINT (9.599703841000064 52.319556209000041)",Unfall 60208 (2020) Kat:2, Licht: 0,60208,2,3,5,01,13,4,0,0,1,1,0,0
"POINT (9.721304718000056 52.338194071000032)",Unfall 60210 (2020) Kat:3, Licht: 2,60210,3,6,2,01,06,6,1,2,0,1,0,0
"POINT (9.879516830000057 52.425488270000073)",Unfall 60211 (2020) Kat:3, Licht: 2,60211,3,6,2,01,18,4,1,2,0,1,0,0
"POINT (9.465985677000049 52.397097703000043)",Unfall 60214 (2020) Kat:2, Licht: 1,60214,2,1,8,01,16,6,0,1,0,1,0,0
"POINT (9.728453450000075 52.318614507000063)",Unfall 60215 (2020) Kat:3, Licht: 2,60215,3,2,5,01,18,4,1,2,0,1,0,0
"POINT (9.892995033000034 52.429971428000044)",Unfall 60221 (2020) Kat:3, Licht: 1,60221,3,6,3,01,07,3,1,1,0,1,0,0
"POINT (9.628216350000059 52.422239139000055)",Unfall 60224 (2020) Kat:3, Licht: 0,60224,3,6,2,01,13,4,1,0,0,1,0,0
"POINT (9.783853409000074 52.382424804000038)",Unfall 60234 (2020) Kat:3, Licht: 0,60234,3,6,2,01,07,4,1,0,0,1,0,0
"POINT (9.739419980000037 52.453262764000044)",Unfall 60237 (2020) Kat:3, Licht: 0,60237,3,3,5,01,14,5,0,0,0,1,0,0
"POINT (9.575438897000026 52.270154979000040)",Unfall 60262 (2020) Kat:3, Licht: 1,60262,3,3,5,01,07,2,1,1,1,0,0,0
"POINT (9.662602766000020 52.341830188000074)",Unfall 60273 (2020) Kat:3, Licht: 0,60273,3,2,5,01,08,6,1,0,1,1,0,0
"POINT (9.704046992000031 52.423216351000065)",Unfall 60280 (2020) Kat:3, Licht: 2,60280,3,3,5,01,18,2,1,2,0,1,0,0
"POINT (9.512018506000061 52.319964588000062)",Unfall 60283 (2020) Kat:2, Licht: 0,60283,2,1,8,01,13,1,0,0,0,1,0,0
"POINT (9.736702815000058 52.466300327000056)",Unfall 60285 (2020) Kat:3, Licht: 2,60285,3,1,9,01,06,3,1,2,0,1,0,0
"POINT (9.733948507000036 52.368898339000054)",Unfall 60288 (2020) Kat:3, Licht: 0,60288,3,2,5,01,08,4,1,0,1,1,0,0
"POINT (9.635883097000033 52.417612489000078)",Unfall 60291 (2020) Kat:3, Licht: 0,60291,3,6,2,01,13,6,0,0,0,1,0,0
"POINT (9.328277695000054 52.518605153000067)",Unfall 60293 (2020) Kat:3, Licht: 1,60293,3,6,8,01,17,4,1,1,0,1,0,0
"POINT (9.728691835000063 52.373245780000047)",Unfall 60294 (2020) Kat:3, Licht: 0,60294,3,6,3,01,16,5,0,0,0,1,0,0
"POINT (9.782811927000068 52.260568656000032)",Unfall 60319 (2020) Kat:3, Licht: 2,60319,3,6,2,02,21,7,0,2,0,1,1,0
"POINT (9.635914798000044 52.421785730000067)",Unfall 60321 (2020) Kat:3, Licht: 2,60321,3,6,2,02,18,4,0,2,0,1,0,0
"POINT (9.708845788000076 52.366050863000055)",Unfall 60324 (2020) Kat:2, Licht: 0,60324,2,2,6,02,08,4,1,0,0,1,1,0
"POINT (9.560388997000075 52.421817654000051)",Unfall 60349 (2020) Kat:1, Licht: 2,60349,1,4,6,02,21,5,0,2,0,1,1,0
"POINT (9.591112305000024 52.287234743000056)",Unfall 60351 (2020) Kat:3, Licht: 2,60351,3,1,8,02,05,2,1,2,0,0,0,0
"POINT (9.889307759000076 52.295749610000030)",Unfall 60374 (2020) Kat:3, Licht: 2,60374,3,1,8,02,00,3,1,2,0,1,0,0
"POINT (9.718060221000030 52.367186905000040)",Unfall 60390 (2020) Kat:3, Licht: 0,60390,3,3,0,02,11,2,1,0,0,1,0,0
"POINT (9.411491365000074 52.427684765000038)",Unfall 60391 (2020) Kat:3, Licht: 1,60391,3,6,2,02,08,2,1,1,0,1,0,0
"POINT (9.663950814000032 52.315333145000068)",Unfall 60394 (2020) Kat:3, Licht: 0,60394,3,6,2,02,12,2,1,0,0,1,0,0
