WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.618243280000058 52.026417309000067)",Unfall 101043 (2019) Kat:3, Licht: 2,101043,3,2,5,03,21,1,1,2,0,1,0,0,0,0
"POINT (7.632555962000026 51.953768271000058)",Unfall 101047 (2019) Kat:2, Licht: 2,101047,2,4,6,03,22,7,1,2,0,0,1,1,0,0
"POINT (7.559584280000024 51.988738377000061)",Unfall 101049 (2019) Kat:3, Licht: 0,101049,3,1,2,03,14,6,0,0,0,1,0,0,0,0
"POINT (7.677834309000048 51.919061154000076)",Unfall 101087 (2019) Kat:3, Licht: 0,101087,3,4,1,02,15,5,0,0,1,0,1,0,0,0
"POINT (7.660875611000051 51.967732689000059)",Unfall 101088 (2019) Kat:3, Licht: 0,101088,3,6,2,02,14,5,0,0,0,1,0,0,0,0
"POINT (7.601168423000047 51.888806347000070)",Unfall 101232 (2019) Kat:3, Licht: 0,101232,3,6,1,02,16,4,0,0,0,1,0,0,0,0
"POINT (7.634468395000056 51.906468320000045)",Unfall 101233 (2019) Kat:3, Licht: 0,101233,3,3,5,02,07,4,0,0,1,1,0,0,0,0
"POINT (7.680122314000073 52.017194115000052)",Unfall 101268 (2019) Kat:3, Licht: 2,101268,3,1,9,03,05,1,1,2,0,1,0,0,0,0
"POINT (7.640872766000030 51.957274957000038)",Unfall 101290 (2019) Kat:3, Licht: 0,101290,3,4,6,03,17,6,0,0,1,0,1,0,0,0
"POINT (7.613735453000061 51.846914155000036)",Unfall 101294 (2019) Kat:2, Licht: 0,101294,2,1,9,03,12,6,1,0,0,1,0,0,0,0
"POINT (7.647414494000032 51.959027910000032)",Unfall 101393 (2019) Kat:2, Licht: 0,101393,2,2,5,03,17,4,1,0,1,1,0,0,0,0
"POINT (7.631972055000063 51.962865164000050)",Unfall 101394 (2019) Kat:3, Licht: 0,101394,3,2,5,03,12,4,0,0,1,0,0,0,0,1
"POINT (7.650654997000061 51.964848538000069)",Unfall 101526 (2019) Kat:3, Licht: 1,101526,3,2,5,03,19,3,0,1,1,1,0,0,0,0
"POINT (7.639418697000053 51.957975652000073)",Unfall 101528 (2019) Kat:3, Licht: 0,101528,3,3,5,03,16,3,0,0,1,1,0,0,0,0
"POINT (7.647386678000032 51.958257206000042)",Unfall 101555 (2019) Kat:3, Licht: 0,101555,3,3,5,03,13,5,1,0,1,1,0,0,0,0
"POINT (7.616641503000039 51.939647408000042)",Unfall 101556 (2019) Kat:3, Licht: 0,101556,3,6,2,03,17,5,0,0,0,1,0,0,0,0
"POINT (7.615001568000025 51.967296792000070)",Unfall 101654 (2019) Kat:3, Licht: 2,101654,3,6,2,03,21,2,0,2,0,1,0,0,0,0
