WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (7.157173487000023 51.264712397000039)",Unfall 100211 (2019) Kat:2, Licht: 0,100211,2,4,6,02,13,3,0,0,0,1,1,0,0,0
"POINT (7.124817768000071 51.263591713000039)",Unfall 100263 (2019) Kat:3, Licht: 0,100263,3,6,0,02,10,3,0,0,0,1,0,0,0,1
"POINT (7.148489945000051 51.270237724000026)",Unfall 100283 (2019) Kat:3, Licht: 0,100283,3,6,1,02,14,2,0,0,0,1,0,0,0,0
"POINT (7.213732834000041 51.274525738000079)",Unfall 100337 (2019) Kat:2, Licht: 2,100337,2,4,6,02,19,2,0,2,0,1,1,0,0,0
"POINT (7.249603539000020 51.281734264000079)",Unfall 100410 (2019) Kat:2, Licht: 2,100410,2,6,2,02,18,7,0,2,0,1,0,1,0,0
"POINT (7.252855862000047 51.282571406000045)",Unfall 100493 (2019) Kat:3, Licht: 1,100493,3,4,6,02,07,6,1,1,0,1,1,0,0,0
"POINT (7.245765669000036 51.280956719000073)",Unfall 100591 (2019) Kat:2, Licht: 0,100591,2,4,6,02,16,5,0,0,0,1,1,0,0,0
"POINT (7.207998208000049 51.282283650000068)",Unfall 100593 (2019) Kat:2, Licht: 0,100593,2,7,1,02,11,5,0,0,0,1,0,1,0,0
"POINT (7.195361612000056 51.268882019000046)",Unfall 100595 (2019) Kat:3, Licht: 0,100595,3,4,6,02,11,5,0,0,0,1,1,0,0,0
"POINT (7.235580744000060 51.231629491000035)",Unfall 100658 (2019) Kat:3, Licht: 2,100658,3,7,1,02,21,3,0,2,0,1,0,1,0,0
"POINT (7.226619022000023 51.270721779000041)",Unfall 100660 (2019) Kat:3, Licht: 0,100660,3,6,3,02,17,3,0,0,0,1,0,0,0,0
"POINT (7.219665576000068 51.275279297000054)",Unfall 100833 (2019) Kat:3, Licht: 0,100833,3,7,6,02,17,2,0,0,1,0,1,0,0,0
"POINT (7.105699619000063 51.207889274000081)",Unfall 100835 (2019) Kat:3, Licht: 0,100835,3,6,3,02,15,2,0,0,0,1,0,0,0,1
"POINT (7.225345677000064 51.249413562000029)",Unfall 100908 (2019) Kat:3, Licht: 0,100908,3,7,0,02,12,2,0,0,0,1,0,0,0,0
"POINT (7.147657882000033 51.260281196000051)",Unfall 101325 (2019) Kat:3, Licht: 1,101325,3,6,2,02,18,4,0,1,0,1,0,0,0,0
"POINT (7.150036712000031 51.257044072000042)",Unfall 101327 (2019) Kat:3, Licht: 0,101327,3,6,2,02,15,4,0,0,0,1,0,0,0,0
"POINT (7.132398922000050 51.262423390000038)",Unfall 101328 (2019) Kat:3, Licht: 0,101328,3,6,2,02,15,4,0,0,0,1,0,1,0,0
