WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.741064552000069 52.368097729000056)",Unfall 79646 (2019) Kat:2, Licht: 0,79646,2,6,2,06,18,7,0,0,0,1,0,0
"POINT (9.760030912000048 52.347964003000072)",Unfall 79647 (2019) Kat:3, Licht: 0,79647,3,3,5,06,18,7,0,0,1,1,0,0
"POINT (9.649054048000039 52.412351818000047)",Unfall 79648 (2019) Kat:3, Licht: 0,79648,3,6,2,06,17,7,0,0,0,1,0,0
"POINT (10.074871876000032 52.451436697000076)",Unfall 79649 (2019) Kat:2, Licht: 1,79649,2,1,9,06,06,7,1,1,0,1,0,0
"POINT (9.790328949000070 52.558726993000050)",Unfall 79650 (2019) Kat:3, Licht: 0,79650,3,6,2,06,10,7,0,0,0,1,0,0
"POINT (9.701468133000049 52.370653232000052)",Unfall 79700 (2019) Kat:3, Licht: 2,79700,3,1,9,06,23,6,1,2,0,1,0,0
"POINT (9.681115607000038 52.359678212000063)",Unfall 79701 (2019) Kat:3, Licht: 0,79701,3,2,2,06,12,6,0,0,0,1,0,0
"POINT (9.736173504000021 52.399416726000027)",Unfall 79702 (2019) Kat:3, Licht: 0,79702,3,2,0,06,15,6,0,0,0,0,0,1
"POINT (9.749309354000047 52.273356646000082)",Unfall 79703 (2019) Kat:3, Licht: 0,79703,3,2,4,06,10,6,0,0,0,1,0,1
"POINT (9.607360197000048 52.289811378000081)",Unfall 79704 (2019) Kat:3, Licht: 0,79704,3,7,0,06,19,6,0,0,0,0,0,1
"POINT (9.548588013000028 52.340087076000032)",Unfall 79705 (2019) Kat:3, Licht: 0,79705,3,6,4,06,15,6,0,0,1,0,0,0
"POINT (10.022096395000062 52.456680983000069)",Unfall 79706 (2019) Kat:3, Licht: 0,79706,3,6,2,06,17,6,0,0,0,1,0,0
"POINT (9.820890044000066 52.407934589000035)",Unfall 79707 (2019) Kat:3, Licht: 0,79707,3,2,5,06,12,6,0,0,0,1,0,0
"POINT (9.886367031000077 52.427453649000029)",Unfall 79708 (2019) Kat:3, Licht: 0,79708,3,6,9,06,19,6,0,0,0,1,0,0
"POINT (9.893750335000050 52.417228521000027)",Unfall 79709 (2019) Kat:3, Licht: 0,79709,3,6,3,06,19,6,0,0,0,1,0,0
"POINT (9.708313320000059 52.425925526000071)",Unfall 79710 (2019) Kat:2, Licht: 0,79710,2,3,5,06,16,6,0,0,1,1,0,0
"POINT (9.897247081000046 52.313933792000057)",Unfall 79711 (2019) Kat:2, Licht: 0,79711,2,7,5,06,15,6,0,0,1,1,0,0
"POINT (9.961161862000040 52.390211874000045)",Unfall 79712 (2019) Kat:2, Licht: 0,79712,2,6,2,06,15,6,0,0,0,1,0,0
"POINT (9.774103863000050 52.343059331000063)",Unfall 79713 (2019) Kat:3, Licht: 0,79713,3,6,3,06,07,6,0,0,0,1,0,0
"POINT (9.771209255000031 52.579525830000080)",Unfall 79714 (2019) Kat:3, Licht: 0,79714,3,6,2,06,12,6,0,0,0,1,0,1
"POINT (9.889381261000040 52.295484556000076)",Unfall 79715 (2019) Kat:3, Licht: 0,79715,3,6,0,06,13,6,0,0,0,1,0,0
"POINT (9.568606127000066 52.303666295000028)",Unfall 79748 (2019) Kat:3, Licht: 0,79748,3,1,8,06,14,4,1,0,0,1,0,0
"POINT (9.467139717000066 52.381700497000054)",Unfall 79750 (2019) Kat:3, Licht: 0,79750,3,6,2,06,11,4,0,0,0,1,0,0
"POINT (9.857390036000027 52.407976257000030)",Unfall 79753 (2019) Kat:3, Licht: 0,79753,3,6,2,06,09,4,0,0,0,0,0,0
"POINT (9.420063565000021 52.425118010000062)",Unfall 79763 (2019) Kat:3, Licht: 0,79763,3,3,5,06,18,5,0,0,1,1,0,0
"POINT (9.463607607000029 52.535337224000045)",Unfall 79765 (2019) Kat:3, Licht: 0,79765,3,3,5,06,06,5,1,0,0,1,0,0
"POINT (9.754828003000057 52.436255099000050)",Unfall 79766 (2019) Kat:3, Licht: 0,79766,3,3,5,06,14,5,0,0,1,0,0,0
"POINT (9.827122594000059 52.342276679000065)",Unfall 79768 (2019) Kat:3, Licht: 0,79768,3,3,5,06,17,5,0,0,1,0,0,0
"POINT (9.856574307000074 52.388545374000046)",Unfall 79770 (2019) Kat:3, Licht: 0,79770,3,3,5,06,14,5,0,0,1,1,0,0
"POINT (9.718222480000065 52.394347425000035)",Unfall 79773 (2019) Kat:3, Licht: 2,79773,3,1,0,06,00,5,0,2,1,0,0,0
"POINT (9.740056046000063 52.302058103000036)",Unfall 79852 (2019) Kat:3, Licht: 0,79852,3,6,2,06,17,1,0,0,0,1,0,0
"POINT (9.884472430000074 52.426677692000055)",Unfall 79853 (2019) Kat:3, Licht: 0,79853,3,3,0,06,15,1,0,0,0,1,0,1
"POINT (9.426734480000050 52.429640027000062)",Unfall 79881 (2019) Kat:3, Licht: 0,79881,3,6,2,06,14,7,0,0,0,1,0,0
"POINT (9.580012971000031 52.440321721000032)",Unfall 79882 (2019) Kat:3, Licht: 0,79882,3,3,5,06,10,7,0,0,1,1,0,0
"POINT (9.725207007000051 52.563350191000040)",Unfall 79883 (2019) Kat:3, Licht: 0,79883,3,6,2,06,10,7,0,0,0,1,0,0
"POINT (9.968551846000025 52.373260329000061)",Unfall 79884 (2019) Kat:3, Licht: 2,79884,3,5,1,06,02,7,0,2,0,1,0,0
"POINT (10.032943655000054 52.379001304000042)",Unfall 79885 (2019) Kat:3, Licht: 0,79885,3,6,2,06,16,7,0,0,0,1,0,0
"POINT (9.799493712000071 52.409206600000061)",Unfall 79886 (2019) Kat:3, Licht: 0,79886,3,4,0,06,10,7,0,0,1,0,1,0
"POINT (9.719236502000058 52.349560325000027)",Unfall 79945 (2019) Kat:3, Licht: 0,79945,3,6,2,06,15,6,0,0,0,1,0,0
"POINT (9.844803434000028 52.389582959000052)",Unfall 79946 (2019) Kat:3, Licht: 0,79946,3,7,0,06,05,6,0,0,1,0,0,0
"POINT (9.736032712000053 52.400418736000063)",Unfall 79947 (2019) Kat:3, Licht: 0,79947,3,2,3,06,18,6,0,0,1,1,0,0
"POINT (9.732278124000061 52.383112397000048)",Unfall 79948 (2019) Kat:3, Licht: 0,79948,3,6,2,06,11,6,0,0,0,1,0,0
"POINT (9.778779519000068 52.269788408000068)",Unfall 79949 (2019) Kat:3, Licht: 0,79949,3,6,2,06,16,6,0,0,0,1,0,0
"POINT (9.632910886000047 52.253285105000032)",Unfall 79950 (2019) Kat:3, Licht: 2,79950,3,7,8,06,04,6,0,2,0,0,0,0
"POINT (9.746734154000023 52.547529237000049)",Unfall 79951 (2019) Kat:3, Licht: 0,79951,3,6,4,06,18,6,0,0,1,0,0,0
"POINT (9.841378371000076 52.416516290000061)",Unfall 79952 (2019) Kat:3, Licht: 0,79952,3,6,2,06,20,6,0,0,0,1,0,0
"POINT (9.789814335000074 52.354666522000059)",Unfall 79953 (2019) Kat:3, Licht: 0,79953,3,1,9,06,18,6,0,0,0,0,0,1
"POINT (9.777896645000055 52.372026393000056)",Unfall 79954 (2019) Kat:3, Licht: 0,79954,3,6,2,06,15,6,0,0,0,1,0,0
"POINT (10.119048413000030 52.363230234000071)",Unfall 79955 (2019) Kat:3, Licht: 0,79955,3,1,9,06,16,6,0,0,0,0,0,1
"POINT (9.652534703000072 52.409766918000059)",Unfall 80053 (2019) Kat:3, Licht: 0,80053,3,6,2,06,17,3,0,0,0,1,0,0
"POINT (9.782125481000037 52.424702503000049)",Unfall 80056 (2019) Kat:3, Licht: 0,80056,3,3,5,06,17,3,0,0,1,1,0,0
"POINT (9.665544333000071 52.332906843000046)",Unfall 80058 (2019) Kat:3, Licht: 0,80058,3,3,5,06,15,3,0,0,1,1,0,0
"POINT (9.792838450000033 52.518526962000067)",Unfall 80059 (2019) Kat:3, Licht: 0,80059,3,2,2,06,17,3,0,0,0,1,0,0
"POINT (9.969705147000070 52.469831995000050)",Unfall 80061 (2019) Kat:3, Licht: 0,80061,3,3,5,06,16,3,0,0,1,1,0,0
"POINT (9.726808768000069 52.513911002000043)",Unfall 80062 (2019) Kat:2, Licht: 0,80062,2,7,9,06,17,3,0,0,0,1,0,0
"POINT (9.736587249000024 52.611823461000029)",Unfall 80063 (2019) Kat:3, Licht: 0,80063,3,6,2,06,19,5,0,0,0,1,0,0
"POINT (9.830190459000050 52.385442321000028)",Unfall 80064 (2019) Kat:3, Licht: 0,80064,3,7,8,06,11,3,0,0,1,0,0,0
"POINT (9.781151733000058 52.324722993000080)",Unfall 80066 (2019) Kat:3, Licht: 0,80066,3,3,5,06,12,3,0,0,0,1,0,0
"POINT (9.651355958000067 52.419585636000079)",Unfall 80067 (2019) Kat:3, Licht: 0,80067,3,2,5,06,06,3,0,0,0,1,0,0
"POINT (9.699924887000066 52.347597210000060)",Unfall 80069 (2019) Kat:3, Licht: 0,80069,3,6,2,06,09,5,0,0,0,0,0,0
"POINT (9.816760093000028 52.285029287000043)",Unfall 80072 (2019) Kat:3, Licht: 0,80072,3,6,2,06,16,5,0,0,0,1,0,0
"POINT (9.489456778000033 52.490569128000061)",Unfall 80074 (2019) Kat:3, Licht: 0,80074,3,3,5,06,19,5,0,0,0,1,0,0
"POINT (9.510149271000046 52.290241984000033)",Unfall 80076 (2019) Kat:3, Licht: 0,80076,3,2,5,06,20,5,0,0,1,1,0,0
"POINT (9.814275527000063 52.460259562000033)",Unfall 80079 (2019) Kat:3, Licht: 0,80079,3,6,2,06,09,5,0,0,0,1,0,0
"POINT (9.794068385000060 52.536001026000065)",Unfall 80081 (2019) Kat:3, Licht: 0,80081,3,6,2,06,14,5,0,0,0,1,0,0
"POINT (9.898934859000065 52.397256179000067)",Unfall 80083 (2019) Kat:3, Licht: 0,80083,3,6,2,06,12,5,0,0,0,1,0,0
"POINT (9.555662957000038 52.204696400000046)",Unfall 80086 (2019) Kat:2, Licht: 0,80086,2,1,0,06,11,5,0,0,0,0,0,1
"POINT (9.760533462000069 52.587235839000073)",Unfall 80088 (2019) Kat:3, Licht: 0,80088,3,6,2,06,10,5,0,0,0,1,0,0
"POINT (9.813152147000039 52.429417739000030)",Unfall 80091 (2019) Kat:3, Licht: 0,80091,3,6,2,06,08,5,0,0,0,0,0,0
"POINT (9.637813801000050 52.416428766000081)",Unfall 80162 (2019) Kat:3, Licht: 0,80162,3,6,2,06,08,2,0,0,0,1,0,0
"POINT (9.839541687000065 52.272578841000040)",Unfall 80164 (2019) Kat:3, Licht: 0,80164,3,5,0,06,15,2,0,0,1,1,0,0
"POINT (9.865464148000058 52.362740583000061)",Unfall 80165 (2019) Kat:3, Licht: 0,80165,3,6,2,06,07,2,0,0,0,1,0,0
"POINT (9.719317804000070 52.421486775000062)",Unfall 80167 (2019) Kat:3, Licht: 0,80167,3,2,5,06,14,2,0,0,0,1,0,1
"POINT (9.733904983000059 52.309598675000075)",Unfall 80168 (2019) Kat:3, Licht: 0,80168,3,2,4,06,12,2,0,0,0,1,0,0
"POINT (9.611168837000037 52.431484132000037)",Unfall 80170 (2019) Kat:3, Licht: 0,80170,3,6,2,06,16,2,0,0,0,1,0,0
"POINT (9.845656660000032 52.564478318000056)",Unfall 80172 (2019) Kat:3, Licht: 0,80172,3,2,2,06,14,2,0,0,0,1,0,0
"POINT (9.773430867000059 52.370974174000082)",Unfall 80173 (2019) Kat:3, Licht: 0,80173,3,6,2,06,13,2,0,0,0,1,0,0
"POINT (9.779083331000038 52.573329283000078)",Unfall 80176 (2019) Kat:3, Licht: 0,80176,3,6,2,06,11,2,0,0,0,1,0,0
"POINT (9.719211613000027 52.348449329000061)",Unfall 80183 (2019) Kat:3, Licht: 0,80183,3,6,3,06,10,4,0,0,0,1,0,0
"POINT (9.661622345000069 52.376962449000075)",Unfall 80185 (2019) Kat:3, Licht: 2,80185,3,1,7,06,23,4,0,2,0,1,0,0
"POINT (9.688864062000050 52.378190388000064)",Unfall 80188 (2019) Kat:3, Licht: 0,80188,3,6,4,06,08,4,0,0,1,0,0,0
"POINT (9.471143986000072 52.391262930000039)",Unfall 80191 (2019) Kat:3, Licht: 0,80191,3,1,8,06,12,4,0,0,0,1,0,0
"POINT (9.699706085000059 52.214337549000049)",Unfall 80193 (2019) Kat:3, Licht: 0,80193,3,6,2,06,14,4,1,0,0,1,0,0
"POINT (9.739304219000076 52.302791749000050)",Unfall 80196 (2019) Kat:3, Licht: 0,80196,3,7,4,06,18,4,1,0,0,1,0,1
"POINT (9.459743449000030 52.305364381000061)",Unfall 80197 (2019) Kat:3, Licht: 0,80197,3,2,5,06,11,4,0,0,1,0,0,1
"POINT (9.967389019000052 52.315379900000039)",Unfall 80199 (2019) Kat:3, Licht: 0,80199,3,2,4,06,18,4,1,0,1,1,0,0
"POINT (10.108237931000076 52.381431244000055)",Unfall 80202 (2019) Kat:3, Licht: 0,80202,3,3,5,06,08,4,0,0,0,1,0,1
"POINT (9.730474165000032 52.420711317000041)",Unfall 80204 (2019) Kat:3, Licht: 0,80204,3,7,8,06,19,4,0,0,0,1,0,0
"POINT (9.719464606000031 52.336489634000031)",Unfall 80206 (2019) Kat:2, Licht: 0,80206,2,1,9,06,18,4,1,0,0,0,0,0
"POINT (9.608043010000074 52.289989251000065)",Unfall 80207 (2019) Kat:3, Licht: 0,80207,3,3,5,06,08,2,0,0,0,1,0,0
"POINT (9.452037692000033 52.515756194000062)",Unfall 80208 (2019) Kat:3, Licht: 0,80208,3,6,2,06,10,2,0,0,0,1,0,0
"POINT (9.872485246000053 52.310670758000072)",Unfall 80209 (2019) Kat:3, Licht: 0,80209,3,2,4,06,07,2,0,0,0,1,0,0
"POINT (9.720352292000030 52.458719507000069)",Unfall 80210 (2019) Kat:3, Licht: 0,80210,3,2,5,06,05,2,0,0,0,1,0,1
"POINT (10.145387378000066 52.462508030000038)",Unfall 80211 (2019) Kat:3, Licht: 0,80211,3,7,9,06,14,2,0,0,0,1,0,0
"POINT (9.733455470000024 52.384444522000081)",Unfall 80212 (2019) Kat:3, Licht: 0,80212,3,6,4,06,08,2,0,0,1,0,0,0
"POINT (9.845103955000070 52.414191878000054)",Unfall 80213 (2019) Kat:3, Licht: 0,80213,3,6,3,06,17,2,0,0,0,1,0,0
"POINT (9.798841831000061 52.411455874000069)",Unfall 80214 (2019) Kat:2, Licht: 0,80214,2,2,3,06,13,2,0,0,1,0,0,0
"POINT (9.732374032000053 52.383473753000033)",Unfall 80261 (2019) Kat:3, Licht: 0,80261,3,2,2,06,19,1,0,0,0,1,0,0
"POINT (9.957140984000034 52.318767009000055)",Unfall 80262 (2019) Kat:3, Licht: 0,80262,3,7,7,06,07,1,0,0,1,0,0,0
"POINT (10.113770378000027 52.337402096000062)",Unfall 80263 (2019) Kat:3, Licht: 0,80263,3,7,9,06,04,1,0,0,0,1,0,0
"POINT (9.843844311000055 52.360752781000031)",Unfall 80342 (2019) Kat:3, Licht: 0,80342,3,6,2,06,19,7,0,0,0,1,0,0
"POINT (9.448059379000029 52.437801788000058)",Unfall 80343 (2019) Kat:3, Licht: 0,80343,3,6,8,06,15,7,0,0,0,1,0,1
"POINT (9.573514612000054 52.643072731000075)",Unfall 80345 (2019) Kat:3, Licht: 0,80345,3,3,5,06,20,7,0,0,0,1,0,0
"POINT (9.430271542000071 52.569363718000034)",Unfall 80347 (2019) Kat:3, Licht: 0,80347,3,7,0,06,17,7,0,0,0,1,0,0
"POINT (9.451703432000045 52.307470344000080)",Unfall 80349 (2019) Kat:3, Licht: 0,80349,3,5,2,06,18,7,0,0,0,1,0,0
"POINT (9.795977211000036 52.351783844000067)",Unfall 80350 (2019) Kat:2, Licht: 0,80350,2,1,9,06,15,7,0,0,0,0,0,1
"POINT (9.611154846000034 52.298898901000030)",Unfall 80352 (2019) Kat:2, Licht: 0,80352,2,2,2,06,13,7,0,0,0,1,0,0
"POINT (9.730638720000059 52.468492395000055)",Unfall 80354 (2019) Kat:2, Licht: 0,80354,2,2,5,06,12,7,0,0,0,1,0,1
"POINT (9.781838391000065 52.363223745000028)",Unfall 80355 (2019) Kat:2, Licht: 0,80355,2,6,3,06,13,7,0,0,0,1,0,1
"POINT (9.833506382000053 52.300515394000058)",Unfall 80358 (2019) Kat:1, Licht: 0,80358,1,6,4,06,11,7,0,0,0,1,0,0
"POINT (9.688254204000032 52.378397990000053)",Unfall 80389 (2019) Kat:3, Licht: 0,80389,3,6,3,06,16,4,0,0,1,1,0,0
"POINT (9.441028772000038 52.467209469000068)",Unfall 80392 (2019) Kat:3, Licht: 2,80392,3,7,8,06,23,4,0,2,0,0,0,1
"POINT (9.456503563000069 52.495281170000055)",Unfall 80395 (2019) Kat:3, Licht: 0,80395,3,3,5,06,09,4,0,0,0,1,0,0
"POINT (9.577865643000052 52.458637923000026)",Unfall 80398 (2019) Kat:3, Licht: 0,80398,3,7,0,06,09,4,0,0,1,0,0,0
"POINT (10.261245944000052 52.481090117000065)",Unfall 80400 (2019) Kat:3, Licht: 0,80400,3,6,2,06,17,4,0,0,0,1,0,0
"POINT (10.012263310000037 52.448950317000026)",Unfall 80402 (2019) Kat:3, Licht: 0,80402,3,5,1,06,09,4,0,0,0,1,0,0
"POINT (9.827953571000023 52.500076892000038)",Unfall 80403 (2019) Kat:3, Licht: 0,80403,3,6,2,06,14,4,0,0,0,1,0,0
"POINT (9.895295997000062 52.373566308000079)",Unfall 80406 (2019) Kat:3, Licht: 0,80406,3,7,0,06,13,4,0,0,0,1,0,0
"POINT (9.801381515000060 52.430422955000040)",Unfall 80407 (2019) Kat:3, Licht: 0,80407,3,3,5,06,08,4,0,0,1,1,0,0
"POINT (9.745270981000033 52.367047240000034)",Unfall 80410 (2019) Kat:3, Licht: 2,80410,3,7,0,06,00,4,0,2,1,0,0,0
"POINT (9.712028340000074 52.441028959000050)",Unfall 80442 (2019) Kat:3, Licht: 0,80442,3,2,5,06,17,6,0,0,1,1,0,0
"POINT (9.728416343000049 52.374044255000058)",Unfall 80444 (2019) Kat:3, Licht: 0,80444,3,6,2,06,15,6,0,0,0,1,0,0
