WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD
"POINT (9.726842318000024 52.544571038000072)",Unfall 21 (2021) Kat:3, Licht: 2,21,3,3,5,01,17,5,,2,1,1,0,0
"POINT (9.464855713000077 52.350393988000064)",Unfall 22 (2021) Kat:3, Licht: 0,22,3,2,2,01,11,4,,0,0,1,0,0
"POINT (9.587001034000025 52.211540956000078)",Unfall 23 (2021) Kat:3, Licht: 0,23,3,1,8,01,11,6,,0,0,0,0,0
"POINT (9.784717101000069 52.566990916000066)",Unfall 24 (2021) Kat:3, Licht: 0,24,3,6,3,02,12,7,,0,0,1,0,0
"POINT (9.870112383000048 52.310263547000034)",Unfall 25 (2021) Kat:2, Licht: 0,25,2,2,4,01,11,2,,0,0,1,0,0
"POINT (9.403225896000038 52.330950511000026)",Unfall 26 (2021) Kat:3, Licht: 2,26,3,6,2,01,21,4,,2,0,1,0,0
"POINT (9.665537311000037 52.332813855000040)",Unfall 27 (2021) Kat:3, Licht: 2,27,3,7,0,02,18,2,,2,1,0,0,0
"POINT (9.714989127000024 52.366630810000061)",Unfall 28 (2021) Kat:3, Licht: 0,28,3,4,6,01,10,3,,0,0,1,1,0
"POINT (9.665439363000075 52.334040746000028)",Unfall 29 (2021) Kat:2, Licht: 2,29,2,2,4,02,17,4,,2,0,1,0,0
"POINT (9.740975099000025 52.427520833000074)",Unfall 30 (2021) Kat:3, Licht: 2,30,3,1,8,01,01,6,,2,0,0,0,0
"POINT (9.414205525000057 52.419863117000034)",Unfall 31 (2021) Kat:3, Licht: 0,31,3,7,8,02,13,6,,0,0,1,0,0
"POINT (9.718286729000056 52.354741693000051)",Unfall 32 (2021) Kat:3, Licht: 0,32,3,7,6,02,11,7,,0,0,1,1,0
"POINT (9.734715211000037 52.368742947000044)",Unfall 33 (2021) Kat:3, Licht: 0,33,3,1,0,01,14,4,,0,1,0,0,0
"POINT (9.786198753000065 52.565444703000026)",Unfall 34 (2021) Kat:3, Licht: 2,34,3,1,3,01,17,6,,2,0,1,0,0
"POINT (9.688329661000068 52.388815344000079)",Unfall 35 (2021) Kat:3, Licht: 0,35,3,6,2,01,13,2,,0,0,1,0,0
"POINT (9.771781291000025 52.342960258000062)",Unfall 36 (2021) Kat:3, Licht: 1,36,3,6,2,01,16,2,,1,0,1,0,0
"POINT (9.734074653000050 52.387426508000033)",Unfall 37 (2021) Kat:3, Licht: 2,37,3,4,6,01,04,4,,2,0,1,1,0
"POINT (9.722572044000060 52.362549609000041)",Unfall 38 (2021) Kat:3, Licht: 2,38,3,1,8,01,21,3,,2,0,1,0,0
"POINT (9.493585070000051 52.338568524000038)",Unfall 39 (2021) Kat:3, Licht: 0,39,3,3,5,02,16,7,,0,1,1,0,0
"POINT (9.640584615000023 52.472889925000061)",Unfall 40 (2021) Kat:3, Licht: 0,40,3,3,5,01,15,1,,0,0,1,0,0
"POINT (10.185372175000055 52.431139493000046)",Unfall 41 (2021) Kat:3, Licht: 0,41,3,3,5,02,15,6,,0,0,1,0,1
"POINT (9.448237020000022 52.566279242000064)",Unfall 42 (2021) Kat:3, Licht: 0,42,3,1,8,02,15,4,,0,0,1,0,0
"POINT (9.607145815000024 52.308063367000045)",Unfall 43 (2021) Kat:3, Licht: 2,43,3,2,6,01,17,7,,2,0,1,1,0
"POINT (9.700118271000065 52.416162760000077)",Unfall 44 (2021) Kat:3, Licht: 0,44,3,6,2,02,15,4,,0,0,1,0,0
"POINT (9.735594640000045 52.403304392000052)",Unfall 45 (2021) Kat:3, Licht: 2,45,3,6,2,01,00,6,,2,0,1,0,0
"POINT (9.882967891000021 52.359219098000040)",Unfall 46 (2021) Kat:3, Licht: 0,46,3,1,9,02,08,3,,0,0,1,0,0
"POINT (10.045645215000036 52.479713177000065)",Unfall 47 (2021) Kat:3, Licht: 2,47,3,3,5,02,19,3,,2,0,1,0,0
"POINT (9.449691128000040 52.523230830000045)",Unfall 48 (2021) Kat:2, Licht: 0,48,2,1,8,01,08,3,,0,0,1,0,0
"POINT (9.648279955000021 52.412767923000047)",Unfall 49 (2021) Kat:3, Licht: 0,49,3,3,5,01,15,7,,0,0,1,0,0
"POINT (9.646387007000044 52.400752086000068)",Unfall 50 (2021) Kat:3, Licht: 2,50,3,2,2,01,16,2,,2,0,1,0,0
"POINT (9.776119820000076 52.269183319000035)",Unfall 51 (2021) Kat:3, Licht: 2,51,3,2,2,01,17,6,,2,0,1,0,0
"POINT (9.739993779000031 52.462145293000049)",Unfall 52 (2021) Kat:3, Licht: 1,52,3,2,2,02,16,2,,1,0,1,0,0
"POINT (9.783417756000063 52.568527190000054)",Unfall 53 (2021) Kat:3, Licht: 2,53,3,6,2,01,07,3,,2,0,1,0,0
"POINT (9.996893929000066 52.446537396000053)",Unfall 54 (2021) Kat:3, Licht: 2,54,3,3,0,01,17,3,,2,0,1,0,0
"POINT (9.990151935000029 52.372399542000039)",Unfall 55 (2021) Kat:3, Licht: 0,55,3,3,5,01,10,2,,0,0,1,0,0
"POINT (9.821391681000023 52.510126742000068)",Unfall 56 (2021) Kat:3, Licht: 0,56,3,6,2,01,16,5,,0,0,1,0,0
"POINT (9.372210790000054 52.434236868000028)",Unfall 57 (2021) Kat:2, Licht: 2,57,2,1,0,02,04,2,,2,0,1,0,0
"POINT (9.355444496000075 52.452151034000053)",Unfall 58 (2021) Kat:3, Licht: 2,58,3,1,4,02,20,2,,2,0,1,0,0
"POINT (9.643220376000045 52.324900777000039)",Unfall 59 (2021) Kat:3, Licht: 2,59,3,1,8,01,18,1,,2,0,1,0,0
"POINT (9.655902092000076 52.406380739000042)",Unfall 60 (2021) Kat:3, Licht: 0,60,3,6,2,02,13,5,,0,0,1,0,0
"POINT (9.868264197000030 52.309725609000054)",Unfall 61 (2021) Kat:3, Licht: 2,61,3,2,5,01,01,6,,2,0,0,0,0
"POINT (9.727167974000054 52.366997018000063)",Unfall 62 (2021) Kat:3, Licht: 0,62,3,2,2,02,08,3,,0,0,1,0,0
"POINT (9.807835318000059 52.374388564000071)",Unfall 63 (2021) Kat:2, Licht: 2,63,2,4,6,01,06,5,,2,0,0,1,0
"POINT (9.656655034000039 52.339577794000036)",Unfall 64 (2021) Kat:3, Licht: 2,64,3,3,5,01,16,5,,2,0,1,0,0
"POINT (9.462719888000038 52.345755919000055)",Unfall 65 (2021) Kat:3, Licht: 2,65,3,1,8,01,16,3,,2,0,1,0,0
"POINT (9.719438321000041 52.367366006000054)",Unfall 66 (2021) Kat:3, Licht: 2,66,3,2,2,02,19,4,,2,0,1,0,0
"POINT (9.717633355000032 52.475702099000046)",Unfall 67 (2021) Kat:1, Licht: 0,67,1,2,5,01,09,7,,0,0,1,0,0
"POINT (9.969940213000029 52.335067642000070)",Unfall 68 (2021) Kat:3, Licht: 0,68,3,7,4,01,12,3,,0,0,1,0,0
"POINT (9.751253362000057 52.359151807000046)",Unfall 69 (2021) Kat:3, Licht: 0,69,3,2,6,01,10,5,,0,0,1,1,0
"POINT (9.967257767000035 52.373411675000057)",Unfall 70 (2021) Kat:3, Licht: 2,70,3,1,8,02,19,5,,2,0,0,0,1
"POINT (9.976942493000024 52.372469733000059)",Unfall 71 (2021) Kat:3, Licht: 0,71,3,7,0,01,11,6,,0,0,1,0,0
"POINT (9.831823075000045 52.399032731000034)",Unfall 72 (2021) Kat:3, Licht: 1,72,3,3,5,01,06,7,,1,1,1,0,0
"POINT (9.494547136000051 52.366954986000053)",Unfall 73 (2021) Kat:3, Licht: 0,73,3,1,8,02,11,3,,0,0,0,0,0
"POINT (9.719518161000053 52.336586797000052)",Unfall 74 (2021) Kat:3, Licht: 0,74,3,6,3,01,14,6,,0,0,1,0,0
"POINT (9.841225186000031 52.487055922000081)",Unfall 75 (2021) Kat:3, Licht: 0,75,3,6,3,01,14,6,,0,0,1,0,0
"POINT (9.697324462000040 52.341652182000075)",Unfall 76 (2021) Kat:3, Licht: 2,76,3,2,5,01,17,3,,2,0,1,0,1
"POINT (9.725150748000033 52.317950554000049)",Unfall 77 (2021) Kat:3, Licht: 2,77,3,2,6,02,05,6,,2,0,1,1,0
"POINT (9.672564824000062 52.441413000000068)",Unfall 78 (2021) Kat:3, Licht: 0,78,3,4,6,01,12,2,,0,0,1,0,0
"POINT (9.855472440000028 52.389557567000054)",Unfall 79 (2021) Kat:3, Licht: 0,79,3,5,1,02,13,6,,0,0,1,0,0
"POINT (9.697322672000041 52.341647200000068)",Unfall 80 (2021) Kat:2, Licht: 2,80,2,2,4,01,05,6,,2,0,1,0,0
"POINT (10.029326184000070 52.318019961000061)",Unfall 81 (2021) Kat:3, Licht: 2,81,3,1,9,02,03,2,,2,0,1,0,0
"POINT (9.478839751000066 52.365487924000035)",Unfall 82 (2021) Kat:3, Licht: 0,82,3,2,5,01,12,2,,0,0,1,0,0
"POINT (9.914363279000042 52.395487223000032)",Unfall 83 (2021) Kat:3, Licht: 0,83,3,6,3,01,13,5,,0,0,1,0,0
"POINT (9.843004740000026 52.280091319000064)",Unfall 84 (2021) Kat:3, Licht: 0,84,3,6,3,02,12,2,,0,0,1,0,0
"POINT (9.783329373000072 52.381251537000026)",Unfall 85 (2021) Kat:3, Licht: 2,85,3,6,2,02,06,2,,2,0,1,0,0
"POINT (9.816735659000074 52.284909207000055)",Unfall 86 (2021) Kat:3, Licht: 0,86,3,6,2,02,13,5,,0,0,1,0,0
"POINT (9.528416059000051 52.439554700000031)",Unfall 87 (2021) Kat:3, Licht: 2,87,3,7,7,01,21,5,,2,0,1,0,0
"POINT (9.352113267000050 52.442113785000060)",Unfall 88 (2021) Kat:3, Licht: 0,88,3,6,8,01,12,6,,0,0,1,0,0
"POINT (9.357235466000077 52.453343023000059)",Unfall 89 (2021) Kat:3, Licht: 1,89,3,3,5,02,17,7,,1,0,1,0,0
"POINT (9.733739632000038 52.368942596000068)",Unfall 90 (2021) Kat:3, Licht: 1,90,3,7,0,02,17,2,,1,1,0,0,0
"POINT (9.744993072000057 52.369034153000030)",Unfall 91 (2021) Kat:3, Licht: 0,91,3,4,6,01,14,7,,0,1,0,1,0
"POINT (9.751618491000045 52.369531052000070)",Unfall 92 (2021) Kat:3, Licht: 2,92,3,7,6,02,19,4,,2,1,0,1,0
"POINT (9.942292053000074 52.449850241000036)",Unfall 93 (2021) Kat:3, Licht: 0,93,3,1,9,01,15,6,,0,0,1,0,0
"POINT (9.869297259000064 52.360486792000074)",Unfall 94 (2021) Kat:3, Licht: 1,94,3,2,5,01,16,6,,1,1,0,0,0
"POINT (9.720614511000065 52.458741974000077)",Unfall 95 (2021) Kat:3, Licht: 0,95,3,3,5,01,14,3,,0,0,1,0,0
"POINT (9.833185952000065 52.494679026000028)",Unfall 96 (2021) Kat:3, Licht: 1,96,3,7,2,01,08,5,,1,0,0,0,0
"POINT (10.299848688000054 52.458590376000075)",Unfall 97 (2021) Kat:3, Licht: 2,97,3,1,4,01,17,6,,2,0,1,0,0
"POINT (9.691149555000038 52.332175372000052)",Unfall 98 (2021) Kat:2, Licht: 0,98,2,2,5,02,10,1,,0,1,1,0,0
"POINT (9.477220578000072 52.387365189000036)",Unfall 99 (2021) Kat:3, Licht: 0,99,3,2,4,02,08,3,,0,0,1,0,0
"POINT (9.961580749000063 52.455876132000071)",Unfall 100 (2021) Kat:3, Licht: 2,100,3,1,8,02,21,2,,2,0,1,0,0
"POINT (9.579524750000076 52.423444875000030)",Unfall 101 (2021) Kat:3, Licht: 0,101,3,6,2,02,13,4,,0,0,1,0,0
"POINT (9.472998717000053 52.386062719000051)",Unfall 102 (2021) Kat:2, Licht: 2,102,2,1,8,01,03,1,,2,0,1,0,0
"POINT (9.640232732000072 52.473588029000041)",Unfall 103 (2021) Kat:3, Licht: 2,103,3,2,2,01,17,3,,2,0,1,0,0
"POINT (9.734178483000051 52.427379803000065)",Unfall 104 (2021) Kat:3, Licht: 0,104,3,1,9,01,08,7,,0,0,1,0,0
"POINT (9.752121364000061 52.427207519000035)",Unfall 105 (2021) Kat:3, Licht: 2,105,3,6,2,01,17,3,,2,0,1,0,0
"POINT (9.719291395000027 52.440504767000050)",Unfall 106 (2021) Kat:2, Licht: 2,106,2,3,5,01,21,5,,2,0,1,0,0
"POINT (9.362414613000055 52.546701725000048)",Unfall 107 (2021) Kat:3, Licht: 2,107,3,7,8,01,00,7,,2,0,1,0,0
"POINT (10.024204283000074 52.432987289000039)",Unfall 108 (2021) Kat:3, Licht: 0,108,3,2,4,02,10,4,,0,0,1,0,0
"POINT (9.439774759000045 52.417913817000056)",Unfall 109 (2021) Kat:2, Licht: 0,109,2,4,6,02,13,5,,0,0,1,1,0
"POINT (9.732563636000066 52.427542357000050)",Unfall 110 (2021) Kat:3, Licht: 2,110,3,1,8,01,05,3,,2,0,1,0,0
"POINT (9.624575429000060 52.420820150000054)",Unfall 111 (2021) Kat:3, Licht: 0,111,3,6,8,02,11,3,,0,0,1,0,0
"POINT (9.629490263000037 52.483461103000081)",Unfall 112 (2021) Kat:3, Licht: 0,112,3,1,9,01,11,4,,0,0,1,0,0
"POINT (9.623288090000074 52.167553487000077)",Unfall 113 (2021) Kat:3, Licht: 0,113,3,1,8,01,11,6,,0,0,1,0,0
"POINT (9.733974796000041 52.385375142000044)",Unfall 114 (2021) Kat:3, Licht: 0,114,3,3,5,01,11,6,,0,1,1,0,0
"POINT (10.048866945000043 52.466618916000073)",Unfall 115 (2021) Kat:3, Licht: 0,115,3,3,5,01,14,3,,0,0,1,0,0
"POINT (9.755216044000065 52.273986264000030)",Unfall 116 (2021) Kat:3, Licht: 0,116,3,3,5,01,15,1,,0,1,1,0,0
"POINT (9.713341071000059 52.366732684000056)",Unfall 117 (2021) Kat:3, Licht: 0,117,3,5,0,01,16,2,,0,1,1,0,0
"POINT (9.976937327000030 52.372571282000081)",Unfall 118 (2021) Kat:3, Licht: 0,118,3,3,5,01,11,4,,0,0,1,0,0
"POINT (9.776534246000040 52.332827675000033)",Unfall 119 (2021) Kat:2, Licht: 2,119,2,7,0,01,05,3,,2,1,0,0,0
"POINT (9.452477536000060 52.504895117000046)",Unfall 120 (2021) Kat:3, Licht: 1,120,3,2,2,01,17,6,,1,0,1,0,0
"POINT (9.580792800000040 52.423524976000067)",Unfall 121 (2021) Kat:3, Licht: 0,121,3,1,3,02,11,2,,0,0,1,0,0
"POINT (9.850312626000061 52.391658559000064)",Unfall 122 (2021) Kat:2, Licht: 2,122,2,1,0,02,18,5,,2,1,0,0,0
"POINT (10.039909815000044 52.376872443000082)",Unfall 123 (2021) Kat:2, Licht: 0,123,2,6,2,01,15,6,,0,0,0,0,0
"POINT (9.646173535000059 52.403471579000040)",Unfall 124 (2021) Kat:3, Licht: 2,124,3,6,2,01,05,4,,2,0,1,0,0
"POINT (9.585755924000068 52.416265053000075)",Unfall 125 (2021) Kat:3, Licht: 1,125,3,2,5,01,07,3,,1,0,1,0,0
"POINT (9.577029825000068 52.390149019000035)",Unfall 126 (2021) Kat:3, Licht: 2,126,3,1,9,01,00,3,,2,0,1,0,0
"POINT (9.680371026000046 52.371925774000033)",Unfall 127 (2021) Kat:3, Licht: 2,127,3,1,0,01,21,2,,2,1,0,0,0
"POINT (10.012665009000045 52.447425881000072)",Unfall 128 (2021) Kat:3, Licht: 1,128,3,6,2,01,16,5,,1,0,1,0,0
"POINT (9.743289999000069 52.368193609000059)",Unfall 129 (2021) Kat:3, Licht: 2,129,3,2,5,02,18,4,,2,1,1,0,0
"POINT (9.585109155000055 52.321402553000041)",Unfall 130 (2021) Kat:3, Licht: 0,130,3,2,5,02,15,7,,0,0,1,0,0
"POINT (9.826449057000048 52.341551121000066)",Unfall 131 (2021) Kat:3, Licht: 2,131,3,3,5,01,18,3,,2,0,1,0,0
"POINT (9.647432759000026 52.413440176000051)",Unfall 132 (2021) Kat:3, Licht: 0,132,3,6,2,02,08,3,,0,0,1,0,0
"POINT (9.734972957000025 52.391919035000058)",Unfall 133 (2021) Kat:3, Licht: 2,133,3,7,5,01,18,4,,2,1,1,0,0
"POINT (9.748827159000029 52.362300474000051)",Unfall 134 (2021) Kat:3, Licht: 0,134,3,6,2,01,12,6,,0,0,1,0,0
"POINT (9.797039795000046 52.347289235000062)",Unfall 135 (2021) Kat:2, Licht: 1,135,2,6,2,01,07,3,,1,0,1,0,0
"POINT (9.754166292000036 52.525614087000065)",Unfall 136 (2021) Kat:3, Licht: 0,136,3,4,6,01,13,1,,0,0,1,1,0
"POINT (9.721142696000072 52.316768658000058)",Unfall 137 (2021) Kat:3, Licht: 0,137,3,1,0,01,13,1,,0,1,0,0,0
"POINT (10.144286972000032 52.364418520000072)",Unfall 138 (2021) Kat:3, Licht: 2,138,3,1,8,01,23,4,,2,0,0,0,0
"POINT (9.782560603000036 52.569491105000054)",Unfall 139 (2021) Kat:3, Licht: 2,139,3,6,2,01,07,7,,2,0,1,0,0
"POINT (9.778140154000027 52.574226048000071)",Unfall 140 (2021) Kat:3, Licht: 2,140,3,1,0,02,02,3,,2,0,0,0,0
"POINT (9.719797040000060 52.316465624000045)",Unfall 141 (2021) Kat:3, Licht: 1,141,3,6,2,01,08,4,,1,0,1,0,0
"POINT (9.938559623000060 52.335674915000027)",Unfall 142 (2021) Kat:2, Licht: 2,142,2,4,6,01,19,4,,2,0,1,1,0
"POINT (9.643360032000032 52.334925296000051)",Unfall 143 (2021) Kat:3, Licht: 0,143,3,3,0,02,13,5,,0,0,1,0,0
"POINT (9.580660475000059 52.418041159000040)",Unfall 144 (2021) Kat:3, Licht: 0,144,3,6,2,01,12,3,,0,0,1,0,0
"POINT (9.695808778000071 52.380029910000076)",Unfall 145 (2021) Kat:3, Licht: 2,145,3,6,2,01,18,1,,2,0,1,0,0
"POINT (9.842008749000058 52.416119604000073)",Unfall 146 (2021) Kat:3, Licht: 0,146,3,3,0,02,12,5,,0,0,1,0,0
"POINT (9.785418070000048 52.320162406000065)",Unfall 147 (2021) Kat:3, Licht: 2,147,3,3,5,02,06,4,,2,1,1,0,0
"POINT (9.790844575000051 52.557878267000035)",Unfall 148 (2021) Kat:3, Licht: 2,148,3,1,8,01,23,6,,2,0,1,0,0
"POINT (9.477275465000048 52.509017599000060)",Unfall 149 (2021) Kat:3, Licht: 0,149,3,2,2,01,14,6,,0,0,1,0,0
"POINT (9.725339649000034 52.380371388000071)",Unfall 150 (2021) Kat:3, Licht: 0,150,3,4,6,01,13,3,,0,0,1,1,0
"POINT (9.491778189000058 52.415987451000035)",Unfall 151 (2021) Kat:3, Licht: 0,151,3,6,2,02,09,4,,0,0,1,0,0
"POINT (9.732977722000044 52.420756894000078)",Unfall 152 (2021) Kat:3, Licht: 1,152,3,3,5,01,15,2,,1,0,1,0,0
"POINT (9.405561533000025 52.334099148000064)",Unfall 153 (2021) Kat:3, Licht: 0,153,3,6,2,01,08,5,,0,0,1,0,0
"POINT (9.917953308000051 52.437075730000061)",Unfall 154 (2021) Kat:3, Licht: 0,154,3,7,9,02,12,3,,0,0,1,0,0
"POINT (9.964241029000050 52.315952566000078)",Unfall 155 (2021) Kat:3, Licht: 0,155,3,2,5,02,15,6,,0,0,1,0,0
"POINT (9.689214480000032 52.387676813000041)",Unfall 156 (2021) Kat:3, Licht: 2,156,3,6,3,01,17,2,,2,0,1,0,0
"POINT (9.840657467000028 52.447291092000057)",Unfall 157 (2021) Kat:3, Licht: 0,157,3,7,9,02,13,3,,0,0,1,0,0
"POINT (9.606688768000026 52.449372592000032)",Unfall 158 (2021) Kat:3, Licht: 2,158,3,2,2,01,05,4,,2,0,1,0,0
"POINT (9.740532188000032 52.368279570000027)",Unfall 159 (2021) Kat:3, Licht: 2,159,3,6,9,01,18,2,,2,0,1,0,0
"POINT (9.728448432000050 52.368009432000065)",Unfall 160 (2021) Kat:3, Licht: 0,160,3,3,5,02,10,4,,0,1,1,0,0
"POINT (9.797001501000068 52.475611417000039)",Unfall 161 (2021) Kat:3, Licht: 2,161,3,7,2,01,20,6,,2,0,1,0,0
"POINT (9.518735412000069 52.414221680000026)",Unfall 162 (2021) Kat:3, Licht: 0,162,3,6,2,01,10,6,,0,0,1,0,0
"POINT (9.726817317000041 52.571616230000075)",Unfall 163 (2021) Kat:3, Licht: 0,163,3,1,8,02,08,2,,0,0,1,0,0
"POINT (9.751428135000026 52.528838105000034)",Unfall 164 (2021) Kat:3, Licht: 0,164,3,3,5,01,10,5,,0,1,1,0,0
"POINT (9.630660211000077 52.420819864000066)",Unfall 165 (2021) Kat:3, Licht: 0,165,3,6,2,01,07,4,,0,0,1,0,0
"POINT (10.022544369000059 52.456240556000068)",Unfall 166 (2021) Kat:3, Licht: 0,166,3,6,2,02,08,4,,0,0,1,0,0
"POINT (10.183826455000030 52.465355024000075)",Unfall 167 (2021) Kat:3, Licht: 0,167,3,2,2,01,13,6,,0,0,1,0,0
"POINT (9.733118503000071 52.427385287000050)",Unfall 168 (2021) Kat:3, Licht: 0,168,3,6,2,01,08,3,,0,0,1,0,0
"POINT (9.895353407000073 52.313644282000041)",Unfall 169 (2021) Kat:3, Licht: 2,169,3,1,8,02,23,2,,2,0,1,0,0
"POINT (9.549913287000038 52.421440364000034)",Unfall 170 (2021) Kat:3, Licht: 2,170,3,6,2,01,07,3,,2,0,0,0,0
"POINT (9.378610596000044 52.504739764000078)",Unfall 171 (2021) Kat:3, Licht: 0,171,3,7,8,02,16,7,,0,1,0,0,0
"POINT (9.797134327000038 52.395457220000026)",Unfall 172 (2021) Kat:3, Licht: 2,172,3,1,8,02,18,3,,2,0,1,0,0
"POINT (9.787726305000035 52.318816256000048)",Unfall 173 (2021) Kat:3, Licht: 0,173,3,2,3,01,14,7,,0,0,1,0,0
"POINT (9.799308320000023 52.409949897000047)",Unfall 174 (2021) Kat:2, Licht: 2,174,2,1,7,01,17,7,,2,1,0,0,0
"POINT (9.697715170000038 52.376369219000026)",Unfall 175 (2021) Kat:3, Licht: 0,175,3,6,2,01,07,4,,0,0,1,0,0
"POINT (9.695056142000055 52.375147415000072)",Unfall 176 (2021) Kat:3, Licht: 1,176,3,7,0,01,07,3,,1,0,0,0,0
"POINT (9.663620824000077 52.376973447000069)",Unfall 177 (2021) Kat:3, Licht: 2,177,3,2,4,02,18,2,,2,1,1,0,0
"POINT (9.961535974000071 52.484101621000036)",Unfall 178 (2021) Kat:3, Licht: 2,178,3,6,2,04,05,7,,2,0,1,0,0
"POINT (9.694458718000021 52.419723182000041)",Unfall 179 (2021) Kat:2, Licht: 0,179,2,3,5,03,16,1,,0,1,1,0,0
"POINT (9.867707197000072 52.309513571000082)",Unfall 180 (2021) Kat:2, Licht: 0,180,2,1,0,04,12,5,,0,0,0,0,0
"POINT (9.794528165000031 52.274081747000082)",Unfall 181 (2021) Kat:3, Licht: 0,181,3,2,4,04,15,7,,0,1,1,0,0
"POINT (9.727318382000021 52.511695234000058)",Unfall 182 (2021) Kat:3, Licht: 0,182,3,6,2,03,15,4,,0,0,1,0,0
"POINT (9.648411135000060 52.412831733000075)",Unfall 183 (2021) Kat:3, Licht: 0,183,3,6,2,03,13,1,,0,0,1,0,0
"POINT (9.740674408000075 52.453173477000064)",Unfall 184 (2021) Kat:3, Licht: 0,184,3,2,4,03,19,4,,0,0,1,0,1
"POINT (9.599318022000034 52.216465343000039)",Unfall 185 (2021) Kat:3, Licht: 2,185,3,7,8,02,09,4,,2,0,1,0,0
"POINT (9.707103408000023 52.169524858000045)",Unfall 186 (2021) Kat:3, Licht: 2,186,3,1,8,03,03,2,,2,0,0,0,0
"POINT (9.887523201000022 52.512429348000069)",Unfall 187 (2021) Kat:1, Licht: 2,187,1,1,4,03,20,4,,2,0,1,0,1
"POINT (9.970720921000066 52.372993643000029)",Unfall 188 (2021) Kat:3, Licht: 0,188,3,1,0,03,08,4,,0,1,0,0,0
"POINT (9.685534651000069 52.329172027000027)",Unfall 189 (2021) Kat:3, Licht: 0,189,3,6,2,03,14,4,,0,0,1,0,0
"POINT (9.630280419000030 52.263422936000040)",Unfall 190 (2021) Kat:3, Licht: 0,190,3,2,6,03,07,3,,0,0,1,1,0
"POINT (9.663542779000068 52.315971884000078)",Unfall 191 (2021) Kat:3, Licht: 0,191,3,6,2,03,14,3,,0,0,1,0,0
"POINT (9.806621496000048 52.457387612000048)",Unfall 192 (2021) Kat:3, Licht: 0,192,3,6,2,04,14,3,,0,0,1,0,0
"POINT (9.799676279000039 52.408476090000079)",Unfall 193 (2021) Kat:2, Licht: 0,193,2,1,0,03,09,5,,0,1,0,0,0
"POINT (9.859285318000047 52.487524937000046)",Unfall 194 (2021) Kat:3, Licht: 0,194,3,3,5,03,17,6,,0,0,1,0,0
