WKT,Name,OBJECTID,UKATEGORIE,UTYP1,UART,UMONAT,USTUNDE,UWOCHENTAG,STRZUSTAND,ULICHTVERH,ISTRAD,ISTPKW,ISTFUSS,ISTKRAD,ISTGKFZ,ISTSONSTIG
"POINT (6.766467567000063 51.474869747000071)",Unfall 98347 (2019) Kat:3, Licht: 0,98347,3,6,2,02,12,6,1,0,0,1,0,0,0,0
"POINT (6.760764122000069 51.506661342000029)",Unfall 98417 (2019) Kat:3, Licht: 1,98417,3,6,2,01,07,3,1,1,0,1,0,0,0,1
"POINT (6.753085367000040 51.395558740000070)",Unfall 98477 (2019) Kat:3, Licht: 2,98477,3,1,9,01,05,5,2,2,0,1,0,0,0,0
"POINT (6.756488608000041 51.436666759000047)",Unfall 98513 (2019) Kat:3, Licht: 0,98513,3,7,6,01,08,2,1,0,0,1,1,0,0,0
"POINT (6.746684078000044 51.527230601000042)",Unfall 98516 (2019) Kat:3, Licht: 2,98516,3,2,6,01,21,2,1,2,0,1,1,0,0,0
"POINT (6.819256692000067 51.467360007000082)",Unfall 98518 (2019) Kat:3, Licht: 0,98518,3,5,1,01,11,2,1,0,0,1,0,1,0,0
"POINT (6.698131480000029 51.435514569000077)",Unfall 98547 (2019) Kat:3, Licht: 2,98547,3,1,9,01,03,5,2,2,0,1,0,0,0,0
"POINT (6.670461807000038 51.481883099000072)",Unfall 98556 (2019) Kat:3, Licht: 2,98556,3,6,3,01,06,5,1,2,0,1,0,0,0,0
"POINT (6.776152409000076 51.435404210000058)",Unfall 98613 (2019) Kat:3, Licht: 0,98613,3,6,0,02,11,3,0,0,0,1,0,0,1,0
"POINT (6.696788270000070 51.419391274000077)",Unfall 98661 (2019) Kat:3, Licht: 0,98661,3,3,5,02,11,2,1,0,0,1,0,0,0,0
"POINT (6.707539466000071 51.435979171000042)",Unfall 98775 (2019) Kat:3, Licht: 0,98775,3,1,2,02,13,1,1,0,0,1,0,0,0,0
"POINT (6.672531594000077 51.437154672000077)",Unfall 98796 (2019) Kat:3, Licht: 2,98796,3,7,0,02,20,1,1,2,0,1,0,0,0,0
"POINT (6.710217974000045 51.457411447000027)",Unfall 98832 (2019) Kat:3, Licht: 2,98832,3,6,3,02,21,4,1,2,0,1,0,0,0,0
"POINT (6.735139477000075 51.542041736000044)",Unfall 99013 (2019) Kat:2, Licht: 1,99013,2,7,6,02,21,6,1,1,0,1,1,0,0,0
"POINT (6.788711714000044 51.474817357000063)",Unfall 99088 (2019) Kat:3, Licht: 2,99088,3,3,5,02,18,1,1,2,0,1,0,1,0,0
"POINT (6.759297708000077 51.419109331000072)",Unfall 99295 (2019) Kat:3, Licht: 0,99295,3,2,3,02,16,3,0,0,1,0,0,0,1,0
"POINT (6.771010341000022 51.424879065000027)",Unfall 99342 (2019) Kat:2, Licht: 2,99342,2,1,9,02,18,3,0,2,0,0,0,1,0,0
